"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"F&P Manufacturing Inc.","Automotive industry","3.5E8",,,1200,"",,"","",,""
"Festo","Automation","3.0",,,20100,"",,"","",,""
"Family Dollar","Discount store,Retail","1.0489E10",,,60000,"",,"","",,""
"Fauske Lysverk","Electric utility","5.4E7",,,36,"",,"","",,""
"Expeditors International","Logistics","8.1E9",,,19588,"",,"","",,""
"FIH group","Conglomerate (company)","3.856E7",,,357,"",,"","",,""
"Fasten (company)","Vehicle for hire","500000.0",,,89,"",,"","",,""
"Fastned","Charging station","6900000.0",,,54,"",,"","",,""
"Fendt","Agricultural machinery","2.14E9",,,6331,"",,"","",,""
"Fidelity Investments","Financial services","2.09E10",,,41329,"",,"","",,""
"Mars Canada","Confectionery","1.8E10",,,39000,"",,"","",,""
"MasTec","Construction,Engineering,Project management","4.208E9",,,17300,"",,"","",,""
"Maxeda","Retail","1.337E9",,,7000,"",,"","",,""
"Houston Advanced Research Center","Policy analysis,Research and development,Sustainable development","2.0E7",,,30,"",,"","",,""
"Mercury Systems","Aerospace manufacturer,Arms industry","9.24E8",,,2400,"",,"","",,""
"Marvelous Inc","Anime,Video game industry","2.033E10",,,605,"",,"","",,""
"McMenamins","Craft brewery and microbrewery,Hospitality industry","1.8E8",,,3528,"",,"","",,""
"Mobile Mini","Self storage","593.0",,,2000,"",,"","",,""
"Hupac","Rail transport","4.856E8",,,470,"",,"","",,""
"One Telecommunications","Telecommunications","1.193E8",,,500,"",,"","",,""
"Futurice","Information technology","7.3E7",,,629,"",,"","",,""
"Hugo's","Grocery store","1.88E7",,,1500,"",,"","",,""
"Huron Consulting Group","Business performance management,Corporate services,Education,Finance,Health care,List of life sciences,Management consulting","7.951E8",,,3750,"",,"","",,""
"Hutchinson Builders","Construction","2.83E9",,,1500,"",,"","",,""
"Hydro One","Electric utility","5.99E9",,,7682,"",,"","",,""
"Hytracc Consulting","Petroleum industry","118.0",,,50,"",,"","",,""
"Hyundai Assan Otomotiv","Automotive industry","9.619E8",,,2350,"",,"","",,""
"IMS Health","Health care,Technology","2.64",,,14000,"",,"","",,""
"MODEC","Machine,Shipbuilding","2.0E9",,,4241,"",,"","",,""
"IBC SOLAR","Photovoltaics,Renewable energy","3.32E8",,,365,"",,"","",,""
"MND (company)","Petroleum","2.5E8",,,322,"",,"","",,""
"MSA Safety","Personal protective equipment","1.2E9",,,5000,"",,"","",,""
"IHG Hotels & Resorts","Hospitality industry","2.907E9",,,350000,"",,"","",,""
"MUFG Bank","Financial services","46.83",,,32186,"",,"","",,""
"M Oriental Bank","Financial services","9.65E7",,,105,"",,"","",,""
"Macron (sportswear)","Textile industry","97.0",,,320,"",,"","",,""
"Magnetek","Material handling,Motion control,Power control","1.143E8",,,350,"",,"","",,""
"ILD Teleservices","Telecommunications","1.0E8",,,350,"",,"","",,""
"Marbo Product","Food industry","1.0499E8",,,982,"",,"","",,""
"OGK-3","Electricity","1.2E9",,,6000,"",,"","",,""
"OTB Group","Fashion,Leisure","1.53E9",,,6500,"",,"","",,""
"Olympic Steel","Metal fabrication,Steel","1.234E9",,,1626,"",,"","",,""
"Officeworks","Retail","2.31E9",,,9500,"",,"","",,""
"Oji Paper Company","Pulp and paper industry","1.32E10",,,27360,"",,"","",,""
"Okuma Corporation","Machine","1.3435E11",,,3812,"",,"","",,""
"Mandiant","Information security","4.0E8",,,1000,"",,"","",,""
"CPAmerica International","Accounting","9800000.0",,,3900,"",,"","",,""
"Nuveen","Finance","4.313E8",,,3000,"",,"","",,""
"OceanFirst Bank","Financial services,Investment banking","2.55971E8",,,838,"",,"","",,""
"Omega Engineering","Instrumentation","1.68E8",,,700,"",,"","",,""
"MannKind Corporation","Biotechnology","6.3038E7",,,233,"",,"","",,""
"Nyrstar","Metallurgy","3.5E9",,,4100,"",,"","",,""
"OFZ, a.s., Istebné","Metallurgy","1.19E8",,,453,"",,"","",,""
"Cabot Hosiery Mills","Textile manufacturing","5.0E7",,,200,"",,"","",,""
"Rinnai","Home appliance","3.2E9",,,10571,"",,"","",,""
"Climaveneta","Central heating,Heating, ventilation, and air conditioning,Ventilation (architecture)","295.0",,,1674,"",,"","",,""
"SinnerSchrader","E-commerce","5.6682E7",,,2016,"",,"","",,""
"Chattem","Health care,Over-the-counter drug","1.0E9",,,536,"",,"","",,""
"Clugston Group","Construction","1.75E8",,,629,"",,"","",,""
"Skanska","Construction","1.72846E11",,,33585,"",,"","",,""
"Skilled Group","Human resources,Labour hire","1873893.0",,,50,"",,"","",,""
"Ontraport","Small business software","10.0",,,100,"",,"","",,""
"Chemoxy International Ltd","Chemical substance","4.5E7",,,130,"",,"","",,""
"Rite Rug Flooring","Home improvement","2.07E8",,,642,"",,"","",,""
"Sipa Press","News media","1.55E7",,,91,"",,"","",,""
"Sotheby's","Fine art","8.05377E8",,,1713,"",,"","",,""
"South Jersey Industries","Public utility","9.25067E8",,,650,"",,"","",,""
"Southwest Airlines","Airline","2.1965E10",,,54448,"",,"","",,""
"Kraco Enterprises","Automotive industry","2.0E8",,,250,"",,"","",,""
"Smith & Nephew","Medical device","5212.0",,,17500,"",,"","",,""
"Kaiyodo","Toy","2.3E9",,,41,"",,"","",,""
"Sojitz","Conglomerate (company)","4006.0",,,14330,"",,"","",,""
"Dradura","Metalworking","1.35E8",,,1350,"",,"","",,""
"Zhejiang Tailong Commercial Bank","Finance","5.0E10",,,8404,"",,"","",,""
"Opinel","Manufacturing","2.4E7",,,120,"",,"","",,""
"Oreltekmash","Arms industry","0.0",,,500,"",,"","",,""
"Oreltekmash","Arms industry","0.0",,,675,"",,"","",,""
"Ortho Clinical Diagnostics","Medical diagnosis","1.8E9",,,4400,"",,"","",,""
"Villeroy & Boch","Ceramic","8.009E8",,,7107,"",,"","",,""
"Vivartia","Foodservice","9.1217E8",,,5,"",,"","",,""
"PEB Steel","Construction,Manufacturing","1.0E8",,,1000,"",,"","",,""
"Panasonic","Conglomerate (company)","7.49E12",,,259385,"",,"","",,""
"Victrex","Polymer","3.063E8",,,850,"",,"","",,""
"Videocon Group","Conglomerate (company)","1.95E9",,,10000,"",,"","",,""
"Vivid Seats","Ticket exchange,Ticket resale","1.5E9",,,500,"",,"","",,""
"PacWest Bancorp","Bank,Financial services","1.158E9",,,1833,"",,"","",,""
"PAETEC Holding Corp.","Telecommunications","1.624E9",,,4639,"",,"","",,""
"Victoria Group","Holding company","1.6668E8",,,997,"",,"","",,""
"Virgin Interactive","Video game industry","9.9E7",,,500,"",,"","",,""
"Votorantim Energia","Electricity","1.1E9",,,490,"",,"","",,""
"Wacom","Input device,Software","7.4557E10",,,2015,"",,"","",,""
"GlySens ICGM","Health care","2.5",,,49,"",,"","",,""
"GoHealth","Health care","8.0E8",,,1500,"",,"","",,""
"Vonage","Cloud communications","1.25E9",,,2400,"",,"","",,""
"Assuranceforeningen Skuld","Marine insurance","4.02E8",,,285,"",,"","",,""
"Glencore","Commodity,Metal,Mining","2.03751E11",,,135000,"",,"","",,""
"GoPro","Consumer electronics,Technology,Videography","1.16E9",,,964,"",,"","",,""
"Gibtelecom","Telecommunications","1.0E8",,,141,"",,"","",,""
"Golden Ocean Group","Freight transport","7.058E8",,,214,"",,"","",,""
"H-E-B","Grocery store","3.1E10",,,100000,"",,"","",,""
"Iasis Healthcare","Health care","3.3E9",,,13700,"",,"","",,""
"Gunns","Lumber","4.06E8",,,645,"",,"","",,""
"Great Lakes Higher Education Corporation","Financial services","2.3E8",,,1800,"",,"","",,""
"Grong Sparebank","Financial services","4.2E7",,,40,"",,"","",,""
"Grupo Bimbo","Food processing","1.71E10",,,137000,"",,"","",,""
"Grupo Bimbo","Food processing","3.488E11",,,137000,"",,"","",,""
"Goša FOM","Rail transport","5.205E7",,,816,"",,"","",,""
"HAECO","Aerospace","14546.0",,,16641,"",,"","",,""
"Icelandair","Airline","4.33E8",,,2621,"",,"","",,""
"Informa","Business intelligence,Event management,Publishing,Trade fair","1660.0",,,10000,"",,"","",,""
"Institut National d'Optique","Aerospace,Astronomy,Biomedicine,Electronics,Information technology,Manufacturing,Military,Natural Resources,Natural environment,Optics,Photonics,Telecommunications,Transport","3.76E7",,,200,"",,"","",,""
"Insurance Corporation of British Columbia","Insurance","6.434E9",,,5200,"",,"","",,""
"Intercom (company)","Enterprise software","1.5E8",,,630,"",,"","",,""
"International Paper","Pulp and paper industry","2.058E10",,,49300,"",,"","",,""
"Intralot","Lottery","3.6484E8",,,3,"",,"","",,""
"Sunten","Manufacturing","1.0000001E7",,,1000,"",,"","",,""
"Independent Bank (Michigan)","Bank","1.97914E8",,,911,"",,"","",,""
"Industrial and Commercial Bank of China","Financial services","725.12",,,453048,"",,"","",,""
"Intergroup Financial Services","Finance","8.864E8",,,4737,"",,"","",,""
"Intertrust Group","Professional services","4.852E8",,,3500,"",,"","",,""
"InsideView","Software as a service","3.05E7",,,275,"",,"","",,""
"Interface, Inc.","Textile industry","1.2E9",,,4094,"",,"","",,""
"Invitation Homes","Real estate investment trust","1.822E9",,,1149,"",,"","",,""
"Kansai Paint","Chemical industry","3.86E9",,,16287,"",,"","",,""
"Karelia Tobacco Company","Tobacco","1.035E9",,,553,"",,"","",,""
"Keihin Corporation","Automotive industry","3.1E9",,,22310,"",,"","",,""
"Kesko Senukai","Do it yourself,Electronic trading platform,Wholesaling","4.39E8",,,3341,"",,"","",,""
"Bertel O. Steen","Retail","1.2E10",,,2660,"",,"","",,""
"Mattress Firm","Retail","4.39E9",,,10000,"",,"","",,""
"Maxim Integrated","Semiconductor","2.632E9",,,7100,"",,"","",,""
"MedcoEnergi","Coal mining,Electricity generation,Natural gas,Oil","1438.0",,,4000,"",,"","",,""
"KazTransOil","Petroleum industry","6.09E8",,,8129,"",,"","",,""
"Max Group","Conglomerate (company)","3.2E9",,,27000,"",,"","",,""
"Meggitt","Aerospace,Arms industry","1684.0",,,9000,"",,"","",,""
"Mazars","Professional services","1.9E9",,,42000,"",,"","",,""
"McCain Foods","Frozen food","6.8E9",,,22000,"",,"","",,""
"Mercator Serbia","Retail","7.1134E8",,,8124,"",,"","",,""
"Metsä Board","Packaging and labeling","1.932E9",,,2351,"",,"","",,""
"Mikuni (company)","Automotive industry","9.85E10",,,15745,"",,"","",,""
"Mitsumi Electric","Electronics","1.573E11",,,36417,"",,"","",,""
"Patria (company)","Security","5.341E8",,,2973,"",,"","",,""
"Micro Mobility Systems","Electric vehicle,Sports equipment,Toy","6.0E7",,,57,"",,"","",,""
"Milan Blagojević - Namenska","Arms industry,Chemical industry","5.42E7",,,1301,"",,"","",,""
"Millicom","Mass media,Telecommunications","6.206E9",,,21000,"",,"","",,""
"Mirgor","Manufacturing","40.0",,,3000,"",,"","",,""
"Mitchells & Butlers","Pub","1065.0",,,39853,"",,"","",,""
"Patterson Companies","Dental instrument","3.237",,,7500,"",,"","",,""
"Microgen","Pharmaceutical industry","7.6E9",,,6000,"",,"","",,""
"Mikasa Sports","Sports equipment","6.5E9",,,139,"",,"","",,""
"Mizuho Bank","Financial services","1178840.0",,,30301,"",,"","",,""
"Mnemonic (company)","Computer security","515.0",,,241,"",,"","",,""
"Moe's Southwest Grill","Restaurant","9.01E8",,,13330,"",,"","",,""
"Peach Aviation","Airline","1.43E10",,,1733,"",,"","",,""
"Petco","Retail","4.92E9",,,27000,"",,"","",,""
"TCL Technology","Consumer electronics,Finance,Home appliance","1.07E10",,,35379,"",,"","",,""
"Taiyo Yuden","Electronics","2.112E9",,,18753,"",,"","",,""
"TTI Telecom","Operations support system,Software,Telecommunications","4.61E7",,,361,"",,"","",,""
"Tabcorp","Gambling","5.2E9",,,5000,"",,"","",,""
"Taisho Pharmaceutical","Pharmaceutical industry","2.8E11",,,6340,"",,"","",,""
"Perfetti Van Melle","Confectionery","2.65E9",,,17900,"",,"","",,""
"Pentax","Reprography","1.573E11",,,1661,"",,"","",,""
"Technicolor SA","Conglomerate (company),Creative industries","2.898E9",,,13289,"",,"","",,""
"Philkeram Johnson","Building material","1.4E7",,,227,"",,"","",,""
"Xella","Building material","1.5E9",,,7095,"",,"","",,""
"Takeda Pharmaceutical Company","Pharmaceutical industry","1770531.0",,,18378,"",,"","",,""
"Telekom Romania Mobile","Telecommunications industry","4.44E8",,,915,"",,"","",,""
"Keolis Nederland","Public transport","1.25E8",,,1750,"",,"","",,""
"Mongolian Mining Corporation","Coal mining","9.95E7",,,1897,"",,"","",,""
"Telefónica","Telecommunications","4.3076E10",,,113182,"",,"","",,""
"Telkom Kenya","Telecommunications","4.0E10",,,1400,"",,"","",,""
"Morinaga & Company","Food industry","2.05E11",,,3170,"",,"","",,""
"4INFO","Big data,Digital marketing,Software","2.1E7",,,45,"",,"","",,""
"ASM International","Semiconductor industry","1.283E9",,,2337,"",,"","",,""
"Murata Machinery","Machine industry","2.53E11",,,6950,"",,"","",,""
"Murphy Oil","Petroleum industry","1.751E9",,,675,"",,"","",,""
"AFFCO Holdings","Meat packing industry,Tanning (leather)","9.68E8",,,2800,"",,"","",,""
"A1 Bulgaria","Mobile phone","4.312E11",,,3751,"",,"","",,""
"Bogatyr Coal","Mining","3.0E8",,,20000,"",,"","",,""
"Moonbug Entertainment","Animation studio","3.96E7",,,309,"",,"","",,""
"MorphoSys","Biotechnology","3.277E8",,,615,"",,"","",,""
"Warby Parker","Retail","2.5E8",,,1400,"",,"","",,""
"We Buy Any Car","Automotive industry","1.1E9",,,700,"",,"","",,""
"Enagás","Energy industry","1.36E9",,,1439,"",,"","",,""
"Enea SA","Energy industry","4.41442578E8",,,288,"",,"","",,""
"Enea SA","Energy industry","4.41442578E8",,,14957,"",,"","",,""
"Waste Management (company)","Waste management","1.5218E10",,,42300,"",,"","",,""
"Wausau Paper","Pulp and paper industry","3.52E8",,,870,"",,"","",,""
"Emerson Knives","Manufacturing","1.0E7",,,20,"",,"","",,""
"WeWork","Commercial property","3.2E9",,,6000,"",,"","",,""
"WesBanco","Bank","2.86E8",,,1928,"",,"","",,""
"Westlake Chemical","Chemical substance,Petrochemical","8.635E9",,,8870,"",,"","",,""
"Empower Retirement","Financial services","60.6",,,245800,"",,"","",,""
"Watson Wyatt Worldwide","Management consulting","1.68E9",,,7700,"",,"","",,""
"Wavecom","Telecommunications","1.299E8",,,500,"",,"","",,""
"Welltower","Real estate investment trust","5.12E9",,,392,"",,"","",,""
"Weyerhaeuser","Real estate investment trust","7.53E9",,,9372,"",,"","",,""
"Endava","Technology","2.176E8",,,8127,"",,"","",,""
"Enphase Energy","High tech,Renewable energy,Solar energy","7.744E8",,,2000,"",,"","",,""
"Enzymotec","Food industry","5.039E7",,,124,"",,"","",,""
"Evergy","Electric utility","4.276E9",,,5000,"",,"","",,""
"Air Serbia","Airline","2.9073E8",,,1756,"",,"","",,""
"Air Seychelles","Airline","1.069E8",,,650,"",,"","",,""
"Envivio","Video editing software","5.06E7",,,500,"",,"","",,""
"Harleysville Group","Insurance","9.863E8",,,1713,"",,"","",,""
"Proton-Electrotex","Electronics industry","1.0E9",,,450,"",,"","",,""
"Airbus","Aerospace manufacturer,Arms industry","4.991E10",,,131349,"",,"","",,""
"Essex Property Trust","Real estate investment trust","1.495E9",,,1799,"",,"","",,""
"Aker Verdal","Shipyard","1016.0",,,700,"",,"","",,""
"Akij Group","Cement,Ceramics industry in Bangladesh,Jute trade,Pharmaceutical industry,Textile industry in Bangladesh","1.5E9",,,30000,"",,"","",,""
"Asiana Airlines","Airline","5552.0",,,10380,"",,"","",,""
"Associated British Foods","Food processing,Retail","1.3884E10",,,128000,"",,"","",,""
"Alicorp","Food","1.753E9",,,5000,"",,"","",,""
"Assertio Therapeutics","Pharmaceutical industry","5.72E7",,,116,"",,"","",,""
"AutoNation","Car dealership","2.04E10",,,21000,"",,"","",,""
"AlarmForce","Home security","5.614E7",,,240,"",,"","",,""
"Alko","Alcoholic drink","1174.0",,,2401,"",,"","",,""
"Asics","Sports equipment,Textile industry","3.8666E11",,,8823,"",,"","",,""
"Alibaba Group","Technology company","7.17289E11",,,251462,"",,"","",,""
"Asurion","Information technology","8.5E9",,,19000,"",,"","",,""
"Avision","Office automation","1.1E8",,,2000,"",,"","",,""
"Axfood","Retail","4.6E9",,,9903,"",,"","",,""
"BKW Energie","Electric power industry","2.81E9",,,10000,"",,"","",,""
"Dniproenergo","Electricity generation","4.8E8",,,10200,"",,"","",,""
"Dominion Energy","Electric utility","1.6572E10",,,21000,"",,"","",,""
"BAE Systems","Aerospace manufacturer,Arms industry,Information security","1.952E10",,,89600,"",,"","",,""
"BIW Technologies","Software","5.9",,,47,"",,"","",,""
"BMG Rights Management","Music industry","6.02E8",,,974,"",,"","",,""
"BKD, LLP","Professional services","7.5812E8",,,2970,"",,"","",,""
"Discovery Holding Company","Broadcasting","6497.0",,,3800,"",,"","",,""
"Proterra (bus manufacturer)","Automotive industry","1.97E8",,,433,"",,"","",,""
"Puget Sound Energy","Energy,Public utility","3.23E9",,,3140,"",,"","",,""
"QFC","Grocery store","1.0E9",,,5900,"",,"","",,""
"Druva","Backup,Cloud computing","1.002E8",,,800,"",,"","",,""
"Primark","Retail","7.79E9",,,78000,"",,"","",,""
"Publicis","Advertising agency,Public relations","1.0788E10",,,75588,"",,"","",,""
"Dover Corporation","Conglomerate (company)","7.1E9",,,23000,"",,"","",,""
"Dr. Oetker","Food processing","1.09E10",,,30787,"",,"","",,""
"Dunav osiguranje","Financial services","2.5622E8",,,3716,"",,"","",,""
"Protiviti","Professional services","1.26E9",,,5000,"",,"","",,""
"Putevi Srbije","Construction","2.8464E8",,,1881,"",,"","",,""
"Quikr","Classified advertising,E-commerce,Internet,Marketplace,Renting","1.5E9",,,5000,"",,"","",,""
"SAIPA","Automotive industry","7.1E9",,,48000,"",,"","",,""
"SMTC Corporation","Electronics","2.963E8",,,2300,"",,"","",,""
"Saft (company)","Electric battery","6.94E8",,,4000,"",,"","",,""
"Sainsbury's","Retail","2.9048E10",,,180000,"",,"","",,""
"Quattor (company)","Petrochemical","9.0E9",,,2000,"",,"","",,""
"Quiñenco","Holding company","2.0E10",,,69000,"",,"","",,""
"S&P Global","Financial services","8.297E9",,,22500,"",,"","",,""
"SDB bank","Bank","7.222E7",,,1504,"",,"","",,""
"Saffery Champness Chartered Accountants","Professional services","8.687E7",,,700,"",,"","",,""
"Quadient","Technology","1.14E9",,,5693,"",,"","",,""
"Salesforce","Cloud computing,Consultant,Enterprise software","2.125E10",,,56606,"",,"","",,""
"Savills","Real estate","1740.0",,,39000,"",,"","",,""
"SeAh Steel Holdings","Steel","9.845885045E9",,,733,"",,"","",,""
"Seiko Instruments","Electronics","51700.0",,,3234,"",,"","",,""
"Sarrell Dental & Eye Centers","Dentistry,Optometry","1.61E7",,,255,"",,"","",,""
"Save Mart Supermarkets","Retail","4.6E9",,,23000,"",,"","",,""
"Seabra Foods","Retail","5.3E7",,,2000,"",,"","",,""
"Secretlab","Furniture","3.5E8",,,200,"",,"","",,""
"Sensonor","Microelectromechanical systems","1.639E8",,,63,"",,"","",,""
"Serena Software","Application lifecycle management,Information technology management,Software","2.19E8",,,400,"",,"","",,""
"Sam Ash Music","Musical instrument","360.0",,,995,"",,"","",,""
"Santander Brasil","Financial services","2.8E10",,,50578,"",,"","",,""
"Santander UK","Financial services","5.42E9",,,25872,"",,"","",,""
"Sartorius AG","Laboratory,Medication","1.0",,,8125,"",,"","",,""
"Sealed Air","Conglomerate (company)","4.79E9",,,16500,"",,"","",,""
"Secora","Construction","1.5E8",,,97,"",,"","",,""
"Salmat","Digital marketing","4.528E8",,,4000,"",,"","",,""
"Savvis","Information technology","9.33E8",,,2440,"",,"","",,""
"Sennheiser","Audio equipment","7.567E8",,,2801,"",,"","",,""
"Saudi Telecom Company","Telecommunications","1.57E10",,,17000,"",,"","",,""
"Zimmer (automobile)","Automotive industry","2.5E7",,,175,"",,"","",,""
"Accesso","Amusement park,Culture,Entertainment,Leisure,Technology","1.187E8",,,518,"",,"","",,""
"Acerinox","Steel","4.5E9",,,7390,"",,"","",,""
"Acme Fresh Market","Grocery store","9500000.0",,,1485,"",,"","",,""
"Adaro Energy","Coal,Logistics,Power station,Water","3.457E9",,,23000,"",,"","",,""
"Studio Retail Group","Mail order,Retail","578.6",,,2700,"",,"","",,""
"Academy Sports + Outdoors","Retail","4.9E9",,,17000,"",,"","",,""
"Achronix","Semiconductor","100.0",,,200,"",,"","",,""
"Štark","Manufacturing","9.535E7",,,1041,"",,"","",,""
"SCOR SE","Financial services","1.63E10",,,3028,"",,"","",,""
"Institute for Research in Economics and Business Administration","Research","6.5E7",,,60,"",,"","",,""
"Winstar Communications","Telecommunications","4.456E8",,,3900,"",,"","",,""
"ATEN International","Technology company","4898.0",,,1631,"",,"","",,""
"AbbVie","Biopharmaceutical","5.6197E10",,,47000,"",,"","",,""
"Advance Publications","Mass media","2.4E9",,,12000,"",,"","",,""
"Aerolíneas Argentinas","Airline","1.33E9",,,10657,"",,"","",,""
"Agility Logistics","E-commerce,Facility management,Government contractor,Supply chain","5.4E9",,,16000,"",,"","",,""
"Ahmad Tea","Drink","3.196E7",,,78,"",,"","",,""
"Aichi Steel","Steel","2.1E9",,,4773,"",,"","",,""
"Aichi Steel","Steel","2.36E11",,,4773,"",,"","",,""
"Deluxe Corporation","Corporate services","1.8E9",,,6500,"",,"","",,""
"Dessau (engineering)","Engineering","7.5E8",,,4800,"",,"","",,""
"Deva Holding A.S.","Health care","250.0",,,2300,"",,"","",,""
"EDP Renováveis","Renewable energy","1.697E9",,,1388,"",,"","",,""
"EQT","Petroleum industry","3.058E9",,,624,"",,"","",,""
"ERM (consultancy)","Professional services","1054.0",,,5500,"",,"","",,""
"Diligent Corporation","Software as a service","4.5E8",,,1800,"",,"","",,""
"Electric Power Development Company","Electric power industry","706835.0",,,2366,"",,"","",,""
"Havanna (Argentine company)","Food industry","3140.0",,,70,"",,"","",,""
"Heidelberger Druckmaschinen","Engineering,Manufacturing","2.5E9",,,11511,"",,"","",,""
"Edinburgh Woollen Mill","Retail","8.87E7",,,3579,"",,"","",,""
"Edge Tech Corp","Computer memory","4.95E7",,,700,"",,"","",,""
"Edgewell Personal Care","Personal care","2.4E9",,,5900,"",,"","",,""
"Eesti Energia","Petroleum industry","8.8E8",,,5000,"",,"","",,""
"Hargreaves Lansdown","Financial services","6.31E8",,,1700,"",,"","",,""
"Elementis","Chemical substance","7.513E8",,,1600,"",,"","",,""
"Heineken N.V.","Drink industry","23.0",,,85000,"",,"","",,""
"BWT (company)","Water treatment","6.1004E8",,,3300,"",,"","",,""
"Lazard","Financial services","2.566E9",,,3106,"",,"","",,""
"StoneX Group Inc.","Financial services","5.414E10",,,3242,"",,"","",,""
"Lillehammer Olympiapark","Sports venue","5.6E7",,,50,"",,"","",,""
"Linde plc","Chemical industry","2.7243E10",,,74207,"",,"","",,""
"Subway (restaurant)","Restaurant","1.61E10",,,5000,"",,"","",,""
"TrønderEnergi","Electric utility","8.44E8",,,500,"",,"","",,""
"Tyler Technologies","Software","1.086E9",,,5368,"",,"","",,""
"UXC","Managed services,Outsourcing","6.85E8",,,3000,"",,"","",,""
"Summit Bancorp","Bank","1.266E9",,,8673,"",,"","",,""
"Synchrony Financial","Financial services","1.48E10",,,16500,"",,"","",,""
"Trustmark (bank)","Bank","1.89782E8",,,2797,"",,"","",,""
"UHY Hacker Young","Professional services","5.21E7",,,770,"",,"","",,""
"Sun Communities","Real estate investment trust","1.264E9",,,3146,"",,"","",,""
"Swiss Federal Railways","Rail transport","8.988E9",,,33119,"",,"","",,""
"Turku Repair Yard","Shipbuilding","1.88E7",,,58,"",,"","",,""
"Ubiquiti","Computer network,Energy","1.016E9",,,843,"",,"","",,""
"The Greenbrier Companies","Naval architecture,Rail transport","2.8E9",,,12155,"",,"","",,""
"Ervia","Public utility","506.0",,,1300,"",,"","",,""
"Manganese Bronze Holdings","Automotive industry","7.498E7",,,274,"",,"","",,""
"Old Dutch Foods","Snack","1.07E8",,,500,"",,"","",,""
"DelSolar","Photovoltaic system,Solar cell,Solar panel","241.0",,,810,"",,"","",,""
"Mansour Group","Conglomerate (company)","6.0E9",,,60000,"",,"","",,""
"Switch and Data","Internet","171525.0",,,339,"",,"","",,""
"Ultimate Software","Software as a service","9.401E8",,,5144,"",,"","",,""
"Gustav Gerster","Textile industry","4.0E7",,,450,"",,"","",,""
"Bonjour Holdings","Retail","1.79",,,850,"",,"","",,""
"Bouwfonds","Real estate","5.74E8",,,1487,"",,"","",,""
"Gafisa","Construction,Real estate","1.837E8",,,4500,"",,"","",,""
"Blue Bird Corporation","Bus manufacturing","9.32E8",,,2160,"",,"","",,""
"Brasfield & Gorrie","General contractor","3.8E9",,,2400,"",,"","",,""
"Galderma","Dermatology,Medication","2.8E9",,,4600,"",,"","",,""
"Genuit","Pipe (fluid conveyance)","3.986E8",,,3139,"",,"","",,""
"Bombardier Aviation","Aerospace manufacturer","7.5E9",,,24350,"",,"","",,""
"Galenika a.d.","Pharmaceutical industry","5.521E7",,,887,"",,"","",,""
"Boston Beer Company","Alcoholic drink","1.329",,,2128,"",,"","",,""
"Hesteel Serbia","Steel","8.8951E8",,,4908,"",,"","",,""
"Lotte Kolson","Snack","2.0E9",,,500,"",,"","",,""
"Louis Vuitton","Fashion","1.4E10",,,19000,"",,"","",,""
"Hill-Rom","Medical device","2.91E9",,,10000,"",,"","",,""
"Long Blockchain Corp","Blockchain","4434465.0",,,25,"",,"","",,""
"LoveSac","Furniture","1.6588E8",,,257,"",,"","",,""
"Luby's","Types of restaurants","3.2347E8",,,6133,"",,"","",,""
"Gerresheimer","Manufacturing","1392.0",,,9872,"",,"","",,""
"Get AS","Triple play (telecommunications)","1.806E9",,,650,"",,"","",,""
"Mynewsdesk","Public relations","1.0E8",,,160,"",,"","",,""
"Hesburger","Restaurant","3.25E8",,,6700,"",,"","",,""
"Logicalis","Information technology","8.4E8",,,3500,"",,"","",,""
"NB Power","Electric power distribution,Electric power transmission,Electricity generation","1635.0",,,2500,"",,"","",,""
"NRG Media","Entertainment","1.25E8",,,450,"",,"","",,""
"Naval Group","Arms industry,Engineering,Shipbuilding","3.712E9",,,15168,"",,"","",,""
"Phoenix Mecano","Power electronics","6.864E8",,,7500,"",,"","",,""
"NGP VAN","Fundraising,New media,Software as a service,Voter database,Web hosting service","28.9",,,190,"",,"","",,""
"Philip Morris International","Tobacco industry","7.6047E10",,,71000,"",,"","",,""
"National Bank of Greece","Financial services","2.522E9",,,9,"",,"","",,""
"NS Railinfratrust","Rail transport","1.26E9",,,2651,"",,"","",,""
"National Petrochemical Company","Chemical industry","2.04E10",,,37000,"",,"","",,""
"Politika a.d.","Newspaper,Radio broadcasting","6320000.0",,,245,"",,"","",,""
"Ranhill Utilities Berhad","Energy industry,Water supply network","628.2",,,3902,"",,"","",,""
"Raycom Media","Production company,Terrestrial television","2.4E9",,,8300,"",,"","",,""
"RTL Group","Mass media","6.651E9",,,16264,"",,"","",,""
"RaceTrac","Retail","9.1E9",,,7450,"",,"","",,""
"Popular, Inc.","Financial services","1.93E9",,,7828,"",,"","",,""
"RSM International","Professional services","7.26E9",,,51000,"",,"","",,""
"Rabobank","Financial services","1.202E10",,,41861,"",,"","",,""
"Plum Creek Timber","Real estate investment trust","1.48E9",,,1300,"",,"","",,""
"Ponsse","Heavy equipment","6.366E8",,,1800,"",,"","",,""
"RHI Magnesita","Refractory","2551.0",,,12000,"",,"","",,""
"Railways of the Federation of Bosnia and Herzegovina","Rail transport","6.036E7",,,3269,"",,"","",,""
"Ramsay Health Care","Healthcare industry","1.2396E10",,,80000,"",,"","",,""
"Polycom","Telecommunications","1.2E9",,,3451,"",,"","",,""
