"name","industry_label_list","revenue","netIncome","equity","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Illinois Tool Works","Manufacturing","14.1",,,45000,"",,"","",,""
"InterOil Exploration and Production","Petroleum industry","4.12E7",,,178,"",,"","",,""
"International Flavors & Fragrances","Research and development,Speciality chemicals","10641.0",,,13700,"",,"","",,""
"Indo-Zambia Bank Limited","Bank","8.08E7",,,300,"",,"","",,""
"Investrust Bank","Financial services","4.7395E7",,,456,"",,"","",,""
"Icos","Biotechnology","7.141E7",,,700,"",,"","",,""
"Iluka Resources","Mining","7.263E8",,,1100,"",,"","",,""
"Ionis Pharmaceuticals","Biotechnology","1.122E9",,,817,"",,"","",,""
"Targit (company)","Business intelligence,Software","2.1E7",,,75,"",,"","",,""
"Keyence","Electronics","4.958E9",,,6602,"",,"","",,""
"Mattel","Entertainment","4.58E9",,,32100,"",,"","",,""
"McAfee","Software","2.906E9",,,6900,"",,"","",,""
"Kemper Corporation","Insurance","5206.0",,,10000,"",,"","",,""
"Khim Prom","Chemical substance,Polyvinyl chloride","9.1E9",,,193,"",,"","",,""
"Medtronic","Medical device","3.0117E10",,,104950,"",,"","",,""
"Karl E. Brinkmann GmbH","Motion control","1.7E8",,,1200,"",,"","",,""
"Mercedes-Benz Group","Automotive industry","1.54309E11",,,288481,"",,"","",,""
"Metrovacesa","Property","1.627E9",,,1187,"",,"","",,""
"Micro-Star International","Computer hardware,Electronics","1.465E11",,,2672,"",,"","",,""
"Mindspeed Technologies","Electronics,Semiconductor","1.62E8",,,550,"",,"","",,""
"Mind CTI","Communications system,Customer service,Information technology,Software,Telecommunications billing","2.34E7",,,214,"",,"","",,""
"Metavante","Finance","1.707E9",,,5900,"",,"","",,""
"TOA Technologies","Enterprise software,Field service management","4.1E7",,,550,"",,"","",,""
"TTI, Inc.","Electronics","7.7E9",,,8000,"",,"","",,""
"Taiyo Yuden","Electronics","2.3072E11",,,18753,"",,"","",,""
"Pegasystems","Software","1.212E9",,,6133,"",,"","",,""
"Persimmon plc","Home construction","3328.0",,,5221,"",,"","",,""
"T-Mobile Netherlands","Wireless","1.4E9",,,1500,"",,"","",,""
"TF1 Group","Mass media","2.288E9",,,3135,"",,"","",,""
"TFI International","Transport","3484.0",,,16753,"",,"","",,""
"Taisei Corporation","Construction","1487253.0",,,13977,"",,"","",,""
"Taisho Pharmaceutical","Pharmaceutical industry","2.6E9",,,6340,"",,"","",,""
"T. Marzetti Company","Food processing","1222.0",,,2700,"",,"","",,""
"T. Rowe Price","Investment management","6.2E9",,,7678,"",,"","",,""
"Take-Two Interactive","Video game industry","3.372E9",,,6495,"",,"","",,""
"TelevisaUnivision","Entertainment,Mass media","2.714E9",,,4008,"",,"","",,""
"Swiss Center for Electronics and Microtechnology","Astrophysics,Automation,Energy,Food,Health care,Information and communications technology,List of life sciences,Photovoltaics,Security,Space,Transport,Watchmaker","8.9E7",,,525,"",,"","",,""
"Mitsubishi Electric Hydronics & IT Cooling Systems","Air conditioning,Central heating,Ventilation (architecture)","278.0",,,897,"",,"","",,""
"St. John (clothing)","Fashion","3.25E8",,,1300,"",,"","",,""
"Kyodo Television","Television show","1.8200007692E10",,,165,"",,"","",,""
"Tche Tche","Coffeehouse,Types of restaurants","1.5E8",,,750,"",,"","",,""
"James Irlam","Logistics","5.0E7",,,674,"",,"","",,""
"Takeda Pharmaceutical Company","Pharmaceutical industry","1770531.0",,,5350,"",,"","",,""
"Takeda Pharmaceutical Company","Pharmaceutical industry","1770531.0",,,49578,"",,"","",,""
"Semitan","Public transport","9.7112596E7",,,1535,"",,"","",,""
"Teijin","Chemical industry","7.8442E11",,,15756,"",,"","",,""
"Shikoku Railway Company","Private railway","3.135E10",,,2942,"",,"","",,""
"Viking Direct","Office supplies","2.4",,,1300,"",,"","",,""
"Telefónica Germany","Telecommunications","7.532E9",,,8500,"",,"","",,""
"Northumbrian Water","Water industry","8.216E8",,,3128,"",,"","",,""
"AK Steel Holding","Steel","6.818E9",,,9500,"",,"","",,""
"ANEK Lines","Freight transport,Transport","1.2445E8",,,2,"",,"","",,""
"Moog Inc.","Aerospace engineering,Automation,Military,Motion control","2.497",,,10976,"",,"","",,""
"Morinaga & Company","Food industry","1.9E9",,,3170,"",,"","",,""
"Movicel","Mobile telephony,Mobile web,Telephone","1.28E7",,,1500,"",,"","",,""
"ACCO Brands","Manufacturing","1.948E9",,,6620,"",,"","",,""
"Bolloré Africa Logistics","Transport","2.5E9",,,25000,"",,"","",,""
"Molina Healthcare","Health care","1.9423E10",,,10500,"",,"","",,""
"Multistrada Arah Sarana","Car","2.298E8",,,3225,"",,"","",,""
"ALMC hf","Bank","2.997E9",,,32,"",,"","",,""
"ASB Bank","Bank,Financial services,Investment","1.607E9",,,4907,"",,"","",,""
"Moody's Analytics","Financial services","3.6E9",,,10600,"",,"","",,""
"Munich Re","Financial services","5.49E10",,,39642,"",,"","",,""
"E4 Group","Engineering","1.5E9",,,18000,"",,"","",,""
"Energi 1","Electric utility","1.76E8",,,20,"",,"","",,""
"Energoinvest","Engineering","6.584E7",,,350,"",,"","",,""
"MyTravel Group","Hospitality,Tourism","2790.0",,,13000,"",,"","",,""
"Waste Connections","Waste management","4.92E9",,,16000,"",,"","",,""
"Whiting Petroleum Corporation","Petroleum industry","7.32E8",,,405,"",,"","",,""
"Elta Systems","Arms industry","2.27E8",,,4200,"",,"","",,""
"Encompass Health","Health care","4.605E9",,,43400,"",,"","",,""
"Wanda Group","Conglomerate (company)","2.57371E11",,,130000,"",,"","",,""
"Westamerica Bank","Bank,Financial services","2.137E8",,,1200,"",,"","",,""
"White Castle (restaurant)","Restaurant","7.206E8",,,10000,"",,"","",,""
"Empire Company","Conglomerate (company),Holding company","2.6588E10",,,127000,"",,"","",,""
"Westfield Group","Real estate investment trust","8.33E8",,,2000,"",,"","",,""
"Ethiopian Airlines","Airline","4.2E9",,,13942,"",,"","",,""
"Eversource Energy","Public utility","8.904E9",,,8084,"",,"","",,""
"Enterprise Holdings","Car rental","2.25E10",,,80000,"",,"","",,""
"Equity Bank (United States)","Commercial bank,Retail banking","2.0E8",,,880,"",,"","",,""
"Ethio telecom","Telecommunications","3.6E10",,,31131,"",,"","",,""
"EuroChem","Fertilizer","6.2E9",,,27000,"",,"","",,""
"Attica Group","Freight transport,Transport","2.904E8",,,1,"",,"","",,""
"Alembic Pharmaceuticals","Pharmaceutical industry","3.131E10",,,9000,"",,"","",,""
"Atresmedia","Mass media","1.0E9",,,2527,"",,"","",,""
"Atrium Health","Health care","9.9E9",,,70000,"",,"","",,""
"Austal","Arms industry,Shipbuilding","1.309E9",,,5500,"",,"","",,""
"Alenia Aermacchi","Aeronautics","3118.0",,,10483,"",,"","",,""
"Algar Telecom","Telecommunications","2.0",,,3700,"",,"","",,""
"Autobianchi","Automotive industry","1.7E9",,,4500,"",,"","",,""
"Autodesk","Software","3.79E9",,,10000,"",,"","",,""
"Axel Springer SE","Publishing","3.3E9",,,15023,"",,"","",,""
"Azenta","Semiconductor","8.79E8",,,2984,"",,"","",,""
"Avanade","Professional services,Quaternary sector of the economy","4.0",,,50000,"",,"","",,""
"BATM Advanced Communications","Communications system,Medical device","1.344E8",,,450,"",,"","",,""
"Autoliv","Automotive safety","7.45E9",,,68000,"",,"","",,""
"Azomureș","Fertilizer","4.2E8",,,1200,"",,"","",,""
"Distell Group Limited","Brewing,Drink industry","1.77E10",,,5300,"",,"","",,""
"Drakes Supermarkets","Retail","1.1E9",,,5800,"",,"","",,""
"Dutch Bros. Coffee","Drive-through,Retail","3.274E8",,,16500,"",,"","",,""
"PostNord","Mail","40156.0",,,28821,"",,"","",,""
"Dunelm Group","Furniture","1336.0",,,6897,"",,"","",,""
"Duratex","Engineered wood","1.2E9",,,10667,"",,"","",,""
"Prettl","Gesellschaft mit beschränkter Haftung","9.55E8",,,9500,"",,"","",,""
"Pride International","Offshore drilling","1.46E9",,,3900,"",,"","",,""
"DreamWorks Classics","Intellectual property","8.2E7",,,80,"",,"","",,""
"Putevi Užice","Construction","1.3968E8",,,768,"",,"","",,""
"Dowa Holdings","Non-ferrous metal","4.2E9",,,6400,"",,"","",,""
"Priszm","Restaurant","4.5E8",,,9000,"",,"","",,""
"SAS Institute","Software","3.1E9",,,13939,"",,"","",,""
"SGS S.A.","Quality (business)","6.4E9",,,96000,"",,"","",,""
"SL Industries","Electronics","203.33",,,1400,"",,"","",,""
"SOGIN","Energy industry","1.962E8",,,1158,"",,"","",,""
"SUMCO","Semiconductor","1.83E9",,,7277,"",,"","",,""
"Sacramento Municipal Utility District","Electricity","1.652E9",,,2278,"",,"","",,""
"Saipem","List of oilfield service companies","8.526E9",,,32000,"",,"","",,""
"SM Energy","Petroleum industry","1.126E9",,,503,"",,"","",,""
"SRAM Corporation","Cycling","9.74E8",,,3500,"",,"","",,""
"SIX Group","Financial services","1.938E9",,,2594,"",,"","",,""
"SOHOware Incorporated","Consumer electronics","1.25E7",,,10,"",,"","",,""
"STX Europe","Shipbuilding","31496.0",,,15500,"",,"","",,""
"Qualtrics","Experience management","7.23E8",,,4200,"",,"","",,""
"Quilter plc","Wealth management","4711.0",,,4000,"",,"","",,""
"SDF Group","Agricultural machinery","1146.0",,,4040,"",,"","",,""
"SYS Technologies","Information technology","4.58E7",,,475,"",,"","",,""
"Sargento","Cheesemaking,Food industry","1.3E9",,,1800,"",,"","",,""
"SaskPower","Electric utility","2725.0",,,3100,"",,"","",,""
"Schaeffler Group","Aerospace manufacturer,Automotive industry","1.33E10",,,83297,"",,"","",,""
"Schaeffler Group","Aerospace manufacturer,Automotive industry","1.42E10",,,83297,"",,"","",,""
"Schnitzer Steel","Steel","1.712E9",,,3032,"",,"","",,""
"Senate Properties","Real estate","6.77E8",,,277,"",,"","",,""
"Samsung Electro-Mechanics","Semiconductor","6944.0",,,34212,"",,"","",,""
"ScS","Retail","3.174E8",,,1829,"",,"","",,""
"Select Medical","Health care","5.2E9",,,47596,"",,"","",,""
"Samsung Life Insurance","Insurance","3.453E13",,,6266,"",,"","",,""
"Coppenrath & Wiese","Food","3.7E8",,,2200,"",,"","",,""
"Sangamo Therapeutics","Biotechnology","1.02E8",,,354,"",,"","",,""
"Seara Foods","Food processing","5.5",,,65000,"",,"","",,""
"Function Drinks","Drink","1.0E7",,,50,"",,"","",,""
"Laing O'Rourke","Civil engineering,Construction","2928.0",,,12796,"",,"","",,""
"Tower International","Automotive industry","2.0E9",,,7600,"",,"","",,""
"AU Optronics","Electronics","2.7096E11",,,38000,"",,"","",,""
"AWB Limited","Grain","5.5E9",,,2200,"",,"","",,""
"Focal-JMLab","Consumer electronics","1.1E8",,,230,"",,"","",,""
"Česká rafinérská","Refining","5.93E8",,,629,"",,"","",,""
"Short Brothers","Aerospace engineering","8.1E8",,,5330,"",,"","",,""
"AVTECH Corporation","Closed-circuit television","3.5E7",,,260,"",,"","",,""
"Infobip","Telecommunications","6.02E8",,,2100,"",,"","",,""
"Advanced Battery Technologies","Electric vehicle,Lithium polymer battery","1.0622E8",,,1176,"",,"","",,""
"Aeroméxico","Airline","1324.0",,,12970,"",,"","",,""
"Agrale","Agricultural machinery,Automotive industry","1.0E9",,,12300,"",,"","",,""
"Air Berlin","Airline","3.79E9",,,8481,"",,"","",,""
"Adtranz","Rail transport","3.9E9",,,22715,"",,"","",,""
"Aetna","Managed care","6.06E10",,,47950,"",,"","",,""
"Affiliated Computer Services","Information technology","6.52E9",,,74000,"",,"","",,""
"Affiliated Managers Group","Financial services","2.02E9",,,4400,"",,"","",,""
"Agnico Eagle Mines Limited","Mining","2.875E9",,,8400,"",,"","",,""
"Ahava","Cosmetics","1.5E8",,,200,"",,"","",,""
"Advanced Drainage Systems","Water industry","1.982E9",,,5000,"",,"","",,""
"Direction des Services de la navigation aérienne","Air traffic control","1.692E9",,,3850,"",,"","",,""
"EDF Renewables","Energy industry","1358000.0",,,3108,"",,"","",,""
"Devon Energy","Petroleum industry","4.828E9",,,1400,"",,"","",,""
"Diamondback Energy","Petroleum industry","2.813E9",,,732,"",,"","",,""
"Descente","Textile industry","1.1E9",,,1839,"",,"","",,""
"Ecobank","Financial services","2.11E9",,,19568,"",,"","",,""
"Digital Systems Resources","Military","1.2E8",,,450,"",,"","",,""
"Edison International","Public utility","1.26E10",,,12521,"",,"","",,""
"Efes Beverage Group","Drink","8.362E8",,,8000,"",,"","",,""
"Eidsiva Energi","Energy","3500.0",,,1000,"",,"","",,""
"Eletrobras","Electricity","1.14E10",,,25809,"",,"","",,""
"Edda Media","Mass media","2558.0",,,1801,"",,"","",,""
"Eddie Bauer","Retail","1.0E9",,,7000,"",,"","",,""
"Einhell","Tool","4.86E8",,,1400,"",,"","",,""
"Eisai (company)","Pharmaceutical industry","6.8E11",,,1864,"",,"","",,""
"Eizo","Information technology","6.961E8",,,2422,"",,"","",,""
"Haynes International","Metal","4.9E8",,,1179,"",,"","",,""
"Leidos","Arms industry,Engineering,Healthcare industry,National security","1.8569E10",,,42000,"",,"","",,""
"China Guodian Corporation","Electricity","2.7315E10",,,124056,"",,"","",,""
"Sturm, Ruger & Co.","Firearm","6.64E8",,,2120,"",,"","",,""
"Lemonade, Inc.","Insurance","9.4E7",,,990,"",,"","",,""
"Line Corporation","Internet,Telecommunications","166.4",,,2268,"",,"","",,""
"Helsinki Shipyard","Shipbuilding","4479000.0",,,419,"",,"","",,""
"Lexicon Pharmaceuticals","Medication","3.241E8",,,225,"",,"","",,""
"Stratasys","Digital printing","6.684E8",,,2469,"",,"","",,""
"Stäubli","Mechatronics","1.3E9",,,5500,"",,"","",,""
"Synaptics","Computer hardware,Software","1.339E9",,,1463,"",,"","",,""
"Triumph Motorcycles Ltd","Motorcycle","4.985E8",,,2000,"",,"","",,""
"TrustFord","Automotive industry","8.27E8",,,2958,"",,"","",,""
"Turkish Airlines","Airline","1.2855E10",,,37670,"",,"","",,""
"Tyro Payments","EFTPOS,Financial services","1.8977E8",,,450,"",,"","",,""
"Trivago","Hotel,Information technology,Marketing,Tourism","9.41E8",,,1320,"",,"","",,""
"Tronox","Chemical industry,Mining","2.7E9",,,7000,"",,"","",,""
"Trusteer","Internet security","1.4E8",,,420,"",,"","",,""
"U-Haul","Renting","4.54E9",,,19500,"",,"","",,""
"US Airways Group","Aviation","1.305E10",,,31467,"",,"","",,""
"Sumitomo Dainippon Pharma","Biotechnology","3.76E9",,,7009,"",,"","",,""
"Suzano Papel e Celulose","Pulp and Paper","8.1E9",,,37000,"",,"","",,""
"GEco Holdings","Consultant","1.0E7",,,10,"",,"","",,""
"Genesis HealthCare","Health care","5.7E9",,,68700,"",,"","",,""
"Klépierre","Property","1.32E9",,,1402,"",,"","",,""
"Saskatoon Co-op","Grocery store,Household hardware,Petroleum","3.13E8",,,1000,"",,"","",,""
"Pisiffik","Retail","9.25E8",,,650,"",,"","",,""
"Blue Air","Airline","4.58E8",,,1145,"",,"","",,""
"MLP SE","Financial services","4.805E8",,,1559,"",,"","",,""
"Malvern Panalytical","Instrumentation","4.482E8",,,2400,"",,"","",,""
"Nexans","Manufacturing,Technology","6.4E9",,,26000,"",,"","",,""
"Prva banka Crne Gore","Bank","18.0",,,200,"",,"","",,""
"Österreichische Postsparkasse","Financial services","56271.0",,,6,"",,"","",,""
"Blake's Lotaburger","Fast food restaurant","2.81E8",,,1600,"",,"","",,""
"Blue Bell Creameries","Ice cream","5.0E8",,,1000,"",,"","",,""
"ZF Wind Power Antwerpen","Wind power industry","7.5E8",,,3500,"",,"","",,""
"Servisair","Aviation","4.05",,,22000,"",,"","",,""
"Bloomin' Brands","Restaurant","4.213E9",,,93000,"",,"","",,""
"Geely","Automotive industry","92.1",,,80000,"",,"","",,""
"Galp Energia","Petroleum industry","1.5204E10",,,6389,"",,"","",,""
"Gap Inc.","Retail","1.38E10",,,117000,"",,"","",,""
"Gateway Casinos","Gambling","2.0E8",,,3000,"",,"","",,""
"General Shopping","Shopping mall","7.6E7",,,324,"",,"","",,""
"Blue Hills Bank","Bank","8.0E7",,,228,"",,"","",,""
"Bolsas y Mercados Españoles","Finance","3.262E8",,,700,"",,"","",,""
"Bradespar","Holding company","3.048E8",,,350,"",,"","",,""
"GameZnFlix","Renting","931000.0",,,1,"",,"","",,""
"Arnott's Biscuits","Biscuit,Snack","1.04E9",,,4300,"",,"","",,""
"Arteris","Electronic design automation,Semiconductor industry,Semiconductor intellectual property core","4.3E7",,,200,"",,"","",,""
"Lothian, Borders & Angus Co-operative Society","Filling station,Funeral director,Pharmacy,Post office,Retail","1.22E8",,,1234,"",,"","",,""
"Hokuetsu Corporation","Pulp and paper industry","2.5E9",,,4779,"",,"","",,""
"Bmp greengas","Renewable energy","3.0E8",,,50,"",,"","",,""
"Luxottica","Eyewear,Luxury goods,Wholesaling","9.493E9",,,80000,"",,"","",,""
"Máquina de Vendas","Retail","1.7E9",,,26370,"",,"","",,""
"Geox","Manufacturing,Textile","5.349E8",,,4458,"",,"","",,""
"Lürssen","Shipbuilding","1.83E9",,,1935,"",,"","",,""
"Heraeus","Technology","2.51E10",,,14883,"",,"","",,""
"Longines","Watchmaker","1.47E9",,,340,"",,"","",,""
"Loungers","Hospitality industry","7.835E7",,,4500,"",,"","",,""
"N1 (company)","Retail","3.377E10",,,532,"",,"","",,""
"Nachi-Fujikoshi","Electric machine,Hydraulic machinery,Materials science,Robotics","1.71E9",,,6072,"",,"","",,""
"National Grid plc","Public utility","1.4779E10",,,23683,"",,"","",,""
"Nectar d.o.o.","Drink","5.568E7",,,576,"",,"","",,""
"NTN Corporation","Manufacturing","6.03E9",,,24665,"",,"","",,""
"Nabtesco","Machine","2.7E9",,,7713,"",,"","",,""
"NCBA Bank Rwanda","Bank","1.363E9",,,35,"",,"","",,""
"NCBA Group Plc","Bank,Finance","5.8E7",,,2400,"",,"","",,""
"NTS ASA","Public transport","1.918E8",,,164,"",,"","",,""
"NatWest Group","Financial services","1.0512E10",,,59200,"",,"","",,""
"National Bank of Commerce (Tanzania)","Financial services","1.43E10",,,1200,"",,"","",,""
"Navigant Consulting","Professional services","743.6",,,5500,"",,"","",,""
"Nederlandse Spoorwegen","Rail transport","6661.0",,,36600,"",,"","",,""
"Nektar Therapeutics","Biopharmaceutical","1.13E9",,,718,"",,"","",,""
"Pilot Flying J","Convenience store,Petroleum,Restaurant,Truck stop","2.12E10",,,26000,"",,"","",,""
"Pimlico Plumbers","Central heating,Domestic roof construction,Electrical wiring,Plumbing","43.27",,,350,"",,"","",,""
"RCI Hospitality Holdings","Nightclub,Strip club","1.8106E8",,,2200,"",,"","",,""
"RWE","Electricity generation","1.3125E10",,,19792,"",,"","",,""
"Ralph Lauren Corporation","Fashion","6.182E9",,,18250,"",,"","",,""
"Ramboll","Consultant,Engineering","13613.0",,,16000,"",,"","",,""
"Randalls","Grocery store,Retail","1.12E8",,,16000,"",,"","",,""
"Raízen","Energy","2.0E10",,,35000,"",,"","",,""
"Plastic Omnium","Car","7.073E9",,,31000,"",,"","",,""
"Podium (company)","Software","1.0E8",,,820,"",,"","",,""
"RSA Insurance Group","Insurance","6546.0",,,13500,"",,"","",,""
"Raphaels Bank","Financial services","9.16E7",,,84,"",,"","",,""
"Rede Energia","Electricity","4.2E9",,,14100,"",,"","",,""
"Spyker Cars","Automotive industry","6100000.0",,,37,"",,"","",,""
"Redbana Corporation","Video game developer,Video game publisher","1.2E7",,,62,"",,"","",,""
"Speedy Hire","Equipment rental","3.947E8",,,4063,"",,"","",,""
"Sporveien T-banen","Transport","6.94E8",,,521,"",,"","",,""
"Sporveien Trikken","Transport","4.81E8",,,374,"",,"","",,""
"St. Louis Music","Musical instrument","3.95E7",,,75,"",,"","",,""
"Sparebanken Nord-Norge","Bank","1666.0",,,839,"",,"","",,""
"Sri Lanka Insurance","Financial services","2.425E8",,,2703,"",,"","",,""
