"name","industry_label_list","revenue","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Nipparts","Automotive industry",,6,"",,"","",,""
"Webhelp","Consultant,Customer experience,Outsourcing",,100000,"",,"","",,""
"Ozonia","Water treatment",,240,"",,"","",,""
"Gregg's (New Zealand)","Food industry",,300,"",,"","",,""
"Grieg Group","Maritime transport",,1710,"",,"","",,""
"Medavie Blue Cross","Health insurance,Life insurance",,2150,"",,"","",,""
"Macfarlane Group","Packaging and labeling",,900,"",,"","",,""
"Litéra","Information technology,Software",,100,"",,"","",,""
"MFA Incorporated","Agriculture",,1200,"",,"","",,""
"Wilife","Computer hardware,Research and development",,40,"",,"","",,""
"Nexans","Manufacturing,Technology",,26000,"",,"","",,""
"Blau Mobilfunk","Mobile network operator",,108,"",,"","",,""
"MLC Limited","Financial services",,5000,"",,"","",,""
"Valrhona","Confectionery",,500,"",,"","",,""
"Govan Shipbuilders","Shipbuilding",,6000,"",,"","",,""
"Neafie & Levy","Shipbuilding",,300,"",,"","",,""
"Nobiskrug","Shipbuilding",,300,"",,"","",,""
"Black Forest Games","Video game industry",,83,"",,"","",,""
"Blue Air","Airline",,1145,"",,"","",,""
"Ameriflight","Airline",,600,"",,"","",,""
"BlueScope","Steel",,14300,"",,"","",,""
"Blue Star (company)","Consumer electronics,Home appliance",,2800,"",,"","",,""
"Bolliger & Mabillard","Roller coaster",,37,"",,"","",,""
"Brantano Footwear","Retail",,2945,"",,"","",,""
"Bluebeam Software, Inc.","Software",,500,"",,"","",,""
"Bolloré","Transport",,79000,"",,"","",,""
"Boeing Canada","Aerospace manufacturer,Arms industry",,1600,"",,"","",,""
"American Science and Engineering","Instrumentation",,245,"",,"","",,""
"Bosch Solar Energy","Photovoltaics",,1517,"",,"","",,""
"Boehringer Ingelheim","Medication",,50000,"",,"","",,""
"Boston Market","Restaurant",,14000,"",,"","",,""
"BluShift Aerospace","Aerospace manufacturer",,12,"",,"","",,""
"American Pathology Partners","Healthcare industry",,280,"",,"","",,""
"Bloober Team","Video game industry",,100,"",,"","",,""
"Brasil Telecom","Telecommunications",,20451,"",,"","",,""
"General Motors","Automotive industry",,155000,"",,"","",,""
"Genes Reunited","Electronic publishing,Genealogy",,100,"",,"","",,""
"Gepa The Fair Trade Company","Fair trade",,160,"",,"","",,""
"Genesys (company)","Software",,5935,"",,"","",,""
"Gazprom Neft","Petroleum industry",,55900,"",,"","",,""
"Ancon","Building",,600,"",,"","",,""
"Gedeon Richter (company)","Biotechnology,Pharmaceutical industry",,12696,"",,"","",,""
"General Bank of Greece","Financial services",,1000,"",,"","",,""
"Gambaro Group","Hospitality",,51,"",,"","",,""
"Hines Interests Limited Partnership","Real estate",,4785,"",,"","",,""
"Henry Ford Health System","Health care",,31600,"",,"","",,""
"BlueCross BlueShield of South Carolina","Health insurance",,11000,"",,"","",,""
"Hollard Group","Insurance",,2350,"",,"","",,""
"Hoechst AG","Chemical industry,Pharmaceutical industry",,96967,"",,"","",,""
"Argenta (bank)","Financial services",,2490,"",,"","",,""
"Hmisho Trading Group","Sogo shosha",,500,"",,"","",,""
"Heraeus","Technology",,14883,"",,"","",,""
"Armand Nicolet","Watchmaker",,20,"",,"","",,""
"Lucky Motor Corporation","Automotive industry",,2000,"",,"","",,""
"Lowe's","Retail",,300000,"",,"","",,""
"Müller (German trade company)","Retail",,34000,"",,"","",,""
"Luby's","Types of restaurants",,6133,"",,"","",,""
"Luxottica","Eyewear,Luxury goods,Wholesaling",,80000,"",,"","",,""
"Lojas Renner","Department store",,22334,"",,"","",,""
"Lonrho","Conglomerate (company)",,3415,"",,"","",,""
"NEX Group","Financial services",,1941,"",,"","",,""
"NCBA Bank Rwanda","Bank",,35,"",,"","",,""
"Lyft","Vehicle for hire",,4369,"",,"","",,""
"Lorillard Tobacco Company","Tobacco",,3000,"",,"","",,""
"Lonza Group","Biotechnology,Chemical industry",,13856,"",,"","",,""
"Lubrizol","Chemical substance",,8300,"",,"","",,""
"NCS Group","Outsourcing",,9600,"",,"","",,""
"NDcube","Video game industry",,122,"",,"","",,""
"Lumen Technologies","Telecommunications",,42500,"",,"","",,""
"Longines","Watchmaker",,340,"",,"","",,""
"Nature Air","Airline",,100,"",,"","",,""
"Nachi-Fujikoshi","Electric machine,Hydraulic machinery,Materials science,Robotics",,6072,"",,"","",,""
"NZ Post","Mail",,4778,"",,"","",,""
"Nakheel Properties","Real estate",,1500,"",,"","",,""
"National Fertilizers","Agrochemical",,3333,"",,"","",,""
"Naftogaz","Petroleum industry",,68386,"",,"","",,""
"Namesco","Internet",,120,"",,"","",,""
"Natura & Co","Cosmetics",,35000,"",,"","",,""
"NTS ASA","Public transport",,164,"",,"","",,""
"NYSE Euronext","Financial services",,3061,"",,"","",,""
"Natixis","Financial services",,19580,"",,"","",,""
"NS Solutions","Information technology",,2817,"",,"","",,""
"Petrol Ofisi","List of oil exploration and production companies",,1020,"",,"","",,""
"Navya SAS","Self-driving car",,280,"",,"","",,""
"Pirch (company)","Retail",,300,"",,"","",,""
"Pink International Company","Mass media",,924,"",,"","",,""
"Petrol Group","Petroleum industry",,5275,"",,"","",,""
"Petrolex","Petroleum industry",,3000,"",,"","",,""
"Philippine Business Bank","Bank,Finance",,1511,"",,"","",,""
"Pictet Group","Financial services,Private banking",,1128,"",,"","",,""
"Petkim","Petrochemical",,2586,"",,"","",,""
"Philippine Broadcasting Service","State media",,524,"",,"","",,""
"Plain Vanilla Games","Video game industry",,36,"",,"","",,""
"RCI Hospitality Holdings","Nightclub,Strip club",,2200,"",,"","",,""
"Posco Energy","Electricity",,630,"",,"","",,""
"Plow & Hearth","Retail",,400,"",,"","",,""
"Radical Sportscars","Car",,140,"",,"","",,""
"PocketBook International","Consumer electronics,Digital distribution",,230,"",,"","",,""
"Rakuten Rewards","Cashback website",,760,"",,"","",,""
"Portland Communications","Communication",,213,"",,"","",,""
"PorchLight Entertainment","Animation",,10,"",,"","",,""
"Radio France","Public broadcasting",,4562,"",,"","",,""
"Pollo Tropical","Restaurant",,5600,"",,"","",,""
"Portillo's Restaurants","Restaurant",,4600,"",,"","",,""
"Pluralsight","Software as a service",,1766,"",,"","",,""
"Rautaruukki","Metalworking",,11820,"",,"","",,""
"Rapid Finance","Financial services",,254,"",,"","",,""
"Ranch Hand Truck Accessories","List of auto parts",,190,"",,"","",,""
"Raw Fury","Video game industry",,40,"",,"","",,""
"Randgold Resources","Mining",,11659,"",,"","",,""
"Spark Energy","Public utility",,400,"",,"","",,""
"Hornbach (retailer)","Retail",,22136,"",,"","",,""
"Recondo Technology","Software",,135,"",,"","",,""
"Sparrow Health System","Health care",,7600,"",,"","",,""
"Jolidon","Clothing",,2000,"",,"","",,""
"Spanx","Clothing",,750,"",,"","",,""
"Rede Partners","Financial services,Private placement agent",,70,"",,"","",,""
"Rede S.A.","Financial services",,2455,"",,"","",,""
"Redpoint Ventures","Venture capital",,37,"",,"","",,""
"Regency Centers","Real estate investment trust",,450,"",,"","",,""
"AbCellera","Biotechnology",,360,"",,"","",,""
"Spark Therapeutics","Biotechnology",,368,"",,"","",,""
"SpringCM","Cloud computing,Contract lifecycle management,Enterprise content management,Software",,51,"",,"","",,""
"Stella D'oro","Food industry",,575,"",,"","",,""
"Custom House (company)","Financial services,Foreign exchange market",,650,"",,"","",,""
"Cybex International","Physical fitness",,600,"",,"","",,""
"Statskog","Real estate",,161,"",,"","",,""
"Cushman & Wakefield","Real estate",,50000,"",,"","",,""
"St. Bernard Sports","Retail",,50,"",,"","",,""
"Sporveien","Transport",,3877,"",,"","",,""
"Square Eats","Logistics",,127,"",,"","",,""
"Stag Arms","Arms industry",,21,"",,"","",,""
"Standard Oil","Petroleum industry",,60000,"",,"","",,""
"Statista","Database",,753,"",,"","",,""
"Standard Chartered","Financial services",,85000,"",,"","",,""
"Standard Chartered Zimbabwe","Financial services",,582,"",,"","",,""
"Cyprus Popular Bank","Financial services",,9000,"",,"","",,""
"Standard Bank","Bank",,54767,"",,"","",,""
"Stepan Company","Chemical substance",,2096,"",,"","",,""
"Starbreeze Studios","Video game industry",,180,"",,"","",,""
"Stifel","Investment",,7100,"",,"","",,""
"Zavvi (retailer)","Entertainment",,3415,"",,"","",,""
"Yutaka Giken Co., Ltd.","Automotive industry",,963,"",,"","",,""
"ZAP (motor company)","Automotive industry,Electric vehicle",,35,"",,"","",,""
"Yoke's Fresh Market","Grocery store",,1054,"",,"","",,""
"Zambia Sugar","Agriculture",,6014,"",,"","",,""
"DeCODE genetics","Genetics",,190,"",,"","",,""
"Yura Corporation d.o.o.","Manufacturing",,6081,"",,"","",,""
"Yota","Consumer electronics,Digital distribution,Telecommunications",,1200,"",,"","",,""
"Zoran Corporation","Consumer electronics,Fabless manufacturing",,1411,"",,"","",,""
"Zettle","Financial technology",,485,"",,"","",,""
"Zaatar w Zeit","Restaurant",,1666,"",,"","",,""
"Yousician","Music education",,126,"",,"","",,""
"Zoo Corporation","Video game industry",,85,"",,"","",,""
"FreeLife","Multi-level marketing",,220,"",,"","",,""
"Zuhair Fayez Partnership","Architecture,Engineering",,3470,"",,"","",,""
"Ediciones Ekare","Children's literature,Publishing",,26,"",,"","",,""
"Nihon Bungeisha","Publishing",,73,"",,"","",,""
"Freei","Internet service provider",,365,"",,"","",,""
"Zscaler","Computer security,Internet security,Network security",,4000,"",,"","",,""
"Liberty Orchards","Wholesaling",,80,"",,"","",,""
"Eclipse Aviation","Aerospace",,850,"",,"","",,""
"EnduroSat","Aerospace engineering",,50,"",,"","",,""
"Arrow Electronics","Electronics",,19300,"",,"","",,""
"Araneta family","Hospitality,Investment,Leisure,Real estate,Restaurant",,12000,"",,"","",,""
"Are You Watching This?!","Sport",,1,"",,"","",,""
"UNISOC","Semiconductor",,5000,"",,"","",,""
"Ansys","Software",,4100,"",,"","",,""
"Apogee Electronics","Recording studio,Software",,35,"",,"","",,""
"Sandahlsbolagen","Construction,Recycling,Transport",,500,"",,"","",,""
"Apollo Hospitals","Health care",,62939,"",,"","",,""
"Ardent Leisure","Leisure",,3279,"",,"","",,""
"Armscor (South Africa)","Arms industry",,1467,"",,"","",,""
"Arsenal Factory","Arms industry",,1098,"",,"","",,""
"Armstrong Flooring","List of building materials",,3500,"",,"","",,""
"Apple Federal Credit Union","Financial services",,450,"",,"","",,""
"Arbejdernes Landsbank","Financial services",,1075,"",,"","",,""
"Arby's","Restaurant",,80000,"",,"","",,""
"AptarGroup","Drug delivery",,13000,"",,"","",,""
"Arc System Works","Video game industry",,171,"",,"","",,""
"ArenaNet","Video game industry",,400,"",,"","",,""
"Arthur D. Little","Management consulting",,1200,"",,"","",,""
"Flybmi","Airline",,376,"",,"","",,""
"Fisker Inc.","Automotive industry,Electric vehicle",,398,"",,"","",,""
"Ford Motor Company","Automotive industry",,186000,"",,"","",,""
"FilmDistrict","Film industry",,45,"",,"","",,""
"Fitbit","Consumer electronics",,1694,"",,"","",,""
"First Security Bank","Finance",,900,"",,"","",,""
"FirstMerit Corporation","Bank,Financial services,Investment",,4619,"",,"","",,""
"Fisher Investments","Financial services",,3500,"",,"","",,""
"Fitch Ratings","Financial services",,4500,"",,"","",,""
"Fisher Communications","Broadcasting,Radio,Television",,784,"",,"","",,""
"FoodFirst Global Restaurants","Restaurant",,5000,"",,"","",,""
"Flatiron School","Online service provider",,151,"",,"","",,""
"Firaxis Games","Video game industry",,180,"",,"","",,""
"3Roam","Telecommunications",,30,"",,"","",,""
"NewStore","Cloud computing,E-commerce,Mobile commerce,Retail,Software,Software as a service",,150,"",,"","",,""
"Bleichert","Aerial lift,Arms industry,Automotive industry",,3,"",,"","",,""
"Bleichert","Aerial lift,Arms industry,Automotive industry",,4,"",,"","",,""
"New England Coffee","Drink",,250,"",,"","",,""
"NextEra Energy","Electric power industry",,8900,"",,"","",,""
"NextEra Energy","Electric power industry",,14800,"",,"","",,""
"Nichia","Electronics",,8600,"",,"","",,""
"Nesodden–Bundefjord Dampskipsselskap","Transport",,50,"",,"","",,""
"New York Life Insurance Company","Annuity (American),Insurance",,11388,"",,"","",,""
"NewGin","Casino",,280,"",,"","",,""
"Bumiputra-Commerce Holdings","Financial services",,36209,"",,"","",,""
"Nexgo","Financial services",,1850,"",,"","",,""
"Netsmart Technologies","Health information technology,Mental health",,2100,"",,"","",,""
"Nest Seekers International","Residential area",,800,"",,"","",,""
"Nintendo Software Technology","Video game industry",,50,"",,"","",,""
"Nepal Telecom","Telecommunications",,5400,"",,"","",,""
"Noodles & Company","Fast casual restaurant",,7000,"",,"","",,""
"Nord-Trøndelag Elektrisitetsverk","Electric utility",,950,"",,"","",,""
"Noble Automotive","Car",,8,"",,"","",,""
"Nokia","Consumer electronics,Networking hardware,Telecommunications equipment",,98322,"",,"","",,""
"Nissan Chemical Corporation","Chemical industry",,2583,"",,"","",,""
"Unitech Group","Real estate",,400,"",,"","",,""
"Norsk Data","Computer hardware,Software",,4500,"",,"","",,""
"United Devices","Distributed computing,Grid computing,Software",,50,"",,"","",,""
"United Finance","Non-bank financial institution",,700,"",,"","",,""
"CareOne LLC","Health care",,15000,"",,"","",,""
"UnitedHealth Group","Insurance,Managed care",,300000,"",,"","",,""
"United Parcel Service","Courier",,481000,"",,"","",,""
"Umpqua Holdings Corporation","Financial services",,3774,"",,"","",,""
"Union Bancaire Privée","Financial services",,1904,"",,"","",,""
"Nordsee","Restaurant",,6000,"",,"","",,""
"United Spirits","Drink industry",,3382,"",,"","",,""
"Umicore","Metal,Mining",,10224,"",,"","",,""
"VDL Nedcar","Automotive industry",,4951,"",,"","",,""
"Ushio, Inc.","Electronics,Lighting",,5847,"",,"","",,""
"VMware Carbon Black","Endpoint security",,1000,"",,"","",,""
"VMware","Cloud computing,Software,Virtualization",,34000,"",,"","",,""
"Vacasa","Travel",,6500,"",,"","",,""
"VF Corporation","Clothing,Fashion accessory",,50000,"",,"","",,""
"Unity Bank plc","Financial services",,2072,"",,"","",,""
"VZ Holding","Financial services",,1036,"",,"","",,""
"Unitika","Chemical industry,Textile",,4534,"",,"","",,""
"Urban One","Broadcasting,Media (communication)",,1011,"",,"","",,""
"Valle's Steak House","Restaurant",,3600,"",,"","",,""
"VEREIT","Real estate investment trust",,160,"",,"","",,""
"VEON","Telecommunications",,66000,"",,"","",,""
"Vetco","List of oilfield service companies",,11000,"",,"","",,""
"Vanajan Autotehdas","Automotive industry",,400,"",,"","",,""
"Vestel","Major appliance",,15371,"",,"","",,""
"Vedanta Limited","Electric utility,Fossil fuel,Mining",,76752,"",,"","",,""
"Vasanth & Co","Retail",,2900,"",,"","",,""
"Ventas (company)","Health care,Real estate investment trust",,500,"",,"","",,""
"Vattenfall","Energy development",,19859,"",,"","",,""
"Hickory Farms","Food",,500,"",,"","",,""
"Veritas Technologies","Information management",,7000,"",,"","",,""
"Icebreaker (clothing)","Clothing",,400,"",,"","",,""
"Veidekke","Construction",,8577,"",,"","",,""
"Jalur Nugraha Ekakurir","Courier",,12000,"",,"","",,""
"Van der Moolen","Financial services",,440,"",,"","",,""
"Hume Bank","Bank",,140,"",,"","",,""
"Valve Corporation","Digital distribution,Video game industry",,360,"",,"","",,""
"Via News Agency","News agency",,33,"",,"","",,""
"Veterans United Home Loans","Mortgage loan",,3176,"",,"","",,""
"MTX Audio","Sound recording and reproduction",,750,"",,"","",,""
"Vanderlande","Logistics automation,Material handling",,7500,"",,"","",,""
"Van's Aircraft","Aerospace",,113,"",,"","",,""
"Veeam","Software industry",,4300,"",,"","",,""
"Irem","Video game industry",,200,"",,"","",,""
"Buddha Air","Airline",,1000,"",,"","",,""
"Brose Fahrzeugteile","Automotive industry",,26000,"",,"","",,""
"Bureau Veritas","Inspection,Product certification,Test method",,78000,"",,"","",,""
"Square D","Electrical device",,17102,"",,"","",,""
"Brunello Cucinelli (company)","Fashion",,1365,"",,"","",,""
"Bumi Laut Group","Freight transport,Logistics",,2000,"",,"","",,""
"Burlington (department store)","Retail",,40000,"",,"","",,""
"About Face Media","Mass media",,20,"",,"","",,""
"Buckeye Partners","Petroleum",,1870,"",,"","",,""
"Build.com","Online shopping",,600,"",,"","",,""
"British American Tobacco","Tobacco industry",,55000,"",,"","",,""
"Burmester Audiosysteme","Consumer electronics",,2017,"",,"","",,""
"AccessBank Liberia","Financial services",,413,"",,"","",,""
"Bunge Limited","Food processing",,32000,"",,"","",,""
"Brinker International","Restaurant",,62200,"",,"","",,""
"Bugbear Entertainment","Video game industry",,28,"",,"","",,""
"CDNetworks","Cloud computing security,Content delivery network",,400,"",,"","",,""
"C Level Design","Electronic design automation",,30,"",,"","",,""
"CEMIG","Electricity",,16300,"",,"","",,""
"CTEEP","Electricity",,1416,"",,"","",,""
"California Burrito Co.","Fast food",,70,"",,"","",,""
"Café de Coral","Foodservice",,19000,"",,"","",,""
"C. & J. Clark","Retail",,13000,"",,"","",,""
"ByHours","Hotel,Travel",,60,"",,"","",,""
"CPG Corporation","Building,Infrastructure",,1600,"",,"","",,""
"Butterball","Poultry",,5500,"",,"","",,""
"Buzzi Unicem","Building material",,10837,"",,"","",,""
"Cable One","Cable television,Internet,Voice over IP",,2751,"",,"","",,""
"CHG-Meridian","Financial services",,1100,"",,"","",,""
"Cairo Bank Uganda","Financial services",,146,"",,"","",,""
"CaixaBank","Financial services",,37440,"",,"","",,""
