"name","industry_label_list","revenue","numEmployees","locationCity_list","stockSymbol","tradedAs_list","ceo_name_list","foundingDate","founded_list"
"Shirin Asal Food Industrial Group","Food processing",,20000,"",,"","",,""
"Barker (advertising agency)","Advertising",,33,"",,"","",,""
"Shin-Keisei Electric Railway","Private railway",,460,"",,"","",,""
"Shepherd Neame Brewery","Alcoholic drink",,1865,"",,"","",,""
"Shmaltz Brewing Company","Alcoholic drink",,10,"",,"","",,""
"Pacific Express","Airline",,800,"",,"","",,""
"Permasteelisa","Construction,Design,Engineering",,4500,"",,"","",,""
"Weinberg Group","Biotechnology,Consultant,Food and Drug Administration,Medical device,Pharmaceutical industry",,50,"",,"","",,""
"ZhL","Food industry",,1600,"",,"","",,""
"Port City Java","Coffee,Restaurant,Retail,Tea",,125,"",,"","",,""
"Threewave Software","Software",,50,"",,"","",,""
"Norfolkline","Transport",,2200,"",,"","",,""
"SunCruz Casinos","Transport",,1000,"",,"","",,""
"Covanta","Renewable energy,Waste management",,4000,"",,"","",,""
"Thomson Reuters","Mass media",,24400,"",,"","",,""
"ThoughtSpot","Analytics,Business intelligence",,580,"",,"","",,""
"The Oriental Insurance Company","Insurance",,10488,"",,"","",,""
"Sime Darby","Conglomerate (company)",,20000,"",,"","",,""
"The Trump Organization","Conglomerate (company)",,22450,"",,"","",,""
"Rokel Commercial Bank","Financial services",,400,"",,"","",,""
"TiVo Corporation","Digital video recorder",,1700,"",,"","",,""
"Coupon Cabin","Coupon",,50,"",,"","",,""
"Tilted Kilt Pub & Eatery","Restaurant",,2500,"",,"","",,""
"SillaJen","Biopharmaceutical",,100,"",,"","",,""
"Notcutts","Retail",,1000,"",,"","",,""
"FNC Inc.","Property technology",,300,"",,"","",,""
"Adabank","Financial services",,65,"",,"","",,""
"Evocabank","Bank,Financial services",,338,"",,"","",,""
"Trifacta","Data wrangling",,500,"",,"","",,""
"Adam Aircraft Industries","Aerospace",,30,"",,"","",,""
"Acquire BPO","Call centre,Outsourcing",,8500,"",,"","",,""
"Expensify","Expense management",,130,"",,"","",,""
"FacilitySource","Facility management,Subsidiary",,595,"",,"","",,""
"Ferrari","Automotive industry",,4164,"",,"","",,""
"Fairwood (restaurant)","Foodservice",,5600,"",,"","",,""
"Fast Retailing","Retail",,52839,"",,"","",,""
"Faithlife Corporation","Software",,320,"",,"","",,""
"Farrow (customs brokerage)","Customs broker,International trade,Logistics",,500,"",,"","",,""
"Federated Hermes","Financial services",,1995,"",,"","",,""
"Fexco","Financial services",,2500,"",,"","",,""
"Fahlgren Mortine","Communication",,171,"",,"","",,""
"Ferrocarrils de la Generalitat de Catalunya","Rail transport",,1534,"",,"","",,""
"Failbetter Games","Video game industry",,12,"",,"","",,""
"Creos Luxembourg","Energy",,789,"",,"","",,""
"Market Basket (Louisiana and Texas)","Grocery store",,2201,"",,"","",,""
"Critical Path, Inc.","Software",,331,"",,"","",,""
"Cremalleras Rubi","Zipper",,120,"",,"","",,""
"Creative Group","Agriculture,Soybean meal",,3200,"",,"","",,""
"Deutsch Group","Aerospace,Arms industry,Earth Moving,Formula One,Offshore drilling",,3500,"",,"","",,""
"Matsuura Machinery","Machine",,400,"",,"","",,""
"Masten Space Systems","Aerospace,Arms industry",,84,"",,"","",,""
"Crowley's","Department store",,1300,"",,"","",,""
"Marico","Fast-moving consumer goods",,1631,"",,"","",,""
"Development Bank of Japan","Finance",,1064,"",,"","",,""
"Crèdit Andorrà","Bank,Financial services",,846,"",,"","",,""
"Marfrig","Food processing",,40200,"",,"","",,""
"Mars Canada","Confectionery",,39000,"",,"","",,""
"McMenamins","Craft brewery and microbrewery,Hospitality industry",,3528,"",,"","",,""
"Crispers (restaurant)","Restaurant",,710,"",,"","",,""
"Eurus Energy","Solar power,Wind power industry",,184,"",,"","",,""
"Fibertel","Telecommunications",,8400,"",,"","",,""
"Gallus Holding","Engineering,Manufacturing",,590,"",,"","",,""
"Frucor Suntory","Drink",,800,"",,"","",,""
"J.A. Woollam Co.","Nanotechnology,Photovoltaics,Research and development,Semiconductor",,50,"",,"","",,""
"Progress Energy Inc","Electric utility",,11000,"",,"","",,""
"FINCA International","Microfinance,Research,Social enterprise",,10000,"",,"","",,""
"Priceline (Australia)","Pharmaceutical industry,Retail",,900,"",,"","",,""
"Van de Velde N.V.","Manufacturing,Retail",,456,"",,"","",,""
"WE (clothing)","Retail",,3000,"",,"","",,""
"FINEOS","Software",,600,"",,"","",,""
"Ripple Labs","Software",,548,"",,"","",,""
"Gebrüder Weiss","Transport",,7100,"",,"","",,""
"RPS Group","Environmental consulting,Renewable energy,Upstream (petroleum industry)",,5500,"",,"","",,""
"Vernier Software & Technology","Educational software,Educational technology",,115,"",,"","",,""
"Ralph Appelbaum Associates","Architecture,Design",,150,"",,"","",,""
"Missouri Employers Mutual","Insurance",,300,"",,"","",,""
"Friul Intagli Industries S.p.A.","Manufacturing",,2500,"",,"","",,""
"Wertheim Piano","Musical instrument",,300,"",,"","",,""
"Moxie Software","Customer relationship management,Enterprise social software,Software as a service",,220,"",,"","",,""
"Wesleyan Assurance Society","Financial services",,1200,"",,"","",,""
"West Bromwich Building Society","Bank,Financial services",,753,"",,"","",,""
"Huon Aquaculture","Food processing",,700,"",,"","",,""
"Riverhead Networks","Computer network",,120,"",,"","",,""
"RPM Mortgage","Mortgage loan",,800,"",,"","",,""
"Rane Corporation","Sound recording and reproduction",,60,"",,"","",,""
"FabHotels","Hospitality",,450,"",,"","",,""
"Gaijin Entertainment","Video game industry",,150,"",,"","",,""
"Virtus Investment Partners","Asset management",,581,"",,"","",,""
"Wave Financial","Small business software",,302,"",,"","",,""
"Kiro'o Games","Game design,Publishing,Software,Video game programming",,16,"",,"","",,""
"Ulead Systems","Software",,287,"",,"","",,""
"Ipswitch, Inc.","Managed file transfer",,300,"",,"","",,""
"MARC USA","Advertising,Mass media",,250,"",,"","",,""
"Iobox","Mobile telephony",,200,"",,"","",,""
"MBDA Deutschland GmbH","Arms industry",,1300,"",,"","",,""
"Silca S.p.A.","Lock and key",,400,"",,"","",,""
"The Briad Group","Hospitality",,6489,"",,"","",,""
"Hyundai Mobis","Automotive industry",,7612,"",,"","",,""
"Hunt Construction Group","Construction management",,675,"",,"","",,""
"Affiliated Foods Southwest","Retail",,530,"",,"","",,""
"Home Bargains","Retail",,22000,"",,"","",,""
"Hugendubel","Retail",,1700,"",,"","",,""
"Hy-Vee","Retail",,88000,"",,"","",,""
"Advanced Rocket Research Center","Research and development",,45,"",,"","",,""
"Adonit","Input device",,180,"",,"","",,""
"Horace Mann Educators Corporation","Financial services,Insurance",,1400,"",,"","",,""
"Home Décor Products","Home improvement,Online shopping",,150,"",,"","",,""
"Kyiv Roshen Factory","Confectionery",,3000,"",,"","",,""
"Hypera Pharma","Medication",,7515,"",,"","",,""
"Hoss's Steak and Sea House","Restaurant",,2600,"",,"","",,""
"Milacron","Plastics industry",,5600,"",,"","",,""
"Kunos Simulazioni","Video game industry",,30,"",,"","",,""
"Hongdu","Military",,20000,"",,"","",,""
"Hollywoodbets","Online gambling",,5000,"",,"","",,""
"IGP (e-gifting retailer)","E-commerce",,300,"",,"","",,""
"IBAHN","Hospitality,Internet service provider",,400,"",,"","",,""
"MKS Instruments","Semiconductor",,5400,"",,"","",,""
"MKG Group","Hospitality,Hotel,Tourism",,110,"",,"","",,""
"MMTC Ltd","Trade",,778,"",,"","",,""
"Lite-Trac","Agricultural machinery,Agriculture",,5,"",,"","",,""
"I Measure U","Inertial measurement unit,Wearable technology",,15,"",,"","",,""
"MGSCOMM","Advertising,Public relations",,105,"",,"","",,""
"I&M Bank Rwanda","Financial services",,410,"",,"","",,""
"ICE - International Currency Exchange","Financial services",,3000,"",,"","",,""
"MTO (video game company)","Video game industry",,5,"",,"","",,""
"Mack Air","Airline",,110,"",,"","",,""
"Maarud","Snack",,201,"",,"","",,""
"British Shipbuilders","Marine engineering,Naval architecture,Shipbuilding",,87000,"",,"","",,""
"Malaysia Marine and Heavy Engineering","Marine engineering,Prefabrication,Shipbuilding",,4000,"",,"","",,""
"CAST (company)","Software",,380,"",,"","",,""
"Magnetar Capital","Hedge fund",,260,"",,"","",,""
"Mara Group","Conglomerate (company)",,11000,"",,"","",,""
"Macquarie Group","Financial services",,17209,"",,"","",,""
"Mallinckrodt","Medication",,3400,"",,"","",,""
"Macron (sportswear)","Textile industry",,320,"",,"","",,""
"Mafell","Power tool",,280,"",,"","",,""
"BuyAutoParts.com","List of auto parts",,118,"",,"","",,""
"Madfinger Games","Video game industry",,100,"",,"","",,""
"Magellan Financial Group","Investment management",,133,"",,"","",,""
"Management Consulting Group","Management consulting",,200,"",,"","",,""
"Noweco","Secondary sector of the economy",,10,"",,"","",,""
"Nuclearelectrica","Electricity",,2200,"",,"","",,""
"Novotrans","Freight transport",,3500,"",,"","",,""
"Nuro","Robotics",,800,"",,"","",,""
"Nucleus Software Exports","IT service management",,1665,"",,"","",,""
"Nycomed","Medication",,12400,"",,"","",,""
"Norwegian State Railways (1883–1996)","Rail transport",,12000,"",,"","",,""
"Nova Performance Paragliders","Aerospace",,110,"",,"","",,""
"Numericable","Telecommunications",,2182,"",,"","",,""
"Opal Property Group","Property",,550,"",,"","",,""
"OAO TMK","Steel",,45000,"",,"","",,""
"Odyssey Software (mobile device management)","Mobile device management",,40,"",,"","",,""
"Odisha Power Generation Corporation","Electric utility",,900,"",,"","",,""
"OGK-1","Electricity generation",,5800,"",,"","",,""
"Ontario Power Authority","Electricity generation",,200,"",,"","",,""
"Oberthur Technologies","Electronics",,14000,"",,"","",,""
"Chelmsford Star Co-operative Society","Retail",,884,"",,"","",,""
"Onto Innovation","Semiconductor",,1260,"",,"","",,""
"OneSpan","Computer security,Software",,613,"",,"","",,""
"Odinsa","Infrastructure",,1275,"",,"","",,""
"OMV","Natural gas,Petroleum",,25291,"",,"","",,""
"Oil India","Petroleum industry",,7097,"",,"","",,""
"Onfido","Identity verification service",,650,"",,"","",,""
"OakNorth Bank","Bank",,96,"",,"","",,""
"OmniBSIC Bank","Bank",,614,"",,"","",,""
"OHB SE","Aerospace,Technology",,2933,"",,"","",,""
"Omni (company)","Renting",,57,"",,"","",,""
"Okta (company)","Software industry",,2379,"",,"","",,""
"OSI Group","Meat packing industry",,20000,"",,"","",,""
"Rex Airlines","Airline",,1089,"",,"","",,""
"Rocksource","List of oil exploration and production companies",,40,"",,"","",,""
"Roark Capital Group","Private equity",,97,"",,"","",,""
"Clarecraft","Figurine",,29,"",,"","",,""
"Riverford","Retail",,650,"",,"","",,""
"Rocket Software","Software",,1400,"",,"","",,""
"Riceland Foods","Agriculture",,1500,"",,"","",,""
"Repsol","Petroleum industry",,24134,"",,"","",,""
"Rocky Brands","Clothing,Footwear",,1600,"",,"","",,""
"Rocket Lawyer","Internet,Legal technology",,250,"",,"","",,""
"Reverb.com","Musical instrument",,135,"",,"","",,""
"Clugston Group","Construction",,629,"",,"","",,""
"Ridgewood Savings Bank","Financial services",,686,"",,"","",,""
"Roadchef","Hospitality",,3000,"",,"","",,""
"Rockstar New England","Video game industry",,100,"",,"","",,""
"Roamler","Information technology",,50,"",,"","",,""
"SkyWork Airlines","Airline",,180,"",,"","",,""
"Solaris Bus & Coach","Automotive industry",,2300,"",,"","",,""
"Sola Digital Arts","Anime,Film,Original net animation,Video game",,80,"",,"","",,""
"Simpay (company)","Financial services,Payroll,Point of sale",,65,"",,"","",,""
"CodeGear","Software",,200,"",,"","",,""
"Sirius XM","Radio broadcasting","7.794E9",4534,"Kota New York,New York,New York (stad),New York City,Nova Iorque,Nova York,Novjorko,Nowy Jork,Nua-Eabhrac (cathair),Nueva York,Νέα Υόρκη,Нью-Йорк,نيويورك,ニューヨーク,纽约,뉴욕","SIRI",",NASDAQ-100 component,NASDAQ:SIRI","Greg Maffei,Scott Greenstein,Грег Маффей,غريغ مافيي",2008-07-29,"2008-07-29"
"Software AG","Software",,4948,"",,"","",,""
"Snam","Petroleum industry",,3025,"",,"","",,""
"Colayer","Web 2.0",,40,"",,"","",,""
"Softlogic Holdings","Conglomerate (company)",,3723,"",,"","",,""
"Sojitz","Conglomerate (company)",,14330,"",,"","",,""
"SolarWorld","Photovoltaics",,3034,"",,"","",,""
"Simple (bank)","Financial services",,300,"",,"","",,""
"Sina Bank","Financial services",,1998,"",,"","",,""
"Solactive","Financial services",,210,"",,"","",,""
"Sol Paragliders","Aerospace",,50,"",,"","",,""
"Soltam Systems","Military",,350,"",,"","",,""
"Sony Entertainment","Film,Music,Television",,18000,"",,"","",,""
"South African Express","Airline",,800,"",,"","",,""
"Sony Music","Entertainment,Music industry",,8500,"",,"","",,""
"Sonic Automotive","Automotive industry",,9750,"",,"","",,""
"Sommerhuber","Ceramic",,120,"",,"","",,""
"South Jersey Industries","Public utility",,650,"",,"","",,""
"Sotheby's","Fine art",,1713,"",,"","",,""
"SoulCycle","Physical fitness",,1500,"",,"","",,""
"Heinen's Fine Foods","Grocery store",,3500,"",,"","",,""
"Health Management Resources","Weight loss,Weight management",,130,"",,"","",,""
"Group 1 Automotive","Car dealership",,14200,"",,"","",,""
"Sonos","Consumer electronics",,1450,"",,"","",,""
"Groundfloor (company)","Equity crowdfunding",,50,"",,"","",,""
"SouthTrust","Financial services",,12400,"",,"","",,""
"SpaceWorks Enterprises","Aerospace",,60,"",,"","",,""
"Sora Ltd.","Video game industry",,2,"",,"","",,""
"Southern Copper Corporation","Mining",,12000,"",,"","",,""
"HTK Ltd","Telecommunications",,40,"",,"","",,""
"South West Water","Water industry",,1200,"",,"","",,""
"Sony Pictures Worldwide Acquisitions","Outline of entertainment",,30,"",,"","",,""
"Ferde","Toll roads in Norway",,72,"",,"","",,""
"Oscar Downstream","Energy,Oil",,453,"",,"","",,""
"SVOX","Natural language processing,Speech processing",,90,"",,"","",,""
"BiblioQuest","Retail",,12,"",,"","",,""
"Bial","Health care,Pharmaceutical industry",,924,"",,"","",,""
"HS Timber Group","Manufacturing,Wood",,4,"",,"","",,""
"Sonalika Group","Car",,5000,"",,"","",,""
"Bidtopia","Tertiary sector of the economy",,160,"",,"","",,""
"Align Aerospace","Aerospace,Distribution (marketing)",,350,"",,"","",,""
"Orexo","Pharmaceutical industry",,108,"",,"","",,""
"Zhejiang Tailong Commercial Bank","Finance",,8404,"",,"","",,""
"Optima bank","Financial services",,348,"",,"","",,""
"I-Jet Media","PC game,Social-network game",,100,"",,"","",,""
"Bidvest Protea Coin","Security company",,25000,"",,"","",,""
"Ottakar's","Bookselling",,2243,"",,"","",,""
"Padma Oil Company","List of oil exploration and production companies",,1172,"",,"","",,""
"PK Carsport","Automotive industry",,3,"",,"","",,""
"Ovako","Steel",,3040,"",,"","",,""
"Otis Worldwide","Transport",,69000,"",,"","",,""
"PacifiCare Health Systems","Health insurance",,7500,"",,"","",,""
"Otter Media","Mass media",,1400,"",,"","",,""
"PDVSA","Petroleum industry",,70000,"",,"","",,""
"Outbrain","Internet",,850,"",,"","",,""
"Orix","Financial services",,35912,"",,"","",,""
"Osem (company)","Food processing",,4707,"",,"","",,""
"PKP Cargo","Rail transport",,23253,"",,"","",,""
"PAG (investment firm)","Investment management",,200,"",,"","",,""
"PAETEC Holding Corp.","Telecommunications",,4639,"",,"","",,""
"Vistara","Airline",,900,"",,"","",,""
"Volkswagen Chattanooga Assembly Plant","Automotive industry",,3800,"",,"","",,""
"Volkswagen Group","Automotive industry",,307342,"",,"","",,""
"Villeroy & Boch","Ceramic",,7107,"",,"","",,""
"Voestalpine","Capital good,Steel",,48654,"",,"","",,""
"Viskase","Foodservice",,2100,"",,"","",,""
"ViroPharma","Biotechnology,Health care,Pharmaceutical industry",,232,"",,"","",,""
"Viohalco","Manufacturing,Metal",,9,"",,"","",,""
"Volksbank Neckartal","Cooperative banking",,360,"",,"","",,""
"Vinamilk","Dairy",,6000,"",,"","",,""
"Village Financial Services","Financial services",,1473,"",,"","",,""
"Victoria Group","Holding company",,997,"",,"","",,""
"Votorantim Novos Negócios","Private equity",,25700,"",,"","",,""
"F.E. Baker Ltd","Motorcycle",,800,"",,"","",,""
"Vonovia","Real estate",,10345,"",,"","",,""
"Vulcan Materials Company","List of building materials",,8373,"",,"","",,""
"Vympel Shipyard","Shipbuilding",,1500,"",,"","",,""
"Vonage","Cloud communications",,2400,"",,"","",,""
"Swanson Industries","Construction,Engineering,Fluid power,Hydraulics,Mining,Remanufacturing,Steel",,500,"",,"","",,""
"Global Brands Group","Consumer",,2000,"",,"","",,""
"Agglo","Game,Toy",,26,"",,"","",,""
"Astro Studios","Graphic design,Industrial design,Interaction design",,30,"",,"","",,""
"MK One","Fashion",,800,"",,"","",,""
"Razor Creative","Advertising,Brand management,Marketing",,6,"",,"","",,""
"Prosernat","Natural gas,Oil",,140,"",,"","",,""
"Associated Grocers","Food,General line of merchandise",,780,"",,"","",,""
"Aleo Solar","Renewable energy",,320,"",,"","",,""
"Personal Capital","Finance",,1193,"",,"","",,""
"Ahlibank","Financial services",,405,"",,"","",,""
"Applied Predictive Technologies","Software as a service",,600,"",,"","",,""
"Rocco Forte Hotels","Hospitality",,2500,"",,"","",,""
"OpenDataSoft","Big data",,50,"",,"","",,""
"Atento","Outsourcing",,154000,"",,"","",,""
"Ghost Story Games","Video game industry",,33,"",,"","",,""
"NanoString Technologies","Biotechnology",,270,"",,"","",,""
"Ginkgo Bioworks","Biotechnology",,600,"",,"","",,""
"Pilbara Iron","Mining",,3850,"",,"","",,""
"Gibtelecom","Telecommunications",,141,"",,"","",,""
"Golder Associates","Engineering",,7000,"",,"","",,""
"Grupo Positivo","Education,IT service management,Publishing",,10000,"",,"","",,""
"Grieg Seafood","Seafood",,410,"",,"","",,""
"Godrej & Boyce","Aerospace,Furniture,Green infrastructure,Home appliance,IT service management",,12000,"",,"","",,""
"Golden Ocean Group","Freight transport",,214,"",,"","",,""
"Gopuff","Retail",,10000,"",,"","",,""
"Goodbaby International","Final good",,12318,"",,"","",,""
"Great Southern Group","Investment fund",,430,"",,"","",,""
"Grupo RPP","Mass media",,1070,"",,"","",,""
"Great Lakes Paper","Pulp and paper industry",,4000,"",,"","",,""
"Glock Ges.m.b.H.","Arms industry",,1325,"",,"","",,""
"Group 42 (Emirati company)","Artificial intelligence,Cloud computing",,251,"",,"","",,""
"Gothaer Group","Insurance",,5910,"",,"","",,""
"Great-West Lifeco","Financial services,Insurance",,24500,"",,"","",,""
"Goldman Sachs","Financial services",,40500,"",,"","",,""
"Groupe Caisse d'Épargne","Financial services",,52000,"",,"","",,""
"Goodman Group","Commercial property",,1000,"",,"","",,""
"Golden Corral","Restaurant",,9000,"",,"","",,""
"Grand Central Bakery","Bakery",,225,"",,"","",,""
"Grove Street Games","Video game industry",,5,"",,"","",,""
"Audient","Mixing console",,15,"",,"","",,""
"Auriga (company)","IT service management,Information technology consulting,Software development",,600,"",,"","",,""
"HMS Group","Manufacturing,Mechanical engineering",,15018,"",,"","",,""
"HDIL","Construction",,1142,"",,"","",,""
"HSBC Bank (China)","Financial services",,5500,"",,"","",,""
"Grünenthal","Medication",,4700,"",,"","",,""
"HCentive","Software development",,500,"",,"","",,""
"Aviance UK","Aviation",,21500,"",,"","",,""
"Avo Photonics","Photonics",,105,"",,"","",,""
"Gruppo TIM","Telecommunications",,51917,"",,"","",,""
"Icelandair","Airline",,2621,"",,"","",,""
"Inchcape plc","Automotive industry",,15000,"",,"","",,""
"Indra Sistemas","Consultant,Information technology,Outsourcing",,48659,"",,"","",,""
"Indonesia Port Corporations","Container port,Transport",,11132,"",,"","",,""
"Imagineer (Japanese company)","Content industry",,128,"",,"","",,""
"BAE Systems Maritime – Naval Ships","Arms industry,Naval architecture,Shipbuilding",,7000,"",,"","",,""
"B-Reel","Advertising,Design,Film,Interactivity",,150,"",,"","",,""
"Informatica","Software",,5249,"",,"","",,""
"Indofood","Food",,70000,"",,"","",,""
"Infibeam","Internet",,1300,"",,"","",,""
"Ikarbus","Manufacturing",,50,"",,"","",,""
"Icahn Enterprises","Conglomerate (company)",,2159,"",,"","",,""
"InFocus","Collaboration",,220,"",,"","",,""
"IndieGala","Digital distribution,Video game industry",,20,"",,"","",,""
"Ineos","Chemical industry",,26000,"",,"","",,""
"Imagine Software","Video game industry",,80,"",,"","",,""
"Industrias Aeronáuticas y Mecánicas del Estado","Metallurgy",,3000,"",,"","",,""
"Industry of Machinery and Tractors","Agribusiness",,4,"",,"","",,""
"InCreo Interactive Creations AS","Information technology",,35,"",,"","",,""
"Indix","Product intelligence",,70,"",,"","",,""
"International Centre for Automotive Technology","Automotive industry,Research",,490,"",,"","",,""
"Iran Khodro","Automotive industry",,54000,"",,"","",,""
"Institut National d'Optique","Aerospace,Astronomy,Biomedicine,Electronics,Information technology,Manufacturing,Military,Natural Resources,Natural environment,Optics,Photonics,Telecommunications,Transport",,200,"",,"","",,""
"Innofactor","Software",,544,"",,"","",,""
"Iress","Software",,2250,"",,"","",,""
"Integrated Electrical Services","Construction",,5389,"",,"","",,""
"Intergroup Financial Services","Finance",,4737,"",,"","",,""
"Intesa Sanpaolo","Financial services",,96892,"",,"","",,""
"Slovalco","Aluminium",,490,"",,"","",,""
"Tobu Top Tours","Travel agency",,46,"",,"","",,""
"Insitu","Unmanned aerial vehicle",,1052,"",,"","",,""
"Irkut Corporation","Aerospace,Military",,14000,"",,"","",,""
"International Launch Services","Aerospace engineering,Military",,60,"",,"","",,""
"International Hat Company","Hatmaking",,1500,"",,"","",,""
"Insinger de Beaufort","Private banking",,230,"",,"","",,""
"King Art Games","Video game industry",,75,"",,"","",,""
"Vinaphone","Mobile phone",,15000,"",,"","",,""
"Keumyoung Group","Entertainment,Karaoke,Music",,30,"",,"","",,""
"Mattel","Entertainment",,32100,"",,"","",,""
"Matthew Clark","Alcohol (drug)",,1300,"",,"","",,""
"Maaden Gold","Gold",,800,"",,"","",,""
"Kate Spade & Company","Fashion",,6800,"",,"","",,""
"Kasha Paris","Interior design,Real estate",,5,"",,"","",,""
"Max Healthcare","Health care",,3783,"",,"","",,""
"Maxi (Canadian supermarket)","Hypermarket,Supermarket",,7000,"",,"","",,""
"Khulna Shipyard","Arms industry,Shipbuilding",,10,"",,"","",,""
"Khulna Shipyard","Arms industry,Shipbuilding",,1359,"",,"","",,""
"Kering","Luxury goods",,38000,"",,"","",,""
"Scott Fetzer Company","Manufacturing",,2159,"",,"","",,""
"Max Group","Conglomerate (company)",,27000,"",,"","",,""
"Kao Corporation","Cosmetics,Personal care",,33409,"",,"","",,""
"Karnataka Bank","Financial services",,8466,"",,"","",,""
"Kanchrapara Railway Workshop","Rail transport",,7503,"",,"","",,""
"Max Design","Video game industry",,13,"",,"","",,""
"Maximum Games","Video game industry",,60,"",,"","",,""
"BioImage","Biotechnology",,42,"",,"","",,""
"Kapstone","Pulp and Paper",,6400,"",,"","",,""
"Medlife","E-commerce,Health care,Information technology,Retail",,5000,"",,"","",,""
"Medialink","Entertainment,Retail",,99,"",,"","",,""
"McLaren Group","Automotive industry",,4159,"",,"","",,""
"Medpace","Contract research organization",,2800,"",,"","",,""
"Maximus Inc.","Corporate services,Government contractor,Health care",,34300,"",,"","",,""
"Meidensha","Electrical device",,9599,"",,"","",,""
"Mayo Clinic","Health care",,63000,"",,"","",,""
"McGuff Companies","Health care",,62,"",,"","",,""
"Meadville Medical Center","Health care",,1450,"",,"","",,""
"Medibank","Insurance",,4000,"",,"","",,""
"Maxwell Technologies","Energy storage",,492,"",,"","",,""
"Medochemie","Pharmaceutical industry",,1250,"",,"","",,""
"Medco Health Solutions","Pharmacy benefit management",,24000,"",,"","",,""
"Mazars","Professional services",,42000,"",,"","",,""
"Medici Bank","Bank,Financial services",,40,"",,"","",,""
"McKesson Europe","Medication",,36917,"",,"","",,""
"Mega Cat Studios","Video game industry",,24,"",,"","",,""
"Medivir","Biotechnology",,15,"",,"","",,""
"McChrystal Group","Management consulting",,150,"",,"","",,""
"Mercedes-AMG","Automotive industry",,2900,"",,"","",,""
"Mercedes-Benz Group","Automotive industry",,288481,"",,"","",,""
"Metals and Engineering Corporation","Arms industry,Automotive industry,Aviation,Machine industry",,12400,"",,"","",,""
"Merix Corporation","Electronics",,2950,"",,"","",,""
"Mercadona","Retail",,85800,"",,"","",,""
"Millennium Management, LLC","Hedge fund",,2800,"",,"","",,""
"Millicom","Mass media,Telecommunications",,21000,"",,"","",,""
"MicroStrategy","Business intelligence",,1997,"",,"","",,""
"Merrill Lynch & Co.","Financial services",,15100,"",,"","",,""
"Micros Systems","Computer hardware,Hospitality",,4953,"",,"","",,""
"Meyer Werft","Shipbuilding",,3300,"",,"","",,""
"Metronom Eisenbahngesellschaft","Rail transport",,320,"",,"","",,""
"Pathé","Entertainment",,4210,"",,"","",,""
"Peiker Acustic","Automotive industry",,825,"",,"","",,""
"Partners Group","Consumer debt,Infrastructure,Private equity,Real estate",,1500,"",,"","",,""
"Pell Frischmann","Consultant",,1000,"",,"","",,""
"Mizkan","Food industry",,3700,"",,"","",,""
"Miramax","Film industry,Television",,100,"",,"","",,""
"Minto Group","Real estate",,1085,"",,"","",,""
"Mix Markt","Retail",,1600,"",,"","",,""
"Peapod","Online grocer",,4600,"",,"","",,""
"Parle Agro","Final good",,5000,"",,"","",,""
"PassportCard","Insurance",,700,"",,"","",,""
"Penn National Insurance","Insurance",,820,"",,"","",,""
"Patriot National Bancorp","Financial services",,115,"",,"","",,""
"Penalty (sports manufacturer)","Sports equipment",,2500,"",,"","",,""
"Paxherbals","Alternative medicine",,155,"",,"","",,""
"Mission BBQ","Restaurant",,7000,"",,"","",,""
"Paylocity","Payroll service bureau,Software as a service",,4000,"",,"","",,""
"Paychex","Human resource management,Outsourcing",,14300,"",,"","",,""
"Mobinex","Mobile app development",,20,"",,"","",,""
"TUI fly Nordic","Airline",,650,"",,"","",,""
"Perodua","Automotive industry",,10000,"",,"","",,""
"Pepco Holdings","Electric utility",,5592,"",,"","",,""
"TOA Technologies","Enterprise software,Field service management",,550,"",,"","",,""
"Tailored Brands","Retail",,19300,"",,"","",,""
"TTI Telecom","Operations support system,Software,Telecommunications",,361,"",,"","",,""
"TFI International","Transport",,16753,"",,"","",,""
"THK (company)","Machine",,13260,"",,"","",,""
"Pertamina","Petroleum industry",,14,"",,"","",,""
"PepsiCo","Drink industry,Food processing",,267000,"",,"","",,""
"T. Marzetti Company","Food processing",,2700,"",,"","",,""
"Persistent Systems","IT service management",,17000,"",,"","",,""
"TMS Entertainment","Anime",,225,"",,"","",,""
"TTEC","Outsourcing",,62000,"",,"","",,""
"Perfect World (company)","Video game industry",,4500,"",,"","",,""
"TI Fluid Systems","Automotive engineering",,27000,"",,"","",,""
"TIM San Marino","Telecommunications",,38,"",,"","",,""
"Tata 1mg","E-commerce,Health care,Information technology,Retail",,800,"",,"","",,""
"Tarczyński Group","Food industry",,1255,"",,"","",,""
"Tamsoft","Video game",,70,"",,"","",,""
"Tamweel","Real estate",,160,"",,"","",,""
"Tarkett d.o.o.","Manufacturing",,3363,"",,"","",,""
"Tasty Made","Restaurant",,30,"",,"","",,""
"Tata Docomo","Telecommunications",,5015,"",,"","",,""
"Technogym","Retail",,2300,"",,"","",,""
"Tegut","Retail",,7700,"",,"","",,""
"Wilderness Scotland","Tourism",,50,"",,"","",,""
"Newmarket Holidays","Travel",,180,"",,"","",,""
"Vitalité Health Network","Health care",,7497,"",,"","",,""
"Lotokila Sugar Refinery","Sugar",,3000,"",,"","",,""
"Televisa","Mass media",,42900,"",,"","",,""
"Kenya Wine Agencies Limited","Manufacturing",,229,"",,"","",,""
"Karelian Industrial Complex","Fishing industry",,450,"",,"","",,""
"Serviceplan","Advertising",,1420,"",,"","",,""
"Team Bondi","Video game industry",,35,"",,"","",,""
"Worldweaver Ltd","Video game industry",,12,"",,"","",,""
