"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity similarity","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity similarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_306","dbpedia_2630","0.012903225806451613","0","37194.0","99700.0","37194.0","99700.0","0.937494","0.937494","KBC Group","BT Group","KBC Group","BT Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1556","dbpedia_6610","0.012903225806451613",,"6433.0","7000.0","6433.0","7000.0","0.999433","0.999433","Atlassian","Clarín Group","Atlassian","Clarín Group","0.0","0.0"
"WekaMatchingRule","ft_id_1451","dbpedia_220","0.012903225806451613","0","24900.0","1500.0","24900.0","1500.0","0.9766","0.9766","SS&C Technologies","Zappos","SS&C Technologies","Zappos","0.0","0.0"
"WekaMatchingRule","ft_id_745","dbpedia_111","0.012903225806451613","0","-99.0","10000.0","-99.0","10000.0","0.989901","0.989901","PKN Orlen","ETL Group","PKN Orlen","ETL Group","0.0","0.0"
"WekaMatchingRule","ft_id_1428","dbpedia_1977","0.012903225806451613","0","20583.0","5.0","20583.0","5.0","0.979422","0.979422","Attijariwafa Bank","Emotion Production","Attijariwafa Bank","Emotion Production","0.0","0.0"
"WekaMatchingRule","ft_id_1727","dbpedia_2079","0.012903225806451613","0","9400.0","20000.0","9400.0","20000.0","0.9894","0.9894","Shaw Communications","Hearst Communications","Shaw Communications","Hearst Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1785","dbpedia_5096","1.0","1","109135.0","104430.0","109135.0","104430.0","0.995295","0.995295","ATOS","Atos","ATOS","Atos","1.0","1.0"
"WekaMatchingRule","ft_id_1167","dbpedia_6215","0.012903225806451613",,"1040.0","69000.0","1040.0","69000.0","0.93204","0.93204","Fastighets Balder","Southern and Eastern Norway Regional Health Authority","Fastighets Balder","Southern and Eastern Norway Regional Health Authority","0.0","0.0"
"WekaMatchingRule","ft_id_250","dbpedia_5713","0.012903225806451613","0","33700.0","34000.0","33700.0","34000.0","0.9997","0.9997","Power Corp of Canada","Telefônica Brasil","Power Corp of Canada","Telefônica Brasil","0.0","0.0"
"WekaMatchingRule","ft_id_576","dbpedia_3659","0.012903225806451613","0","10793.0","605.0","10793.0","605.0","0.989812","0.989812","Svenska Handelsbanken","Marvelous Inc","Svenska Handelsbanken","Marvelous Inc","0.0","0.0"
"WekaMatchingRule","ft_id_1630","dbpedia_5813","0.012903225806451613","0","4198.0","390.0","4198.0","390.0","0.996192","0.996192","Clal Insurance Enterprises","AerCap","Clal Insurance Enterprises","AerCap","0.0","0.0"
"WekaMatchingRule","ft_id_236","dbpedia_1819","0.012903225806451613","0","41000.0","50000.0","41000.0","50000.0","0.991","0.991","Archer Daniels Midland","Majorel","Archer Daniels Midland","Majorel","0.0","0.0"
"WekaMatchingRule","ft_id_1456","dbpedia_6517","0.012903225806451613",,"16308.0","350.0","16308.0","350.0","0.984042","0.984042","Unicharm","Pimlico Plumbers","Unicharm","Pimlico Plumbers","0.0","0.0"
"WekaMatchingRule","ft_id_622","dbpedia_1167","0.012903225806451613","0","17595.0","12313.0","17595.0","12313.0","0.994718","0.994718","Hermès International","Charter International","Hermès International","Charter International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1166","dbpedia_6218","0.012903225806451613",,"68000.0","23000.0","68000.0","23000.0","0.955","0.955","Coupang","Solvay S.A.","Coupang","Solvay S.A.","0.0","0.0"
"WekaMatchingRule","ft_id_1623","dbpedia_3240","0.012903225806451613","0","-99.0","19275.0","-99.0","19275.0","0.980626","0.980626","Investec","Air Products and Chemicals","Investec","Air Products and Chemicals","0.0","0.0"
"WekaMatchingRule","ft_id_1118","dbpedia_1691","0.012903225806451613","0","20.0","7600.0","20.0","7600.0","0.99242","0.99242","Meritz Financial Group","American Financial Group","Meritz Financial Group","American Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1560","dbpedia_3939","1.0","1","693.0","624.0","693.0","624.0","0.999931","0.999931","EQT","EQT","EQT","EQT","1.0","1.0"
"WekaMatchingRule","ft_id_816","dbpedia_733","0.012903225806451613","0","24300.0","47.0","24300.0","47.0","0.975747","0.975747","Ball","Awilco Offshore","Ball","Awilco Offshore","0.0","0.0"
"WekaMatchingRule","ft_id_1936","dbpedia_1150","0.012903225806451613","0","1576.0","180.0","1576.0","180.0","0.998604","0.998604","TMX Group","M7 Group","TMX Group","M7 Group","0.25","0.25"
"WekaMatchingRule","ft_id_1567","dbpedia_6621","0.012903225806451613",,"12296.0","18000.0","12296.0","18000.0","0.994296","0.994296","New Residential Investment","Dairy Farmers of America","New Residential Investment","Dairy Farmers of America","0.0","0.0"
"WekaMatchingRule","ft_id_1832","dbpedia_2747","0.012903225806451613","0","55000.0","4291.0","55000.0","4291.0","0.949291","0.949291","WSP","Sumitomo Dainippon Pharma","WSP","Sumitomo Dainippon Pharma","0.0","0.0"
"WekaMatchingRule","ft_id_387","dbpedia_2128","0.012903225806451613","0","10219.0","12000.0","10219.0","12000.0","0.998219","0.998219","Swiss Life Holding","Líder","Swiss Life Holding","Líder","0.0","0.0"
"WekaMatchingRule","ft_id_973","dbpedia_387","0.012903225806451613","0","16300.0","312.0","16300.0","312.0","0.984012","0.984012","Molson Coors Brewing","IQMS","Molson Coors Brewing","IQMS","0.0","0.0"
"WekaMatchingRule","ft_id_1975","dbpedia_6179","0.012903225806451613","0","-99.0","5700.0","-99.0","5700.0","0.994201","0.994201","JB Financial Group","IA Financial Group","JB Financial Group","IA Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_203","dbpedia_1870","0.012903225806451613",,"204815.0","600.0","204815.0","600.0","0.795785","0.795785","SAIC Motor","Unisto","SAIC Motor","Unisto","0.0","0.0"
"WekaMatchingRule","ft_id_1060","dbpedia_4750","0.012903225806451613","0","24778.0","4213.0","24778.0","4213.0","0.9794350000000001","0.9794350000000001","RiseSun Real Estate Development","KiwiRail","RiseSun Real Estate Development","KiwiRail","0.0","0.0"
"WekaMatchingRule","ft_id_105","dbpedia_1779","0.012903225806451613",,"245652.0","14000.0","245652.0","14000.0","0.768348","0.768348","State Bank of India","The Restaurant Group","State Bank of India","The Restaurant Group","0.0","0.0"
"WekaMatchingRule","ft_id_1220","dbpedia_3495","0.012903225806451613","0","152.0","594.0","152.0","594.0","0.999558","0.999558","VICI Properties","CBL Properties","VICI Properties","CBL Properties","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1690","dbpedia_4238","0.012903225806451613","0","1596.0","1197.0","1596.0","1197.0","0.999601","0.999601","SBA Communications","Tokai Communications","SBA Communications","Tokai Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1278","dbpedia_6320","0.012903225806451613",,"12371.0","10976.0","12371.0","10976.0","0.998605","0.998605","Dassault Aviation","Moog Inc.","Dassault Aviation","Moog Inc.","0.0","0.0"
"WekaMatchingRule","ft_id_16","dbpedia_6526","0.012903225806451613","0","355982.0","13500.0","355982.0","13500.0","0.657518","0.657518","Ping An Insurance Group","RSA Insurance Group","Ping An Insurance Group","RSA Insurance Group","0.4","0.4"
"WekaMatchingRule","ft_id_1155","dbpedia_6203","0.012903225806451613",,"-99.0","2363.0","-99.0","2363.0","0.997538","0.997538","Old Mutual","RingCentral","Old Mutual","RingCentral","0.0","0.0"
"WekaMatchingRule","ft_id_370","dbpedia_1642","1.0","1","21754.0","22376.0","21754.0","22376.0","0.999378","0.999378","Danske Bank","Danske Bank","Danske Bank","Danske Bank","1.0","1.0"
"WekaMatchingRule","ft_id_1164","dbpedia_4693","0.012903225806451613","0","-99.0","110000.0","-99.0","110000.0","0.889901","0.889901","Falabella","CMA CGM","Falabella","CMA CGM","0.0","0.0"
"WekaMatchingRule","ft_id_1303","dbpedia_5168","0.012903225806451613","0","55000.0","2583.0","55000.0","2583.0","0.947583","0.947583","Jacobs Engineering","Access Engineering","Jacobs Engineering","Access Engineering","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1153","dbpedia_6205","0.012903225806451613",,"27177.0","11700.0","27177.0","11700.0","0.984523","0.984523","Bank Negara Indonesia","Skechers","Bank Negara Indonesia","Skechers","0.0","0.0"
"WekaMatchingRule","ft_id_304","dbpedia_1989","0.012903225806451613",,"340000.0","5500.0","340000.0","5500.0","0.6655","0.6655","TJX Cos","Eurasian Bank","TJX Cos","Eurasian Bank","0.0","0.0"
"WekaMatchingRule","ft_id_546","dbpedia_1047","0.012903225806451613","0","158000.0","1000.0","158000.0","1000.0","0.843","0.843","Magna International","ATN International","Magna International","ATN International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1957","dbpedia_3536","0.012903225806451613","0","-99.0","61380.0","-99.0","61380.0","0.938521","0.938521","Far Eastern New Century","Kone","Far Eastern New Century","Kone","0.0","0.0"
"WekaMatchingRule","ft_id_1251","dbpedia_3417","0.012903225806451613","0","-99.0","1060.0","-99.0","1060.0","0.998841","0.998841","China Gas Holdings","RealNetworks","China Gas Holdings","RealNetworks","0.0","0.0"
"WekaMatchingRule","ft_id_512","dbpedia_5433","0.012903225806451613","0","75184.0","3600.0","75184.0","3600.0","0.928416","0.928416","Murata Manufacturing","INEOS Styrolution","Murata Manufacturing","INEOS Styrolution","0.0","0.0"
"WekaMatchingRule","ft_id_1159","dbpedia_2921","0.012903225806451613","1","82019.0","80000.0","82019.0","80000.0","0.997981","0.997981","Kingfisher","Kingfisher plc","Kingfisher","Kingfisher plc","0.5","0.5"
"WekaMatchingRule","ft_id_99","dbpedia_929","1.0","1","534000.0","481000.0","534000.0","481000.0","0.947","0.947","United Parcel Service","United Parcel Service","United Parcel Service","United Parcel Service","1.0","1.0"
"WekaMatchingRule","ft_id_1444","dbpedia_6508","0.012903225806451613",,"4401.0","35.0","4401.0","35.0","0.995634","0.995634","Bank of Chongqing","NCBA Bank Rwanda","Bank of Chongqing","NCBA Bank Rwanda","0.2","0.2"
"WekaMatchingRule","ft_id_1173","dbpedia_3552","1.0","1","33000.0","35000.0","33000.0","35000.0","0.998","0.998","Textron","Textron","Textron","Textron","1.0","1.0"
"WekaMatchingRule","ft_id_1242","dbpedia_3464","1.0","1","30247.0","16498.0","30247.0","16498.0","0.986251","0.986251","Nippon Paint","Nippon Paint","Nippon Paint","Nippon Paint","1.0","1.0"
"WekaMatchingRule","ft_id_1163","dbpedia_1389","0.012903225806451613","0","59.0","20853.0","59.0","20853.0","0.979206","0.979206","CJ Corporation","SMC Corporation","CJ Corporation","SMC Corporation","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_906","dbpedia_6797","0.012903225806451613","0","13313.0","44000.0","13313.0","44000.0","0.969313","0.969313","Alleghany","Hutchinson SA","Alleghany","Hutchinson SA","0.0","0.0"
"WekaMatchingRule","ft_id_275","dbpedia_6816","1.0","1","11678.0","11800.0","11678.0","11800.0","0.999878","0.999878","Occidental Petroleum","Occidental Petroleum","Occidental Petroleum","Occidental Petroleum","1.0","1.0"
"WekaMatchingRule","ft_id_812","dbpedia_6634","0.012903225806451613","0","20400.0","228.0","20400.0","228.0","0.979828","0.979828","United Rentals","Jazzercise","United Rentals","Jazzercise","0.0","0.0"
"WekaMatchingRule","ft_id_1647","dbpedia_892","0.012903225806451613","0","4415.0","15608.0","4415.0","15608.0","0.988807","0.988807","Yamaguchi Financial","Arup Group","Yamaguchi Financial","Arup Group","0.0","0.0"
"WekaMatchingRule","ft_id_561","dbpedia_1836","0.012903225806451613","0","6567.0","12269.0","6567.0","12269.0","0.994298","0.994298","SVB Financial Group","OP Financial Group","SVB Financial Group","OP Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_226","dbpedia_1894","0.012903225806451613",,"95000.0","8018.0","95000.0","8018.0","0.913018","0.913018","3M","Gray Television","3M","Gray Television","0.0","0.0"
"WekaMatchingRule","ft_id_806","dbpedia_771","0.012903225806451613","0","12242.0","2700.0","12242.0","2700.0","0.990458","0.990458","T&D Holdings","UTI Holdings","T&D Holdings","UTI Holdings","0.25","0.25"
"WekaMatchingRule","ft_id_577","dbpedia_1204","0.012903225806451613","0","20021.0","432.0","20021.0","432.0","0.980411","0.980411","Raymond James Financial","Orthomol","Raymond James Financial","Orthomol","0.0","0.0"
"WekaMatchingRule","ft_id_58","dbpedia_3227","0.012903225806451613","0","138161.0","33000.0","138161.0","33000.0","0.8948389999999999","0.8948389999999999","Mitsubishi UFJ Financial","Emcor","Mitsubishi UFJ Financial","Emcor","0.0","0.0"
"WekaMatchingRule","ft_id_214","dbpedia_1881","0.012903225806451613",,"69600.0","1072.0","69600.0","1072.0","0.931472","0.931472","Philip Morris International","Wacom","Philip Morris International","Wacom","0.0","0.0"
"WekaMatchingRule","ft_id_1458","dbpedia_6518","0.012903225806451613",,"340.0","2200.0","340.0","2200.0","0.99814","0.99814","Duke Realty","RCI Hospitality Holdings","Duke Realty","RCI Hospitality Holdings","0.0","0.0"
"WekaMatchingRule","ft_id_1640","dbpedia_2946","0.012903225806451613","0","865.0","10000.0","865.0","10000.0","0.990865","0.990865","Akelius Residential Property","The Body Shop","Akelius Residential Property","The Body Shop","0.0","0.0"
"WekaMatchingRule","ft_id_214","dbpedia_1882","0.012903225806451613",,"69600.0","900.0","69600.0","900.0","0.9313","0.9313","Philip Morris International","Walker & Dunlop","Philip Morris International","Walker & Dunlop","0.0","0.0"
"WekaMatchingRule","ft_id_106","dbpedia_1776","0.012903225806451613",,"44375.0","697.0","44375.0","697.0","0.956322","0.956322","Commonwealth Bank","Siemens Pakistan","Commonwealth Bank","Siemens Pakistan","0.0","0.0"
"WekaMatchingRule","ft_id_1888","dbpedia_4702","0.012903225806451613","0","3373.0","13656.0","3373.0","13656.0","0.989717","0.989717","SCA","Cablevision","SCA","Cablevision","0.0","0.0"
"WekaMatchingRule","ft_id_1566","dbpedia_6624","0.012903225806451613",,"2863.0","1273.0","2863.0","1273.0","0.99841","0.99841","Adani Ports & Special Economic Zone","Dairygold","Adani Ports & Special Economic Zone","Dairygold","0.0","0.0"
"WekaMatchingRule","ft_id_1633","dbpedia_2306","0.012903225806451613","0","25579.0","3381.0","25579.0","3381.0","0.977802","0.977802","Sino Biopharmaceutical","King Pharmaceuticals","Sino Biopharmaceutical","King Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_1169","dbpedia_6213","0.012903225806451613",,"18905.0","21000.0","18905.0","21000.0","0.997905","0.997905","Kajima","Sonoco","Kajima","Sonoco","0.0","0.0"
"WekaMatchingRule","ft_id_702","dbpedia_4783","0.012903225806451613","0","37000.0","18400.0","37000.0","18400.0","0.9814","0.9814","Trane Technologies","Roper Technologies","Trane Technologies","Roper Technologies","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1168","dbpedia_6216","0.012903225806451613",,"464.0","6296.0","464.0","6296.0","0.994168","0.994168","Welltower","HHLA","Welltower","HHLA","0.0","0.0"
"WekaMatchingRule","ft_id_1714","dbpedia_4021","1.0","1","80000.0","80000.0","80000.0","80000.0","1.0","1.0","Ramsay Health Care","Ramsay Health Care","Ramsay Health Care","Ramsay Health Care","1.0","1.0"
"WekaMatchingRule","ft_id_470","dbpedia_3937","0.012903225806451613","0","47771.0","2300.0","47771.0","2300.0","0.954529","0.954529","FirstRand","Deva Holding A.S.","FirstRand","Deva Holding A.S.","0.0","0.0"
"WekaMatchingRule","ft_id_1542","dbpedia_6600","0.012903225806451613",,"6373.0","61000.0","6373.0","61000.0","0.945373","0.945373","Mebuki Financial Group","Capita","Mebuki Financial Group","Capita","0.0","0.0"
"WekaMatchingRule","ft_id_869","dbpedia_3574","1.0","1","9116.0","8615.0","9116.0","8615.0","0.999499","0.999499","Ameren","Ameren","Ameren","Ameren","1.0","1.0"
"WekaMatchingRule","ft_id_985","dbpedia_2932","1.0","1","101100.0","102000.0","101100.0","102000.0","0.9991","0.9991","Tenet Healthcare","Tenet Healthcare","Tenet Healthcare","Tenet Healthcare","1.0","1.0"
"WekaMatchingRule","ft_id_1457","dbpedia_6518","0.012903225806451613",,"-99.0","2200.0","-99.0","2200.0","0.997701","0.997701","XP","RCI Hospitality Holdings","XP","RCI Hospitality Holdings","0.0","0.0"
"WekaMatchingRule","ft_id_1037","dbpedia_1985","0.012903225806451613","0","-99.0","67605.0","-99.0","67605.0","0.932296","0.932296","Industries Qatar","Epson","Industries Qatar","Epson","0.0","0.0"
"WekaMatchingRule","ft_id_1454","dbpedia_6519","0.012903225806451613",,"47984.0","19792.0","47984.0","19792.0","0.971808","0.971808","West Japan Railway","RWE","West Japan Railway","RWE","0.0","0.0"
"WekaMatchingRule","ft_id_1165","dbpedia_6217","0.012903225806451613",,"10000.0","175.0","10000.0","175.0","0.990175","0.990175","CapitaLand Investment","Tvsdesign","CapitaLand Investment","Tvsdesign","0.0","0.0"
"WekaMatchingRule","ft_id_332","dbpedia_5622","0.012903225806451613","0","16700.0","62418.0","16700.0","62418.0","0.954282","0.954282","Discover Financial Services","PNC Financial Services","Discover Financial Services","PNC Financial Services","0.5","0.5"
"WekaMatchingRule","ft_id_891","dbpedia_3054","0.012903225806451613","0","9209.0","18.0","9209.0","18.0","0.990809","0.990809","SBI Holdings","Fat Lizard","SBI Holdings","Fat Lizard","0.0","0.0"
"WekaMatchingRule","ft_id_610","dbpedia_6662","0.012903225806451613","0","120000.0","3620.0","120000.0","3620.0","0.88362","0.88362","Marriott International","Smit International","Marriott International","Smit International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1844","dbpedia_2745","0.012903225806451613","0","61053.0","2500.0","61053.0","2500.0","0.941447","0.941447","JD Sports Fashion","True Value","JD Sports Fashion","True Value","0.0","0.0"
"WekaMatchingRule","ft_id_225","dbpedia_1897","0.012903225806451613",,"147468.0","12656.0","147468.0","12656.0","0.8651880000000001","0.8651880000000001","Schneider Electric","Grupo Argos","Schneider Electric","Grupo Argos","0.0","0.0"
"WekaMatchingRule","ft_id_1288","dbpedia_6334","0.012903225806451613",,"15600.0","13000.0","15600.0","13000.0","0.9974","0.9974","Frontier Communications Parent","MyTravel Group","Frontier Communications Parent","MyTravel Group","0.0","0.0"
"WekaMatchingRule","ft_id_1890","dbpedia_660","1.0","1","7208.0","6000.0","7208.0","6000.0","0.998792","0.998792","PennyMac Financial Services","PennyMac Financial Services","PennyMac Financial Services","PennyMac Financial Services","1.0","1.0"
"WekaMatchingRule","ft_id_242","dbpedia_4489","0.012903225806451613","0","44065.0","143.0","44065.0","143.0","0.956078","0.956078","Longfor Group Holdings","Equity One","Longfor Group Holdings","Equity One","0.0","0.0"
"WekaMatchingRule","ft_id_481","dbpedia_639","0.012903225806451613","0","-99.0","3237.0","-99.0","3237.0","0.996664","0.996664","Hana Financial Group","Mesta (company)","Hana Financial Group","Mesta (company)","0.0","0.0"
"WekaMatchingRule","ft_id_481","dbpedia_80","0.012903225806451613","0","-99.0","5600.0","-99.0","5600.0","0.994301","0.994301","Hana Financial Group","FBL Financial Group","Hana Financial Group","FBL Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_373","dbpedia_5836","0.012903225806451613","0","210067.0","4566.0","210067.0","4566.0","0.7944990000000001","0.7944990000000001","Woolworths","Elektroprivreda Bosne i Hercegovine","Woolworths","Elektroprivreda Bosne i Hercegovine","0.0","0.0"
"WekaMatchingRule","ft_id_1577","dbpedia_6636","0.012903225806451613",,"52354.0","5000.0","52354.0","5000.0","0.952646","0.952646","China Resources Gas Group","King Kullen","China Resources Gas Group","King Kullen","0.0","0.0"
"WekaMatchingRule","ft_id_510","dbpedia_1278","0.012903225806451613","0","190875.0","4067.0","190875.0","4067.0","0.813192","0.813192","Continental","Key Tronic","Continental","Key Tronic","0.0","0.0"
"WekaMatchingRule","ft_id_1534","dbpedia_4045","0.012903225806451613","0","26000.0","12883.0","26000.0","12883.0","0.986883","0.986883","Crown Holdings","Yara International","Crown Holdings","Yara International","0.0","0.0"
"WekaMatchingRule","ft_id_1500","dbpedia_4658","0.012903225806451613","0","6075.0","15748.0","6075.0","15748.0","0.990327","0.990327","Nu Holdings","Nomura Holdings","Nu Holdings","Nomura Holdings","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_215","dbpedia_1883","0.012903225806451613",,"30900.0","18300.0","30900.0","18300.0","0.9874","0.9874","PayPal","Atkins (company)","PayPal","Atkins (company)","0.0","0.0"
"WekaMatchingRule","ft_id_566","dbpedia_4107","1.0","1","330600.0","330600.0","330600.0","330600.0","1.0","1.0","Cognizant","Cognizant","Cognizant","Cognizant","1.0","1.0"
"WekaMatchingRule","ft_id_967","dbpedia_2526","0.012903225806451613","0","49000.0","20545.0","49000.0","20545.0","0.971545","0.971545","Quest Diagnostics","McLane Company","Quest Diagnostics","McLane Company","0.0","0.0"
"WekaMatchingRule","ft_id_1898","dbpedia_64","0.012903225806451613","0","391.0","2000.0","391.0","2000.0","0.998391","0.998391","Azrieli Group","SSQ Insurance","Azrieli Group","SSQ Insurance","0.0","0.0"
"WekaMatchingRule","ft_id_561","dbpedia_4092","0.012903225806451613","0","6567.0","3300.0","6567.0","3300.0","0.996733","0.996733","SVB Financial Group","CNO Financial Group","SVB Financial Group","CNO Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1746","dbpedia_6819","0.012903225806451613",,"9864.0","60.0","9864.0","60.0","0.990196","0.990196","WuXi Biologics","Online Stores Inc.","WuXi Biologics","Online Stores Inc.","0.0","0.0"
"WekaMatchingRule","ft_id_945","dbpedia_725","1.0","1","559.0","470.0","559.0","470.0","0.999911","0.999911","Alexandria Real Estate Equities","Alexandria Real Estate Equities","Alexandria Real Estate Equities","Alexandria Real Estate Equities","1.0","1.0"
"WekaMatchingRule","ft_id_1347","dbpedia_486","0.012903225806451613","0","41557.0","590.0","41557.0","590.0","0.959033","0.959033","Indian Bank","Sidian Bank","Indian Bank","Sidian Bank","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1157","dbpedia_2719","0.012903225806451613","0","25000.0","3000.0","25000.0","3000.0","0.978","0.978","Penske Automotive","Hengst Automotive","Penske Automotive","Hengst Automotive","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_489","dbpedia_409","0.012903225806451613","0","320752.0","360000.0","320752.0","360000.0","0.960752","0.960752","Femsa","Berkshire Hathaway","Femsa","Berkshire Hathaway","0.0","0.0"
"WekaMatchingRule","ft_id_1249","dbpedia_1741","0.012903225806451613","0","-99.0","30.0","-99.0","30.0","0.999871","0.999871","Lundbergs","TokenEx","Lundbergs","TokenEx","0.0","0.0"
"WekaMatchingRule","ft_id_126","dbpedia_2625","0.012903225806451613","0","86781.0","1888.0","86781.0","1888.0","0.915107","0.915107","Sumitomo Mitsui Financial","Axway Software","Sumitomo Mitsui Financial","Axway Software","0.0","0.0"
"WekaMatchingRule","ft_id_839","dbpedia_2014","0.012903225806451613","0","26402.0","3416.0","26402.0","3416.0","0.977014","0.977014","Nomura","BH Telecom","Nomura","BH Telecom","0.0","0.0"
"WekaMatchingRule","ft_id_1096","dbpedia_5469","1.0","1","-99.0","100000.0","-99.0","100000.0","0.8999010000000001","0.8999010000000001","China Southern Airlines","China Southern Airlines","China Southern Airlines","China Southern Airlines","1.0","1.0"
"WekaMatchingRule","ft_id_1727","dbpedia_2011","0.012903225806451613","0","9400.0","3646.0","9400.0","3646.0","0.994246","0.994246","Shaw Communications","Axis Communications","Shaw Communications","Axis Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1154","dbpedia_6206","0.012903225806451613",,"69000.0","650.0","69000.0","650.0","0.93165","0.93165","DaVita","Snowy Hydro","DaVita","Snowy Hydro","0.0","0.0"
"WekaMatchingRule","ft_id_1158","dbpedia_6202","0.012903225806451613",,"51249.0","36000.0","51249.0","36000.0","0.984751","0.984751","Yamaha Motor","Rentokil Initial","Yamaha Motor","Rentokil Initial","0.0","0.0"
"WekaMatchingRule","ft_id_1321","dbpedia_4252","0.012903225806451613","0","-99.0","3685.0","-99.0","3685.0","0.996216","0.996216","DiDi Global","Bank Pasargad","DiDi Global","Bank Pasargad","0.0","0.0"
"WekaMatchingRule","ft_id_809","dbpedia_6078","0.012903225806451613",,"13530.0","3600.0","13530.0","3600.0","0.99007","0.99007","Sumitomo Realty","Bentley","Sumitomo Realty","Bentley","0.0","0.0"
"WekaMatchingRule","ft_id_147","dbpedia_1782","0.012903225806451613","0","21500.0","436.0","21500.0","436.0","0.978936","0.978936","Visa","Marukome","Visa","Marukome","0.0","0.0"
"WekaMatchingRule","ft_id_1470","dbpedia_2949","0.012903225806451613","0","-99.0","5000.0","-99.0","5000.0","0.994901","0.994901","Charoen Pokphand Foods","World Fuel Services","Charoen Pokphand Foods","World Fuel Services","0.0","0.0"
"WekaMatchingRule","ft_id_1447","dbpedia_6503","0.012903225806451613",,"-99.0","6072.0","-99.0","6072.0","0.993829","0.993829","Wistron","Nachi-Fujikoshi","Wistron","Nachi-Fujikoshi","0.0","0.0"
"WekaMatchingRule","ft_id_1943","dbpedia_1557","1.0","1","7000.0","6400.0","7000.0","6400.0","0.9994","0.9994","Aristocrat Leisure","Aristocrat Leisure","Aristocrat Leisure","Aristocrat Leisure","1.0","1.0"
"WekaMatchingRule","ft_id_1736","dbpedia_6805","0.012903225806451613",,"-99.0","3000.0","-99.0","3000.0","0.996901","0.996901","Abu Dhabi Islamic Bank","Magellan Aerospace","Abu Dhabi Islamic Bank","Magellan Aerospace","0.0","0.0"
"WekaMatchingRule","ft_id_544","dbpedia_355","1.0","1","36499.0","75000.0","36499.0","75000.0","0.961499","0.961499","LG Electronics","LG Electronics","LG Electronics","LG Electronics","1.0","1.0"
"WekaMatchingRule","ft_id_303","dbpedia_1989","0.012903225806451613",,"8858.0","5500.0","8858.0","5500.0","0.996642","0.996642","IntercontinentalExchange","Eurasian Bank","IntercontinentalExchange","Eurasian Bank","0.0","0.0"
"WekaMatchingRule","ft_id_1716","dbpedia_4092","0.012903225806451613","0","10200.0","3300.0","10200.0","3300.0","0.9931","0.9931","Live Nation Entertainment","CNO Financial Group","Live Nation Entertainment","CNO Financial Group","0.0","0.0"
"WekaMatchingRule","ft_id_1263","dbpedia_6312","0.012903225806451613",,"-99.0","1535.0","-99.0","1535.0","0.998366","0.998366","Midea Real Estate Holding","Semitan","Midea Real Estate Holding","Semitan","0.0","0.0"
"WekaMatchingRule","ft_id_485","dbpedia_3500","0.012903225806451613","0","3480.0","750.0","3480.0","750.0","0.99727","0.99727","CME Group","Camelot Group","CME Group","Camelot Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1908","dbpedia_6294","0.012903225806451613","1","5196.0","5221.0","5196.0","5221.0","0.999975","0.999975","Persimmon","Persimmon plc","Persimmon","Persimmon plc","0.5","0.5"
