"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2Value","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity similarity","[0] NumberOfEmployeesComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2Value","[1] CompanyNameComparatorTokenizingJaccardSimilarity record1PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity record2PreprocessedValue","[1] CompanyNameComparatorTokenizingJaccardSimilarity similarity","[1] CompanyNameComparatorTokenizingJaccardSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_565","dbpedia_3271","0.012903225806451613","0","45000.0","2500.0","45000.0","2500.0","0.9575","0.9575","Kimberly-Clark","Proekt-technika","Kimberly-Clark","Proekt-technika","0.0","0.0"
"WekaMatchingRule","ft_id_965","dbpedia_5701","0.012903225806451613","0","11440.0","20800.0","11440.0","20800.0","0.99064","0.99064","Shenwan Hongyuan Group","Tapestry, Inc.","Shenwan Hongyuan Group","Tapestry, Inc.","0.0","0.0"
"WekaMatchingRule","ft_id_1471","dbpedia_1120","0.012903225806451613","0","29661.0","22000.0","29661.0","22000.0","0.992339","0.992339","IndusInd Bank","Exela Technologies","IndusInd Bank","Exela Technologies","0.0","0.0"
"WekaMatchingRule","ft_id_1690","dbpedia_3454","0.012903225806451613","0","1596.0","784.0","1596.0","784.0","0.999188","0.999188","SBA Communications","Fisher Communications","SBA Communications","Fisher Communications","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1163","dbpedia_5805","0.012903225806451613","0","59.0","10800.0","59.0","10800.0","0.989259","0.989259","CJ Corporation","AVX Corporation","CJ Corporation","AVX Corporation","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1540","dbpedia_6602","0.012903225806451613",,"35318.0","650.0","35318.0","650.0","0.965332","0.965332","Shiseido","Cargills Bank","Shiseido","Cargills Bank","0.0","0.0"
"WekaMatchingRule","ft_id_562","dbpedia_3546","0.012903225806451613","0","15500.0","3409.0","15500.0","3409.0","0.987909","0.987909","Advanced Micro Devices","TenneT","Advanced Micro Devices","TenneT","0.0","0.0"
"WekaMatchingRule","ft_id_1103","dbpedia_5613","1.0","1","1713.0","1916.0","1713.0","1916.0","0.999797","0.999797","Ovintiv","Ovintiv","Ovintiv","Ovintiv","1.0","1.0"
"WekaMatchingRule","ft_id_891","dbpedia_4620","0.012903225806451613","0","9209.0","16089.0","9209.0","16089.0","0.99312","0.99312","SBI Holdings","NII Holdings","SBI Holdings","NII Holdings","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_439","dbpedia_3614","0.012903225806451613","0","18600.0","11000.0","18600.0","11000.0","0.9924","0.9924","Principal Financial Group","WIKA","Principal Financial Group","WIKA","0.0","0.0"
"WekaMatchingRule","ft_id_923","dbpedia_6198","0.012903225806451613",,"46000.0","39427.0","46000.0","39427.0","0.993427","0.993427","Essity","Omron","Essity","Omron","0.0","0.0"
"WekaMatchingRule","ft_id_1688","dbpedia_6740","0.012903225806451613",,"9000.0","43863.0","9000.0","43863.0","0.965137","0.965137","Huntsman","Bank of Montreal","Huntsman","Bank of Montreal","0.0","0.0"
"WekaMatchingRule","ft_id_520","dbpedia_2899","1.0","1","59900.0","57825.0","59900.0","57825.0","0.997925","0.997925","Cummins","Cummins","Cummins","Cummins","1.0","1.0"
"WekaMatchingRule","ft_id_1854","dbpedia_4623","1.0","1","2497.0","2697.0","2497.0","2697.0","0.9998","0.9998","Nanto Bank","Nanto Bank","Nanto Bank","Nanto Bank","1.0","1.0"
"WekaMatchingRule","ft_id_926","dbpedia_4737","0.012903225806451613","0","37000.0","394.0","37000.0","394.0","0.963394","0.963394","Viatris","Corporate Office Properties Trust","Viatris","Corporate Office Properties Trust","0.0","0.0"
"WekaMatchingRule","ft_id_116","dbpedia_6740","1.0","1","43863.0","43863.0","43863.0","43863.0","1.0","1.0","Bank of Montreal","Bank of Montreal","Bank of Montreal","Bank of Montreal","1.0","1.0"
"WekaMatchingRule","ft_id_800","dbpedia_4029","0.012903225806451613","0","-99.0","900.0","-99.0","900.0","0.999001","0.999001","Samsung Fire & Marine","Renewable Energy Group","Samsung Fire & Marine","Renewable Energy Group","0.0","0.0"
"WekaMatchingRule","ft_id_1038","dbpedia_1729","0.012903225806451613","0","3472.0","361.0","3472.0","361.0","0.996889","0.996889","Kakao","Kakao M","Kakao","Kakao M","0.5","0.5"
"WekaMatchingRule","ft_id_658","dbpedia_2211","0.012903225806451613","0","-99.0","2702.0","-99.0","2702.0","0.997199","0.997199","Aeon","Nippon Soda","Aeon","Nippon Soda","0.0","0.0"
"WekaMatchingRule","ft_id_1449","dbpedia_4499","1.0","1","22540.0","18070.0","22540.0","18070.0","0.99553","0.99553","Align Technology","Align Technology","Align Technology","Align Technology","1.0","1.0"
"WekaMatchingRule","ft_id_182","dbpedia_4585","0.012903225806451613","0","624000.0","20000.0","624000.0","20000.0","0.396","0.396","Accenture","Bloomberg L.P.","Accenture","Bloomberg L.P.","0.0","0.0"
"WekaMatchingRule","ft_id_1195","dbpedia_4006","1.0","1","7346.0","9.0","7346.0","9.0","0.992663","0.992663","National Bank of Greece","National Bank of Greece","National Bank of Greece","National Bank of Greece","1.0","1.0"
"WekaMatchingRule","ft_id_1274","dbpedia_6324","0.012903225806451613",,"28903.0","25000.0","28903.0","25000.0","0.996097","0.996097","Jiangsu Hengrui Medicine","Bolloré Africa Logistics","Jiangsu Hengrui Medicine","Bolloré Africa Logistics","0.0","0.0"
"WekaMatchingRule","ft_id_47","dbpedia_691","0.012903225806451613","0","92398.0","3000.0","92398.0","3000.0","0.910602","0.910602","AXA Group","AF Group","AXA Group","AF Group","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_432","dbpedia_3410","1.0","1","26920.0","26920.0","26920.0","26920.0","1.0","1.0","National Bank of Canada","National Bank of Canada","National Bank of Canada","National Bank of Canada","1.0","1.0"
"WekaMatchingRule","ft_id_1681","dbpedia_6746","0.012903225806451613",,"28300.0","384.0","28300.0","384.0","0.972084","0.972084","United Natural Foods","Bankrate","United Natural Foods","Bankrate","0.0","0.0"
"WekaMatchingRule","ft_id_1466","dbpedia_2542","0.012903225806451613","0","96216.0","1400.0","96216.0","1400.0","0.905184","0.905184","SGS","MindGeek","SGS","MindGeek","0.0","0.0"
"WekaMatchingRule","ft_id_1060","dbpedia_2172","0.012903225806451613","0","24778.0","17000.0","24778.0","17000.0","0.992222","0.992222","RiseSun Real Estate Development","Zalando","RiseSun Real Estate Development","Zalando","0.0","0.0"
"WekaMatchingRule","ft_id_1051","dbpedia_6585","0.012903225806451613","0","37537.0","3400.0","37537.0","3400.0","0.965863","0.965863","Teva Pharmaceutical","Vertex Pharmaceuticals","Teva Pharmaceutical","Vertex Pharmaceuticals","0.0","0.0"
"WekaMatchingRule","ft_id_1085","dbpedia_2763","0.012903225806451613","0","-99.0","1200.0","-99.0","1200.0","0.998701","0.998701","Kuwait Finance House","Gazprom Germania","Kuwait Finance House","Gazprom Germania","0.0","0.0"
"WekaMatchingRule","ft_id_1276","dbpedia_6322","0.012903225806451613",,"89400.0","1500.0","89400.0","1500.0","0.9121","0.9121","Universal Health Services","Movicel","Universal Health Services","Movicel","0.0","0.0"
"WekaMatchingRule","ft_id_312","dbpedia_816","1.0","1","13985.0","15401.0","13985.0","15401.0","0.998584","0.998584","Swiss Re","Swiss Re","Swiss Re","Swiss Re","1.0","1.0"
"WekaMatchingRule","ft_id_196","dbpedia_3812","1.0","1","104150.0","113182.0","104150.0","113182.0","0.990968","0.990968","Telefónica","Telefónica","Telefónica","Telefónica","1.0","1.0"
"WekaMatchingRule","ft_id_1003","dbpedia_1281","0.16666666666666666","0","-99.0","30000.0","-99.0","30000.0","0.969901","0.969901","China Mengniu Dairy","Mengniu Dairy","China Mengniu Dairy","Mengniu Dairy","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","ft_id_201","dbpedia_1873","0.012903225806451613",,"85412.0","18000.0","85412.0","18000.0","0.932588","0.932588","L'Oréal","Orion Group (Bangladesh)","L'Oréal","Orion Group (Bangladesh)","0.0","0.0"
"WekaMatchingRule","ft_id_1373","dbpedia_5980","0.012903225806451613","0","19454.0","2784.0","19454.0","2784.0","0.98333","0.98333","Wolters Kluwer","Valhi, Inc.","Wolters Kluwer","Valhi, Inc.","0.0","0.0"
"WekaMatchingRule","ft_id_1157","dbpedia_6201","0.012903225806451613",,"25000.0","265.0","25000.0","265.0","0.975265","0.975265","Penske Automotive","Omeros (company)","Penske Automotive","Omeros (company)","0.0","0.0"
"WekaMatchingRule","ft_id_302","dbpedia_1988","0.012903225806451613",,"28800.0","5500.0","28800.0","5500.0","0.9767","0.9767","Nucor","Eurasian Bank","Nucor","Eurasian Bank","0.0","0.0"
"WekaMatchingRule","ft_id_1699","dbpedia_6752","0.012903225806451613",,"7970.0","3360.0","7970.0","3360.0","0.99539","0.99539","ResMed","Seylan Bank","ResMed","Seylan Bank","0.0","0.0"
"WekaMatchingRule","ft_id_1991","dbpedia_2528","0.012903225806451613","0","2540.0","125.0","2540.0","125.0","0.997585","0.997585","Match Group","Kaslink Foods","Match Group","Kaslink Foods","0.0","0.0"
"WekaMatchingRule","ft_id_1954","dbpedia_4413","0.012903225806451613","0","1837.0","1423.0","1837.0","1423.0","0.999586","0.999586","Hokkoku Financial Holdings","Kenmare Resources","Hokkoku Financial Holdings","Kenmare Resources","0.0","0.0"
"WekaMatchingRule","ft_id_478","dbpedia_3079","0.012903225806451613","0","23954.0","8800.0","23954.0","8800.0","0.984846","0.984846","Talanx","Live Nation (events promoter)","Talanx","Live Nation (events promoter)","0.0","0.0"
"WekaMatchingRule","ft_id_546","dbpedia_4045","0.012903225806451613","0","158000.0","12883.0","158000.0","12883.0","0.8548830000000001","0.8548830000000001","Magna International","Yara International","Magna International","Yara International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1448","dbpedia_6504","0.012903225806451613",,"16881.0","23683.0","16881.0","23683.0","0.993198","0.993198","ServiceNow","National Grid plc","ServiceNow","National Grid plc","0.0","0.0"
"WekaMatchingRule","ft_id_903","dbpedia_5938","0.012903225806451613","0","14442.0","2400.0","14442.0","2400.0","0.987958","0.987958","Yuanta Financial Holding","Sprinklr","Yuanta Financial Holding","Sprinklr","0.0","0.0"
"WekaMatchingRule","ft_id_931","dbpedia_5196","0.012903225806451613","0","-99.0","1100.0","-99.0","1100.0","0.998801","0.998801","Snam","El Paso Electric","Snam","El Paso Electric","0.0","0.0"
"WekaMatchingRule","ft_id_1551","dbpedia_6613","0.012903225806451613",,"-99.0","637.0","-99.0","637.0","0.999264","0.999264","Scentre Group","Coolpad","Scentre Group","Coolpad","0.0","0.0"
"WekaMatchingRule","ft_id_484","dbpedia_4675","0.012903225806451613","0","42000.0","1043.0","42000.0","1043.0","0.959043","0.959043","Maybank","Veeco","Maybank","Veeco","0.0","0.0"
"WekaMatchingRule","ft_id_58","dbpedia_3179","0.16666666666666666","1","138161.0","168400.0","138161.0","168400.0","0.969761","0.969761","Mitsubishi UFJ Financial","Mitsubishi UFJ Financial Group","Mitsubishi UFJ Financial","Mitsubishi UFJ Financial Group","0.75","0.75"
"WekaMatchingRule","ft_id_589","dbpedia_1970","1.0","1","42953.0","81600.0","42953.0","81600.0","0.961353","0.961353","Weichai Power","Weichai Power","Weichai Power","Weichai Power","1.0","1.0"
"WekaMatchingRule","ft_id_483","dbpedia_4518","0.012903225806451613","0","119383.0","75.0","119383.0","75.0","0.880692","0.880692","NTPC","Quester Tangent Corporation","NTPC","Quester Tangent Corporation","0.0","0.0"
"WekaMatchingRule","ft_id_1771","dbpedia_1836","0.012903225806451613","0","-99.0","12269.0","-99.0","12269.0","0.987632","0.987632","DGB Financial Group","OP Financial Group","DGB Financial Group","OP Financial Group","0.5","0.5"
"WekaMatchingRule","ft_id_1285","dbpedia_6335","0.012903225806451613",,"19463.0","16000.0","19463.0","16000.0","0.996537","0.996537","Sojitz","Waste Connections","Sojitz","Waste Connections","0.0","0.0"
"WekaMatchingRule","ft_id_500","dbpedia_782","0.012903225806451613","0","22062.0","1600.0","22062.0","1600.0","0.979538","0.979538","Aviva","Descartes Systems Group","Aviva","Descartes Systems Group","0.0","0.0"
"WekaMatchingRule","ft_id_199","dbpedia_5994","0.012903225806451613","0","57100.0","6700.0","57100.0","6700.0","0.9496","0.9496","Cathay Financial","CNA Financial","Cathay Financial","CNA Financial","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_297","dbpedia_3599","0.012903225806451613","0","87165.0","2000000.0","87165.0","2000000.0","0.0","0.0","UniCredit","China Railway","UniCredit","China Railway","0.0","0.0"
"WekaMatchingRule","ft_id_1578","dbpedia_6633","0.012903225806451613",,"16483.0","300.0","16483.0","300.0","0.983817","0.983817","Momentum Metropolitan Holdings","JayC Food Stores","Momentum Metropolitan Holdings","JayC Food Stores","0.0","0.0"
"WekaMatchingRule","ft_id_242","dbpedia_1951","0.012903225806451613","0","44065.0","3363.0","44065.0","3363.0","0.959298","0.959298","Longfor Group Holdings","Tarkett d.o.o.","Longfor Group Holdings","Tarkett d.o.o.","0.0","0.0"
"WekaMatchingRule","ft_id_887","dbpedia_1384","0.012903225806451613","0","36224.0","457.0","36224.0","457.0","0.964233","0.964233","Isuzu Motors","Prosper Marketplace","Isuzu Motors","Prosper Marketplace","0.0","0.0"
"WekaMatchingRule","ft_id_1675","dbpedia_2784","0.012903225806451613","0","-99.0","6500.0","-99.0","6500.0","0.993401","0.993401","WPG Holdings","NRW Holdings","WPG Holdings","NRW Holdings","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_931","dbpedia_6211","1.0","1","-99.0","3025.0","-99.0","3025.0","0.996876","0.996876","Snam","Snam","Snam","Snam","1.0","1.0"
"WekaMatchingRule","ft_id_1265","dbpedia_6310","0.012903225806451613",,"9699.0","5350.0","9699.0","5350.0","0.995651","0.995651","KPN","Takeda Pharmaceutical Company","KPN","Takeda Pharmaceutical Company","0.0","0.0"
"WekaMatchingRule","ft_id_408","dbpedia_2963","0.012903225806451613","0","-99.0","7400.0","-99.0","7400.0","0.992501","0.992501","Heineken","Mölnlycke Health Care","Heineken","Mölnlycke Health Care","0.0","0.0"
"WekaMatchingRule","ft_id_1587","dbpedia_3798","0.012903225806451613","0","134000.0","35379.0","134000.0","35379.0","0.901379","0.901379","DXC Technology","TCL Technology","DXC Technology","TCL Technology","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1053","dbpedia_3931","0.012903225806451613","0","3497.0","16000.0","3497.0","16000.0","0.987497","0.987497","Verbund","Agility Logistics","Verbund","Agility Logistics","0.0","0.0"
"WekaMatchingRule","ft_id_1085","dbpedia_1013","1.0","1","-99.0","15000.0","-99.0","15000.0","0.984901","0.984901","Kuwait Finance House","Kuwait Finance House","Kuwait Finance House","Kuwait Finance House","1.0","1.0"
"WekaMatchingRule","ft_id_1690","dbpedia_6759","0.012903225806451613",,"1596.0","4500.0","1596.0","4500.0","0.997096","0.997096","SBA Communications","Permasteelisa","SBA Communications","Permasteelisa","0.0","0.0"
"WekaMatchingRule","ft_id_691","dbpedia_1117","0.012903225806451613","0","113234.0","850000.0","113234.0","850000.0","0.26323399999999997","0.26323399999999997","Sinopharm Group","FedEx","Sinopharm Group","FedEx","0.0","0.0"
"WekaMatchingRule","ft_id_1279","dbpedia_3816","0.012903225806451613","0","-99.0","2337.0","-99.0","2337.0","0.997564","0.997564","Yara International","ASM International","Yara International","ASM International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1659","dbpedia_557","0.012903225806451613","0","3485.0","3300.0","3485.0","3300.0","0.999815","0.999815","CPI Property Group","Simon Property Group","CPI Property Group","Simon Property Group","0.5","0.5"
"WekaMatchingRule","ft_id_1670","dbpedia_6734","0.012903225806451613",,"25150.0","3847.0","25150.0","3847.0","0.978697","0.978697","Cerner","Trenord","Cerner","Trenord","0.0","0.0"
"WekaMatchingRule","ft_id_777","dbpedia_2975","1.0","1","90000.0","74000.0","90000.0","74000.0","0.984","0.984","Amphenol","Amphenol","Amphenol","Amphenol","1.0","1.0"
"WekaMatchingRule","ft_id_294","dbpedia_110","1.0","1","-99.0","9315.0","-99.0","9315.0","0.990586","0.990586","Ecopetrol","Ecopetrol","Ecopetrol","Ecopetrol","1.0","1.0"
"WekaMatchingRule","ft_id_588","dbpedia_6297","0.012903225806451613","0","-99.0","16753.0","-99.0","16753.0","0.983148","0.983148","Fosun International","TFI International","Fosun International","TFI International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_975","dbpedia_1699","0.012903225806451613","0","29955.0","38000.0","29955.0","38000.0","0.991955","0.991955","Bancolombia","Chedraui","Bancolombia","Chedraui","0.0","0.0"
"WekaMatchingRule","ft_id_1813","dbpedia_2568","0.012903225806451613","1","24255.0","25120.0","24255.0","25120.0","0.999135","0.999135","Salzgitter","Salzgitter AG","Salzgitter","Salzgitter AG","0.5","0.5"
"WekaMatchingRule","ft_id_901","dbpedia_6176","0.012903225806451613",,"30153.0","4800.0","30153.0","4800.0","0.974647","0.974647","Central Japan Railway","Husky Energy","Central Japan Railway","Husky Energy","0.0","0.0"
"WekaMatchingRule","ft_id_610","dbpedia_2300","0.012903225806451613","0","120000.0","100000.0","120000.0","100000.0","0.98","0.98","Marriott International","Wilmar International","Marriott International","Wilmar International","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","ft_id_1651","dbpedia_4023","0.012903225806451613","0","2815.0","9435.0","2815.0","9435.0","0.99338","0.99338","New York Community Bancorp","Realogy","New York Community Bancorp","Realogy","0.0","0.0"
"WekaMatchingRule","ft_id_1204","dbpedia_5342","0.012903225806451613","0","43000.0","1425.0","43000.0","1425.0","0.958425","0.958425","Leidos","International Coal Group","Leidos","International Coal Group","0.0","0.0"
"WekaMatchingRule","ft_id_448","dbpedia_1821","0.012903225806451613","0","-99.0","2300.0","-99.0","2300.0","0.997601","0.997601","Norilsk Nickel","MRM//McCann","Norilsk Nickel","MRM//McCann","0.0","0.0"
"WekaMatchingRule","ft_id_1659","dbpedia_5482","0.012903225806451613","0","3485.0","350.0","3485.0","350.0","0.996865","0.996865","CPI Property Group","Kana Software","CPI Property Group","Kana Software","0.0","0.0"
"WekaMatchingRule","ft_id_307","dbpedia_236","0.012903225806451613","0","79461.0","60.0","79461.0","60.0","0.920599","0.920599","BOE Technology Group","Web Technology Group","BOE Technology Group","Web Technology Group","0.5","0.5"
"WekaMatchingRule","ft_id_740","dbpedia_3552","0.012903225806451613","0","114714.0","35000.0","114714.0","35000.0","0.920286","0.920286","NEC","Textron","NEC","Textron","0.0","0.0"
"WekaMatchingRule","ft_id_223","dbpedia_1899","0.012903225806451613",,"168000.0","10000.0","168000.0","10000.0","0.842","0.842","General Electric","Guitar Center","General Electric","Guitar Center","0.0","0.0"
"WekaMatchingRule","ft_id_718","dbpedia_889","0.012903225806451613","0","-99.0","2812.0","-99.0","2812.0","0.997089","0.997089","Korea Electric Power","Uniadex","Korea Electric Power","Uniadex","0.0","0.0"
"WekaMatchingRule","ft_id_1993","dbpedia_635","0.012903225806451613","0","25096.0","6705.0","25096.0","6705.0","0.981609","0.981609","Wingtech Technology","KfW","Wingtech Technology","KfW","0.0","0.0"
"WekaMatchingRule","ft_id_1589","dbpedia_6648","0.012903225806451613",,"5485.0","6000.0","5485.0","6000.0","0.999485","0.999485","Shionogi","DB Cargo Polska","Shionogi","DB Cargo Polska","0.0","0.0"
"WekaMatchingRule","ft_id_1964","dbpedia_3477","1.0","1","-99.0","66000.0","-99.0","66000.0","0.933901","0.933901","VEON","VEON","VEON","VEON","1.0","1.0"
