"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] NumberOfEmployeesComparatorPercentageSimilarity record1Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record2Value","[0] NumberOfEmployeesComparatorPercentageSimilarity record1PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity record2PreprocessedValue","[0] NumberOfEmployeesComparatorPercentageSimilarity similarity","[0] NumberOfEmployeesComparatorPercentageSimilarity postproccesedSimilarity","[1] CompanyNameComparatorLevenshteinSimilarity record1Value","[1] CompanyNameComparatorLevenshteinSimilarity record2Value","[1] CompanyNameComparatorLevenshteinSimilarity record1PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity record2PreprocessedValue","[1] CompanyNameComparatorLevenshteinSimilarity similarity","[1] CompanyNameComparatorLevenshteinSimilarity postproccesedSimilarity"
"WekaMatchingRule","ft_id_471","7.1m_992","0.0",,"-99.0","22805.0","-99.0","22805.0","0.799131769348827","0.799131769348827","Carrefour","capita","Carrefour","capita","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_861","7.1m_44",,"0","19300.0","127468.0","19300.0","127468.0","0.8302821100197697","0.8302821100197697","Roper Technologies","hcl technologies","Roper Technologies","hcl technologies","0.7222222222222222","0.7222222222222222"
"WekaMatchingRule","ft_id_196","7.1m_1551",,"0","104150.0","11374.0","104150.0","11374.0","0.8218415746519443","0.8218415746519443","Telefónica","givaudan","Telefónica","givaudan","0.0","0.0"
"WekaMatchingRule","ft_id_1015","7.1m_3057","0.0",,"34244.0","8860.0","34244.0","8860.0","0.8517462913211074","0.8517462913211074","Legrand","lenscrafters","Legrand","lenscrafters","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_46","7.1m_492","0.015873015873015872","0","87000.0","32132.0","87000.0","32132.0","0.8738666666666667","0.8738666666666667","RBC","rb","RBC","rb","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_1685","7.1m_1902",,"0","-99.0","8068.0","-99.0","8068.0","0.7975458601883986","0.7975458601883986","Chang Hwa Bank","sicredi","Chang Hwa Bank","sicredi","0.0","0.0"
"WekaMatchingRule","ft_id_221","7.1m_3222","0.0",,"79000.0","3021.0","79000.0","3021.0","0.8076481012658228","0.8076481012658228","Mondelez International","movie industry","Mondelez International","movie industry","0.31818181818181823","0.31818181818181823"
"WekaMatchingRule","ft_id_410","7.1m_631","1.0","1","-99.0","17548.0","-99.0","17548.0","0.7988716662867563","0.7988716662867563","Etisalat","etisalat","Etisalat","etisalat","1.0","1.0"
"WekaMatchingRule","ft_id_1646","7.1m_1854",,"0","4711.0","9643.0","4711.0","9643.0","0.8977081821010059","0.8977081821010059","BOK Financial","lpl financial","BOK Financial","lpl financial","0.7692307692307692","0.7692307692307692"
"WekaMatchingRule","ft_id_595","7.1m_16381","0.0",,"27015.0","1153.0","27015.0","1153.0","0.8085359985193411","0.8085359985193411","Telstra","terveystalo","Telstra","terveystalo","0.36363636363636365","0.36363636363636365"
"WekaMatchingRule","ft_id_610","7.1m_1357",,"0","120000.0","12326.0","120000.0","12326.0","0.8205433333333334","0.8205433333333334","Marriott International","mcdermott international inc.","Marriott International","mcdermott international inc.","0.6785714285714286","0.6785714285714286"
"WekaMatchingRule","ft_id_1522","7.1m_5474","0.0",,"26500.0","5168.0","26500.0","5168.0","0.8390037735849056","0.8390037735849056","Mondi","mondadori","Mondi","mondadori","0.5555555555555556","0.5555555555555556"
"WekaMatchingRule","ft_id_1292","7.1m_397","1.0","1","27303.0","23393.0","27303.0","23393.0","0.9713584587774238","0.9713584587774238","Nedbank","nedbank","Nedbank","nedbank","1.0","1.0"
"WekaMatchingRule","ft_id_286","7.1m_12315","0.0",,"27783.0","2222.0","27783.0","2222.0","0.8159953928661412","0.8159953928661412","Diageo","dichterbij","Diageo","dichterbij","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","ft_id_1177","7.1m_1681",,"0","44173.0","14986.0","44173.0","14986.0","0.8678514024404047","0.8678514024404047","China National Chemical","the co-operative group","China National Chemical","the co-operative group","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","ft_id_569","7.1m_26",,"0","50280.0","177368.0","50280.0","177368.0","0.8566956835505841","0.8566956835505841","Infineon Technologies","wipro technologies","Infineon Technologies","wipro technologies","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_1941","7.1m_11598","0.0",,"6000.0","1890.0","6000.0","1890.0","0.863","0.863","Albemarle","altimetrik","Albemarle","altimetrik","0.4","0.4"
"WekaMatchingRule","ft_id_1430","7.1m_1781","1.0","1","21600.0","8506.0","21600.0","8506.0","0.8787592592592592","0.8787592592592592","Henry Schein","henry schein","Henry Schein","henry schein","1.0","1.0"
"WekaMatchingRule","ft_id_38","7.1m_1405",,"0","205771.0","17111.0","205771.0","17111.0","0.8166311093399945","0.8166311093399945","BNP Paribas","albertsons","BNP Paribas","albertsons","0.09090909090909094","0.09090909090909094"
"WekaMatchingRule","ft_id_110","7.1m_481","1.0","1","-99.0","25036.0","-99.0","25036.0","0.7992091388400703","0.7992091388400703","Eni","eni","Eni","eni","1.0","1.0"
"WekaMatchingRule","ft_id_184","7.1m_796",,"0","99000.0","20022.0","99000.0","20022.0","0.8404484848484848","0.8404484848484848","Honeywell International","colliers international","Honeywell International","colliers international","0.6956521739130435","0.6956521739130435"
"WekaMatchingRule","ft_id_450","7.1m_664","1.0","1","48500.0","22827.0","48500.0","22827.0","0.8941319587628866","0.8941319587628866","Waste Management","waste management","Waste Management","waste management","1.0","1.0"
"WekaMatchingRule","ft_id_73","7.1m_19972","0.0",,"43000.0","1105.0","43000.0","1105.0","0.8051395348837209","0.8051395348837209","MetLife","metito","MetLife","metito","0.5714285714285714","0.5714285714285714"
"WekaMatchingRule","ft_id_45","7.1m_48","1.0","1","276000.0","139821.0","276000.0","139821.0","0.9013195652173913","0.9013195652173913","Nestlé","nestlé","Nestlé","nestlé","1.0","1.0"
"WekaMatchingRule","ft_id_71","7.1m_502",,"0","100920.0","25061.0","100920.0","25061.0","0.8496650812524772","0.8496650812524772","Roche Holding","statoil","Roche Holding","statoil","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","ft_id_89","7.1m_1288",,"0","36600.0","12527.0","36600.0","12527.0","0.8684535519125682","0.8684535519125682","American International Group","babcock international group","American International Group","babcock international group","0.75","0.75"
"WekaMatchingRule","ft_id_861","7.1m_50",,"0","19300.0","113434.0","19300.0","113434.0","0.8340285981275455","0.8340285981275455","Roper Technologies","huawei technologies","Roper Technologies","huawei technologies","0.736842105263158","0.736842105263158"
"WekaMatchingRule","ft_id_1046","7.1m_918",,"0","-99.0","20973.0","-99.0","20973.0","0.7990559290516378","0.7990559290516378","Wan Hai Lines","keybank","Wan Hai Lines","keybank","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","ft_id_1093","7.1m_529","1.0","1","51929.0","22587.0","51929.0","22587.0","0.8869918542625508","0.8869918542625508","Telecom Italia","telecom italia","Telecom Italia","telecom italia","1.0","1.0"
"WekaMatchingRule","ft_id_811","7.1m_1943",,"0","-99.0","5147.0","-99.0","5147.0","0.7961530988925588","0.7961530988925588","Apollo Global Management","younique products","Apollo Global Management","younique products","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","ft_id_455","7.1m_1486",,"0","11321.0","16680.0","11321.0","16680.0","0.9357434052757794","0.9357434052757794","Xcel Energy","university of tennessee","Xcel Energy","university of tennessee","0.21739130434782605","0.21739130434782605"
"WekaMatchingRule","ft_id_1616","7.1m_1313",,"0","3689.0","6226.0","3689.0","6226.0","0.9185030517185995","0.9185030517185995","Hachijuni Bank","中国平安保险（集团）股份有限公司  pingan china","Hachijuni Bank","中国平安保险（集团）股份有限公司  pingan china","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_1306","7.1m_272",,"0","8916.0","41033.0","8916.0","41033.0","0.8434577047742061","0.8434577047742061","AIB Group","bmw group","AIB Group","bmw group","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_373","7.1m_1147",,"0","210067.0","10372.0","210067.0","10372.0","0.8098749446605131","0.8098749446605131","Woolworths","deloitte india (offices of the us)","Woolworths","deloitte india (offices of the us)","0.17647058823529416","0.17647058823529416"
"WekaMatchingRule","ft_id_420","7.1m_10847","0.0",,"184034.0","2108.0","184034.0","2108.0","0.8022908810328526","0.8022908810328526","Canon","capio","Canon","capio","0.4","0.4"
"WekaMatchingRule","ft_id_677","7.1m_952",,"1","100000.0","20263.0","100000.0","20263.0","0.840526","0.840526","Ross Stores","ross stores, inc.","Ross Stores","ross stores, inc.","0.6470588235294117","0.6470588235294117"
"WekaMatchingRule","ft_id_348","7.1m_375","1.0","1","31000.0","47682.0","31000.0","47682.0","0.9300281028480349","0.9300281028480349","Texas Instruments","texas instruments","Texas Instruments","texas instruments","1.0","1.0"
"WekaMatchingRule","ft_id_41","7.1m_1712",,"0","300000.0","7550.0","300000.0","7550.0","0.8050333333333333","0.8050333333333333","CVS Health","nsw health","CVS Health","nsw health","0.7","0.7"
"WekaMatchingRule","ft_id_260","7.1m_1349",,"0","-99.0","15951.0","-99.0","15951.0","0.7987586985141997","0.7987586985141997","Seven & I Holdings","a.t. kearney","Seven & I Holdings","a.t. kearney","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_1828","7.1m_1803",,"0","-99.0","12126.0","-99.0","12126.0","0.7983671449777338","0.7983671449777338","Red Eléctrica","bosch rexroth","Red Eléctrica","bosch rexroth","0.07692307692307687","0.07692307692307687"
"WekaMatchingRule","ft_id_544","7.1m_1783",,"0","36499.0","16973.0","36499.0","16973.0","0.8930052878161046","0.8930052878161046","LG Electronics","sony electronics","LG Electronics","sony electronics","0.75","0.75"
"WekaMatchingRule","ft_id_537","7.1m_328",,"0","8819.0","31678.0","8819.0","31678.0","0.8556790201401604","0.8556790201401604","Samsung C&T","samsung","Samsung C&T","samsung","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_1648","7.1m_1649",,"0","-99.0","14364.0","-99.0","14364.0","0.7986215538847118","0.7986215538847118","China Communications Services","mcafee","China Communications Services","mcafee","0.1724137931034483","0.1724137931034483"
"WekaMatchingRule","ft_id_1577","7.1m_785",,"0","52354.0","9024.0","52354.0","9024.0","0.8344730106582114","0.8344730106582114","China Resources Gas Group","meb","China Resources Gas Group","meb","0.040000000000000036","0.040000000000000036"
"WekaMatchingRule","ft_id_490","7.1m_344",,"0","28500.0","46381.0","28500.0","46381.0","0.9228951510316724","0.9228951510316724","Paccar","british american tobacco","Paccar","british american tobacco","0.125","0.125"
"WekaMatchingRule","ft_id_95","7.1m_423",,"0","-99.0","66819.0","-99.0","66819.0","0.7997036770978314","0.7997036770978314","CITIC","walt disney world","CITIC","walt disney world","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","ft_id_958","7.1m_18334","0.0",,"155000.0","1412.0","155000.0","1412.0","0.8018219354838709","0.8018219354838709","Aptiv","apside","Aptiv","apside","0.5","0.5"
"WekaMatchingRule","ft_id_594","7.1m_669",,"0","58000.0","22350.0","58000.0","22350.0","0.8770689655172413","0.8770689655172413","Sysco","world vision","Sysco","world vision","0.16666666666666663","0.16666666666666663"
"WekaMatchingRule","ft_id_885","7.1m_1898","0.0",,"20142.0","7733.0","20142.0","7733.0","0.8767848277231656","0.8767848277231656","Ternium","telkomsel","Ternium","telkomsel","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_1529","7.1m_831","1.0","1","28000.0","15600.0","28000.0","15600.0","0.9114285714285715","0.9114285714285715","US Foods","us foods","US Foods","us foods","1.0","1.0"
"WekaMatchingRule","ft_id_1499","7.1m_639",,"0","49300.0","23550.0","49300.0","23550.0","0.8955375253549696","0.8955375253549696","BorgWarner","zte","BorgWarner","zte","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_41","7.1m_113","1.0","1","300000.0","70569.0","300000.0","70569.0","0.847046","0.847046","CVS Health","cvs health","CVS Health","cvs health","1.0","1.0"
"WekaMatchingRule","ft_id_1625","7.1m_1439",,"0","4018.0","47772.0","4018.0","47772.0","0.8168215691199866","0.8168215691199866","Nishi-nippon Financial Holdings","aiesec","Nishi-nippon Financial Holdings","aiesec","0.06451612903225812","0.06451612903225812"
"WekaMatchingRule","ft_id_1348","7.1m_1771",,"0","14000.0","9813.0","14000.0","9813.0","0.9401857142857143","0.9401857142857143","McCormick","deakin university","McCormick","deakin university","0.11764705882352944","0.11764705882352944"
"WekaMatchingRule","ft_id_1522","7.1m_3274","0.0",,"26500.0","9609.0","26500.0","9609.0","0.8725207547169811","0.8725207547169811","Mondi","modis","Mondi","modis","0.6","0.6"
"WekaMatchingRule","ft_id_19","7.1m_1146",,"0","203000.0","19177.0","203000.0","19177.0","0.8188935960591133","0.8188935960591133","AT&T","general dynamics","AT&T","general dynamics","0.0625","0.0625"
"WekaMatchingRule","ft_id_1968","7.1m_2861","0.0",,"4600.0","5267.0","4600.0","5267.0","0.9746724890829694","0.9746724890829694","Cadence Bank","capitec bank","Cadence Bank","capitec bank","0.5833333333333333","0.5833333333333333"
"WekaMatchingRule","ft_id_451","7.1m_1641","0.0",,"52450.0","11419.0","52450.0","11419.0","0.8435424213536702","0.8435424213536702","Henkel","healthsouth","Henkel","healthsouth","0.18181818181818177","0.18181818181818177"
"WekaMatchingRule","ft_id_1214","7.1m_1659",,"0","18084.0","12774.0","18084.0","12774.0","0.9412740544127406","0.9412740544127406","GAIL India","sc johnson","GAIL India","sc johnson","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","ft_id_808","7.1m_1859",,"0","181919.0","9670.0","181919.0","9670.0","0.8106311050522486","0.8106311050522486","HCL Technologies","tata technologies","HCL Technologies","tata technologies","0.7647058823529411","0.7647058823529411"
"WekaMatchingRule","ft_id_574","7.1m_844",,"0","36000.0","19604.0","36000.0","19604.0","0.9089111111111111","0.9089111111111111","Lumen Technologies","infineon technologies","Lumen Technologies","infineon technologies","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_557","7.1m_19555","0.0",,"114000.0","1166.0","114000.0","1166.0","0.8020456140350878","0.8020456140350878","Wesfarmers","wested","Wesfarmers","wested","0.4","0.4"
"WekaMatchingRule","ft_id_564","7.1m_255",,"0","121995.0","36464.0","121995.0","36464.0","0.8597794991598016","0.8597794991598016","Muyuan Foodstuff","qualcomm","Muyuan Foodstuff","qualcomm","0.1875","0.1875"
"WekaMatchingRule","ft_id_1380","7.1m_1651",,"0","-99.0","9861.0","-99.0","9861.0","0.7979920900517189","0.7979920900517189","VakifBank","akbank","VakifBank","akbank","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_991","7.1m_1172",,"0","37000.0","12898.0","37000.0","12898.0","0.869718918918919","0.869718918918919","Suzano Papel e Celulose","flowserve corporation","Suzano Papel e Celulose","flowserve corporation","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","ft_id_1893","7.1m_1019",,"0","2332.0","17681.0","2332.0","17681.0","0.8263785984955603","0.8263785984955603","Aozora Bank","us environmental protection agency (epa)","Aozora Bank","us environmental protection agency (epa)","0.125","0.125"
"WekaMatchingRule","ft_id_976","7.1m_833","0.0",,"40000.0","16039.0","40000.0","16039.0","0.880195","0.880195","Cintas","cipla","Cintas","cipla","0.5","0.5"
"WekaMatchingRule","ft_id_108","7.1m_734",,"0","174000.0","29184.0","174000.0","29184.0","0.833544827586207","0.833544827586207","Raytheon Technologies","ca technologies","Raytheon Technologies","ca technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_113","7.1m_16861","0.0",,"79000.0","710.0","79000.0","710.0","0.8017974683544304","0.8017974683544304","Coca-Cola","college","Coca-Cola","college","0.2222222222222222","0.2222222222222222"
"WekaMatchingRule","ft_id_1521","7.1m_1752","0.0",,"487.0","11097.0","487.0","11097.0","0.8087771469766604","0.8087771469766604","Gecina","gensler","Gecina","gensler","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","ft_id_953","7.1m_1444","1.0","1","55754.0","7782.0","55754.0","7782.0","0.8279154858844209","0.8279154858844209","Bank of Baroda","bank of baroda","Bank of Baroda","bank of baroda","1.0","1.0"
"WekaMatchingRule","ft_id_225","7.1m_285",,"0","147468.0","25324.0","147468.0","25324.0","0.8343450782542654","0.8343450782542654","Schneider Electric","faa","Schneider Electric","faa","0.0","0.0"
"WekaMatchingRule","ft_id_176","7.1m_1848",,"0","-99.0","13779.0","-99.0","13779.0","0.7985630306988896","0.7985630306988896","VINCI","hospira","VINCI","hospira","0.1428571428571429","0.1428571428571429"
"WekaMatchingRule","ft_id_425","7.1m_1284",,"0","-99.0","13093.0","-99.0","13093.0","0.7984877415412817","0.7984877415412817","China Yangtze Power","cdw","China Yangtze Power","cdw","0.10526315789473684","0.10526315789473684"
"WekaMatchingRule","ft_id_184","7.1m_766",,"0","99000.0","24410.0","99000.0","24410.0","0.8493131313131312","0.8493131313131312","Honeywell International","cb&i","Honeywell International","cb&i","0.04347826086956519","0.04347826086956519"
"WekaMatchingRule","ft_id_1591","7.1m_186",,"0","20000.0","53719.0","20000.0","53719.0","0.8744615499171615","0.8744615499171615","Owens Corning","jacobs","Owens Corning","jacobs","0.15384615384615385","0.15384615384615385"
"WekaMatchingRule","ft_id_1163","7.1m_1380",,"0","59.0","8677.0","59.0","8677.0","0.8013599170220123","0.8013599170220123","CJ Corporation","centene corporation","CJ Corporation","centene corporation","0.6842105263157895","0.6842105263157895"
"WekaMatchingRule","ft_id_119","7.1m_197","1.0","1","130000.0","41527.0","130000.0","41527.0","0.8638876923076924","0.8638876923076924","Thermo Fisher Scientific","thermo fisher scientific","Thermo Fisher Scientific","thermo fisher scientific","1.0","1.0"
"WekaMatchingRule","ft_id_1146","7.1m_177",,"0","71591.0","68830.0","71591.0","68830.0","0.992286739953346","0.992286739953346","Evraz Group","ikea group","Evraz Group","ikea group","0.6363636363636364","0.6363636363636364"
"WekaMatchingRule","ft_id_1173","7.1m_1843",,"0","33000.0","11275.0","33000.0","11275.0","0.8683333333333334","0.8683333333333334","Textron","industrial and commercial bank of china","Textron","industrial and commercial bank of china","0.10256410256410253","0.10256410256410253"
"WekaMatchingRule","ft_id_1109","7.1m_12447","0.0",,"-99.0","2006.0","-99.0","2006.0","0.7901296111665005","0.7901296111665005","Mediobanca","mersen","Mediobanca","mersen","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","ft_id_1653","7.1m_15618","0.0",,"427.0","858.0","427.0","858.0","0.8995337995337995","0.8995337995337995","Castellum","cafe","Castellum","cafe","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_1390","7.1m_110",,"0","15267.0","39862.0","15267.0","39862.0","0.876599267472781","0.876599267472781","Obayashi","ministerio de educación","Obayashi","ministerio de educación","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","ft_id_653","7.1m_1260",,"0","10300.0","16097.0","10300.0","16097.0","0.9279741566751568","0.9279741566751568","DTE Energy","lexmark international, inc.","DTE Energy","lexmark international, inc.","0.14814814814814814","0.14814814814814814"
"WekaMatchingRule","ft_id_1112","7.1m_1721",,"0","37000.0","6541.0","37000.0","6541.0","0.8353567567567568","0.8353567567567568","Beijing Enterprises","ministry of health saudi arabia","Beijing Enterprises","ministry of health saudi arabia","0.16129032258064513","0.16129032258064513"
"WekaMatchingRule","ft_id_180","7.1m_943","1.0","1","63698.0","17226.0","63698.0","17226.0","0.8540864705328268","0.8540864705328268","Anglo American","anglo american","Anglo American","anglo american","1.0","1.0"
"WekaMatchingRule","ft_id_445","7.1m_4096","0.0",,"28445.0","3233.0","28445.0","3233.0","0.822731587273686","0.822731587273686","Naspers","nada","Naspers","nada","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","ft_id_444","7.1m_1237",,"0","47000.0","13742.0","47000.0","13742.0","0.8584765957446808","0.8584765957446808","L3Harris Technologies","hexaware technologies","L3Harris Technologies","hexaware technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_274","7.1m_660",,"0","95850.0","20232.0","95850.0","20232.0","0.8422159624413146","0.8422159624413146","Volvo Group","volvo car group","Volvo Group","volvo car group","0.7333333333333334","0.7333333333333334"
"WekaMatchingRule","ft_id_1924","7.1m_335",,"0","2920.0","35128.0","2920.0","35128.0","0.8166249145980414","0.8166249145980414","Palantir Technologies","agilent technologies","Palantir Technologies","agilent technologies","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_546","7.1m_938",,"0","158000.0","9180.0","158000.0","9180.0","0.811620253164557","0.811620253164557","Magna International","nerium international","Magna International","nerium international","0.7","0.7"
"WekaMatchingRule","ft_id_1512","7.1m_1856",,"0","23000.0","12406.0","23000.0","12406.0","0.9078782608695652","0.9078782608695652","Performance Food Group","university of sheffield","Performance Food Group","university of sheffield","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","ft_id_685","7.1m_2755","0.0",,"-99.0","9406.0","-99.0","9406.0","0.7978949606634064","0.7978949606634064","Ferguson","ferrovial","Ferguson","ferrovial","0.33333333333333337","0.33333333333333337"
"WekaMatchingRule","ft_id_55","7.1m_439","1.0",,"109700.0","41048.0","109700.0","41048.0","0.8748368277119416","0.8748368277119416","Sony","sony","Sony","sony","1.0","1.0"
"WekaMatchingRule","ft_id_136","7.1m_225",,"0","77872.0","30115.0","77872.0","30115.0","0.8773448736387919","0.8773448736387919","China Shenhua Energy","los angeles unified school district","China Shenhua Energy","los angeles unified school district","0.17142857142857137","0.17142857142857137"
"WekaMatchingRule","ft_id_1584","7.1m_1380",,"0","941.0","8677.0","941.0","8677.0","0.8216895240290423","0.8216895240290423","Kiwoom Securities","centene corporation","Kiwoom Securities","centene corporation","0.21052631578947367","0.21052631578947367"
"WekaMatchingRule","ft_id_90","7.1m_796",,"0","135000.0","20022.0","135000.0","20022.0","0.8296622222222222","0.8296622222222222","Glencore International","colliers international","Glencore International","colliers international","0.6818181818181819","0.6818181818181819"
"WekaMatchingRule","ft_id_191","7.1m_1",,"0","40221.0","341369.0","40221.0","341369.0","0.8235645298782256","0.8235645298782256","ANZ","tata consultancy services","ANZ","tata consultancy services","0.07999999999999996","0.07999999999999996"
"WekaMatchingRule","ft_id_1430","7.1m_1507",,"0","21600.0","9289.0","21600.0","9289.0","0.8860092592592592","0.8860092592592592","Henry Schein","american electric power","Henry Schein","american electric power","0.17391304347826086","0.17391304347826086"
"WekaMatchingRule","ft_id_1786","7.1m_635","0.0",,"30000.0","28205.0","30000.0","28205.0","0.9880333333333333","0.9880333333333333","Manpower","marsh","Manpower","marsh","0.25","0.25"
"WekaMatchingRule","ft_id_31","7.1m_16470","0.0",,"189000.0","1168.0","189000.0","1168.0","0.8012359788359789","0.8012359788359789","Comcast","conafe","Comcast","conafe","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_158","7.1m_1974",,"0","80000.0","7110.0","80000.0","7110.0","0.817775","0.817775","Danaher","alaska airlines","Danaher","alaska airlines","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","ft_id_1299","7.1m_1486",,"0","-99.0","16680.0","-99.0","16680.0","0.7988129496402878","0.7988129496402878","Banco BPM","university of tennessee","Banco BPM","university of tennessee","0.08695652173913049","0.08695652173913049"
"WekaMatchingRule","ft_id_1694","7.1m_457",,"0","3.0","52594.0","3.0","52594.0","0.8000114081454158","0.8000114081454158","Iveco Group","adecco group","Iveco Group","adecco group","0.75","0.75"
"WekaMatchingRule","ft_id_74","7.1m_1308",,"0","-99.0","15815.0","-99.0","15815.0","0.7987480240278217","0.7987480240278217","BHP Group","oi s.a","BHP Group","oi s.a","0.11111111111111116","0.11111111111111116"
"WekaMatchingRule","ft_id_445","7.1m_4084","0.0",,"28445.0","3897.0","28445.0","3897.0","0.8274002460889436","0.8274002460889436","Naspers","nagarro","Naspers","nagarro","0.4285714285714286","0.4285714285714286"
"WekaMatchingRule","ft_id_1969","7.1m_352","0.0",,"20000.0","37881.0","20000.0","37881.0","0.9055938333201341","0.9055938333201341","Masco","mars","Masco","mars","0.4","0.4"
"WekaMatchingRule","ft_id_564","7.1m_1298",,"0","121995.0","5964.0","121995.0","5964.0","0.8097774498954875","0.8097774498954875","Muyuan Foodstuff","vinh phuc pharmaceutical joint - stock company","Muyuan Foodstuff","vinh phuc pharmaceutical joint - stock company","0.15217391304347827","0.15217391304347827"
"WekaMatchingRule","ft_id_1371","7.1m_117",,"0","38000.0","73081.0","38000.0","73081.0","0.9039941982184152","0.9039941982184152","Sonic Healthcare","ge healthcare","Sonic Healthcare","ge healthcare","0.6875","0.6875"
"WekaMatchingRule","ft_id_444","7.1m_50",,"0","47000.0","113434.0","47000.0","113434.0","0.8828675705696705","0.8828675705696705","L3Harris Technologies","huawei technologies","L3Harris Technologies","huawei technologies","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_780","7.1m_1088",,"0","11300.0","11506.0","11300.0","11506.0","0.9964192595167739","0.9964192595167739","KLA","weichert realtors","KLA","weichert realtors","0.05882352941176472","0.05882352941176472"
"WekaMatchingRule","ft_id_680","7.1m_1487","1.0","1","32647.0","12663.0","32647.0","12663.0","0.8775752749104052","0.8775752749104052","CarMax","carmax","CarMax","carmax","1.0","1.0"
"WekaMatchingRule","ft_id_1022","7.1m_373",,"0","10300.0","44327.0","10300.0","44327.0","0.8464728043855889","0.8464728043855889","Unum","university of washington","Unum","university of washington","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","ft_id_1757","7.1m_847",,"0","4476.0","26164.0","4476.0","26164.0","0.8342149518422259","0.8342149518422259","Shandong Hualu-Hengsheng Chemical","hertz","Shandong Hualu-Hengsheng Chemical","hertz","0.06060606060606055","0.06060606060606055"
"WekaMatchingRule","ft_id_1193","7.1m_4677","0.0",,"46447.0","2339.0","46447.0","2339.0","0.810071694619674","0.810071694619674","BBMG","bb","BBMG","bb","0.5","0.5"
"WekaMatchingRule","ft_id_1466","7.1m_324","1.0","1","96216.0","37834.0","96216.0","37834.0","0.8786438845929991","0.8786438845929991","SGS","sgs","SGS","sgs","1.0","1.0"
"WekaMatchingRule","ft_id_209","7.1m_466",,"0","24200.0","29689.0","24200.0","29689.0","0.9630233419785106","0.9630233419785106","Amgen","the janssen pharmaceutical companies of johnson & johnson","Amgen","the janssen pharmaceutical companies of johnson & johnson","0.07017543859649122","0.07017543859649122"
"WekaMatchingRule","ft_id_72","7.1m_1972",,"0","-99.0","7336.0","-99.0","7336.0","0.7973009814612868","0.7973009814612868","AIA Group","uba group","AIA Group","uba group","0.7777777777777778","0.7777777777777778"
"WekaMatchingRule","ft_id_563","7.1m_11827","0.015873015873015872",,"20300.0","1852.0","20300.0","1852.0","0.8182463054187192","0.8182463054187192","Markel","marketo","Markel","marketo","0.7142857142857143","0.7142857142857143"
"WekaMatchingRule","ft_id_444","7.1m_44",,"0","47000.0","127468.0","47000.0","127468.0","0.8737439984937396","0.8737439984937396","L3Harris Technologies","hcl technologies","L3Harris Technologies","hcl technologies","0.6666666666666667","0.6666666666666667"
"WekaMatchingRule","ft_id_408","7.1m_500","1.0","1","-99.0","30958.0","-99.0","30958.0","0.7993604237999871","0.7993604237999871","Heineken","heineken","Heineken","heineken","1.0","1.0"
"WekaMatchingRule","ft_id_1720","7.1m_575",,"0","277.0","16193.0","277.0","16193.0","0.8034212313962823","0.8034212313962823","Starwood Property Trust","generalitat de catalunya","Starwood Property Trust","generalitat de catalunya","0.08333333333333337","0.08333333333333337"
"WekaMatchingRule","ft_id_1026","7.1m_294","0.17391304347826086","0","-99.0","42688.0","-99.0","42688.0","0.7995361694152924","0.7995361694152924","Pegatron","pearson","Pegatron","pearson","0.625","0.625"
