"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"CeoNames","1.0","CeoNames-{ft_id_271}","ft_id_271","{[, Belén Garijo López, ]}","[, Belén Garijo López, ]",,
"Revenue","0.5","Revenue-{dbpedia_6582+ft_id_1652}","dbpedia_6582+ft_id_1652","{3500000000|6471000000}","3500000000",,
"Country","0.0","Country-{7.1m_3709+ft_id_163}","7.1m_3709+ft_id_163","{germany|Germany}","germany",,
"NumberOfEmployees","0.9333333333333333","NumberOfEmployees-{7.1m_127+7.1m_1853+7.1m_2630+7.1m_269+7.1m_2818+7.1m_294+7.1m_3242+7.1m_41+7.1m_5161+7.1m_5163+7.1m_5189+7.1m_5252+7.1m_5640+7.1m_5641+7.1m_5828+7.1m_6117+7.1m_652+7.1m_6643+7.1m_6662+7.1m_6667+7.1m_6792+7.1m_783+7.1m_804+dbpedia_2142+dbpedia_5696+dbpedia_650+ft_id_1406+ft_id_1908+ft_id_64+ft_id_85}","7.1m_127+7.1m_1853+7.1m_2630+7.1m_269+7.1m_2818+7.1m_294+7.1m_3242+7.1m_41+7.1m_5161+7.1m_5163+7.1m_5189+7.1m_5252+7.1m_5640+7.1m_5641+7.1m_5828+7.1m_6117+7.1m_652+7.1m_6643+7.1m_6662+7.1m_6667+7.1m_6792+7.1m_783+7.1m_804+dbpedia_2142+dbpedia_5696+dbpedia_650+ft_id_1406+ft_id_1908+ft_id_64+ft_id_85","{51919|4981|5791|24617|8065|42688|5494|146820|2817|3763|4361|7127|4075|2710|3757|4704|17359|1676|1638|3096|4075|19649|23760|46416|267000|172995|16700|5196|45532|309000}","267000","true","309000"
"Country","1.0","Country-{ft_id_366}","ft_id_366","{Hong Kong}","Hong Kong",,
"Country","0.5","Country-{7.1m_7+7.1m_78+ft_id_157+ft_id_22}","7.1m_7+7.1m_78+ft_id_157+ft_id_22","{united states|united states|United States|United States}","united states",,
"CeoNames","0.5","CeoNames-{dbpedia_4274+ft_id_1436}","dbpedia_4274+ft_id_1436","{[, , ]|[, Robert W. Martin, ]}","[, Robert W. Martin, ]",,
"CeoNames","0.6666666666666666","CeoNames-{dbpedia_2142+dbpedia_5696+dbpedia_650+ft_id_1026+ft_id_1406+ft_id_1908+ft_id_20+ft_id_64+ft_id_85}","dbpedia_2142+dbpedia_5696+dbpedia_650+ft_id_1026+ft_id_1406+ft_id_1908+ft_id_20+ft_id_64+ft_id_85","{[, , ]|[, , ]|[, , ]|[, Syh-Jang Liao, ]|[, Prahlad Ramadhar Singh, ]|[, Dean Kendal Finch, ]|[, Yi Lin Wang, ]|[, José Mauro Ferreira, ]|[, Ramon Luis Laguarta, ]}","[, , ]","true","[, Ramon Luis Laguarta, ]"
"Revenue","1.0","Revenue-{ft_id_70}","ft_id_70","{130498000000}","130498000000",,
"Revenue","0.5","Revenue-{dbpedia_1021+ft_id_677}","dbpedia_1021+ft_id_677","{11940000000|18916000000}","11940000000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1548+7.1m_6581+ft_id_1084}","7.1m_1548+7.1m_6581+ft_id_1084","{13491|3050|25549}","25549",,
"CeoNames","0.5","CeoNames-{dbpedia_3547+ft_id_885}","dbpedia_3547+ft_id_885","{[, , ]|[, Máximo Vedoya, ]}","[, Máximo Vedoya, ]",,
"Name","0.5","Name-{dbpedia_4976+ft_id_1209}","dbpedia_4976+ft_id_1209","{PGE Polska Grupa Energetyczna|PGE Polska Grupa Energetyczna}","PGE Polska Grupa Energetyczna",,
"City","0.0","City-{7.1m_1855+7.1m_5952+ft_id_1065+ft_id_183}","7.1m_1855+7.1m_5952+ft_id_1065+ft_id_183","{winnipeg|paris|New York|Amsterdam}","paris",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_4166+ft_id_582}","7.1m_4166+ft_id_582","{6734|11200}","11200",,
"Country","1.0","Country-{ft_id_367}","ft_id_367","{United States}","United States",,
"Country","1.0","Country-{ft_id_234}","ft_id_234","{Canada}","Canada",,
"CeoNames","0.5","CeoNames-{dbpedia_2843+ft_id_330}","dbpedia_2843+ft_id_330","{[, , ]|[, Shoji Muneoka, ]}","[, Shoji Muneoka, ]",,
"Revenue","0.5","Revenue-{dbpedia_725+ft_id_945}","dbpedia_725+ft_id_945","{1885000000|2114000000}","1885000000",,
"City","0.0","City-{7.1m_1247+7.1m_163+ft_id_111}","7.1m_1247+7.1m_163+ft_id_111","{phoenix|mclean|McLean}","McLean",,
"Industries","0.875","Industries-{7.1m_1002+7.1m_1685+7.1m_312+7.1m_3714+7.1m_381+7.1m_731+dbpedia_1035+ft_id_209}","7.1m_1002+7.1m_1685+7.1m_312+7.1m_3714+7.1m_381+7.1m_731+dbpedia_1035+ft_id_209","{[, semiconductors, ]|[, oil & energy, ]|[, biotechnology, ]|[, hospital & health care, ]|[, consumer goods, ]|[, food & beverages, ]|[, Biotechnology, ]|[, Drugs & Biotechnology, ]}","[]",,
"City","0.0","City-{7.1m_1383+7.1m_262+7.1m_3896+7.1m_390+ft_id_106+ft_id_1902}","7.1m_1383+7.1m_262+7.1m_3896+7.1m_390+ft_id_106+ft_id_1902","{dallas|sydney|kansas city|madison|Sydney|Kansas City}","Sydney",,
"Country","0.6666666666666666","Country-{7.1m_191+7.1m_2252+ft_id_258}","7.1m_191+7.1m_2252+ft_id_258","{united states|united states|United States}","United States","true","United States"
"CeoNames","0.3333333333333333","CeoNames-{dbpedia_5685+dbpedia_646+ft_id_1402}","dbpedia_5685+dbpedia_646+ft_id_1402","{[, , ]|[, , ]|[, Naoki Ono, ]}","[, , ]",,
"Country","0.0","Country-{7.1m_1392+7.1m_2732+7.1m_2940+7.1m_814+ft_id_674}","7.1m_1392+7.1m_2732+7.1m_2940+7.1m_814+ft_id_674","{luxembourg|france|united kingdom|spain|United Kingdom}","spain",,
"City","0.0","City-{7.1m_1242+ft_id_547}","7.1m_1242+ft_id_547","{norwood|Wilmington}","norwood",,
"Country","0.6666666666666666","Country-{7.1m_332+7.1m_3944+ft_id_565}","7.1m_332+7.1m_3944+ft_id_565","{united states|united states|United States}","United States",,
"FoundingYear","0.0","FoundingYear-{7.1m_4216+ft_id_1475}","7.1m_4216+ft_id_1475","{2014|1983}","1983",,
"Revenue","1.0","Revenue-{ft_id_951}","ft_id_951","{8171000000}","8171000000",,
"Country","0.23076923076923078","Country-{7.1m_1105+7.1m_1149+7.1m_2574+7.1m_2793+7.1m_3812+7.1m_47+7.1m_5379+7.1m_589+7.1m_6584+ft_id_1022+ft_id_124+ft_id_1680+ft_id_297}","7.1m_1105+7.1m_1149+7.1m_2574+7.1m_2793+7.1m_3812+7.1m_47+7.1m_5379+7.1m_589+7.1m_6584+ft_id_1022+ft_id_124+ft_id_1680+ft_id_297","{switzerland|united states|germany|united states|denmark|united kingdom|united states|united states|chile|United States|United Kingdom|Austria|Italy}","chile",,
"Country","0.36363636363636365","Country-{7.1m_1061+7.1m_111+7.1m_2216+7.1m_2716+7.1m_3063+7.1m_420+7.1m_5082+7.1m_812+ft_id_1580+ft_id_1781+ft_id_500}","7.1m_1061+7.1m_111+7.1m_2216+7.1m_2716+7.1m_3063+7.1m_420+7.1m_5082+7.1m_812+ft_id_1580+ft_id_1781+ft_id_500","{united states|united states|united states|colombia|austria|united kingdom|united kingdom|united states|United States|United States|United Kingdom}","austria",,
"Country","0.0","Country-{7.1m_294+7.1m_652+ft_id_1026}","7.1m_294+7.1m_652+ft_id_1026","{united kingdom|malaysia|Taiwan}","Taiwan",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1719+ft_id_210}","7.1m_1719+ft_id_210","{9489|29905}","29905",,
"Industries","1.0","Industries-{7.1m_6065+ft_id_1379}","7.1m_6065+ft_id_1379","{[, retail, ]|[, Food Markets, ]}","[]",,
"FoundingYear","1.0","FoundingYear-{7.1m_4174}","7.1m_4174","{1985}","1985",,
"CeoNames","0.5833333333333334","CeoNames-{dbpedia_2532+dbpedia_5025+dbpedia_5662+dbpedia_5684+dbpedia_6282+ft_id_1109+ft_id_1256+ft_id_1400+ft_id_167+ft_id_452+ft_id_626+ft_id_73}","dbpedia_2532+dbpedia_5025+dbpedia_5662+dbpedia_5684+dbpedia_6282+ft_id_1109+ft_id_1256+ft_id_1400+ft_id_167+ft_id_452+ft_id_626+ft_id_73","{[, , ]|[, , ]|[, , ]|[, , ]|[, , ]|[, Alberto Nicola Nagel, ]|[, Eric Richer la Flèche, ]|[, Marcos Eduardo Galperin, ]|[, Geoffrey Straub Martha, ]|[, Li Hsing Tsai, ]|[, Xing Wang, ]|[, Michel A. Khalaf, ]}","[, , ]",,
"Revenue","0.75","Revenue-{dbpedia_2482+dbpedia_3725+ft_id_1099+ft_id_1920+ft_id_215+ft_id_341+ft_id_353+ft_id_490}","dbpedia_2482+dbpedia_3725+ft_id_1099+ft_id_1920+ft_id_215+ft_id_341+ft_id_353+ft_id_490","{25600000000|7490000000000|4497000000|17123000000|25561000000|65975000000|28586000000|23539000000}","25600000000",,
"Name","1.0","Name-{7.1m_213+ft_id_122}","7.1m_213+ft_id_122","{costco wholesale|Costco Wholesale}","costco wholesale",,
"Industries","0.75","Industries-{7.1m_325+7.1m_5962+dbpedia_2300+ft_id_360}","7.1m_325+7.1m_5962+dbpedia_2300+ft_id_360","{[, information technology and services, ]|[, retail, ]|[, Food processing, ]|[, Food, Drink & Tobacco, ]}","[]",,
"Name","0.0","Name-{7.1m_430+ft_id_28}","7.1m_430+ft_id_28","{toyota|Total}","Total",,
"CeoNames","1.0","CeoNames-{ft_id_1603}","ft_id_1603","{[, Aneel Bhusri, ]}","[, Aneel Bhusri, ]",,
"CeoNames","1.0","CeoNames-{ft_id_1736}","ft_id_1736","{[, Nasser Al Awadhi, ]}","[, Nasser Al Awadhi, ]",,
"FoundingYear","0.0","FoundingYear-{7.1m_164+ft_id_613}","7.1m_164+ft_id_613","{1928|1924}","1924","false","1925"
"Country","0.2857142857142857","Country-{7.1m_3108+7.1m_4216+7.1m_4871+7.1m_854+ft_id_1053+ft_id_1475+ft_id_1505}","7.1m_3108+7.1m_4216+7.1m_4871+7.1m_854+ft_id_1053+ft_id_1475+ft_id_1505","{united states|united states|denmark|denmark|Austria|United States|United States}","denmark",,
"FoundingYear","1.0","FoundingYear-{ft_id_216}","ft_id_216","{1994}","1994",,
"CeoNames","0.5","CeoNames-{dbpedia_5763+ft_id_358}","dbpedia_5763+ft_id_358","{[, , ]|[, Todd J. Vasos, ]}","[, Todd J. Vasos, ]",,
"Country","0.0","Country-{7.1m_1377+ft_id_496}","7.1m_1377+ft_id_496","{denmark|Hong Kong}","denmark",,
"Country","1.0","Country-{ft_id_1787}","ft_id_1787","{Taiwan}","Taiwan",,
"Revenue","0.5","Revenue-{dbpedia_1738+ft_id_1774}","dbpedia_1738+ft_id_1774","{6940000000|9018000000}","6940000000",,
"Name","0.5","Name-{dbpedia_5349+ft_id_1317}","dbpedia_5349+ft_id_1317","{Brighthouse Financial|Brighthouse Financial}","Brighthouse Financial",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1778+ft_id_1549}","7.1m_1778+ft_id_1549","{7793|8735}","8735",,
"City","0.0","City-{7.1m_4751+ft_id_938}","7.1m_4751+ft_id_938","{warsaw|Warsaw}","warsaw",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_664+dbpedia_3829+ft_id_450}","7.1m_664+dbpedia_3829+ft_id_450","{22827|42300|48500}","42300",,
"Revenue","0.5","Revenue-{dbpedia_4939+ft_id_1439}","dbpedia_4939+ft_id_1439","{0|55000000}","0",,
"CeoNames","0.75","CeoNames-{dbpedia_2482+dbpedia_3725+ft_id_1099+ft_id_1920+ft_id_215+ft_id_341+ft_id_353+ft_id_490}","dbpedia_2482+dbpedia_3725+ft_id_1099+ft_id_1920+ft_id_215+ft_id_341+ft_id_353+ft_id_490","{[, , ]|[, , ]|[, Martin Mucci, ]|[, Robert Berthold Espey, ]|[, Daniel H. Schulman, ]|[, Yuki Kusumi, ]|[, Bob Bakish, ]|[, Preston R. Feight, ]}","[, , ]",,
"CeoNames","1.0","CeoNames-{ft_id_1604}","ft_id_1604","{[, Gil Shwed, ]}","[, Gil Shwed, ]",,
"FoundingYear","0.6666666666666666","FoundingYear-{7.1m_109+7.1m_3595+ft_id_683}","7.1m_109+7.1m_3595+ft_id_683","{2008|2008|2008}","2008",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_5776+ft_id_1656}","7.1m_5776+ft_id_1656","{4746|3716}","3716",,
"City","0.3333333333333333","City-{7.1m_2305+dbpedia_377+ft_id_843}","7.1m_2305+dbpedia_377+ft_id_843","{hershey|Hershey|Hershey}","Hershey",,
"Revenue","1.0","Revenue-{ft_id_1029}","ft_id_1029","{5820000000}","5820000000",,
"Industries","0.8461538461538461","Industries-{7.1m_1008+7.1m_2274+7.1m_283+7.1m_3068+7.1m_4570+7.1m_5363+7.1m_5749+7.1m_97+dbpedia_6117+dbpedia_6741+ft_id_1723+ft_id_252+ft_id_418}","7.1m_1008+7.1m_2274+7.1m_283+7.1m_3068+7.1m_4570+7.1m_5363+7.1m_5749+7.1m_97+dbpedia_6117+dbpedia_6741+ft_id_1723+ft_id_252+ft_id_418","{[, banking, ]|[, financial services, ]|[, pharmaceuticals, ]|[, banking, ]|[, banking, ]|[, electrical/electronic manufacturing, ]|[, banking, ]|[, financial services, ]|[, Artificial intelligence
				Cloud computing
				Internet, ]|[, Agribusiness
				Retail, ]|[, Trading Companies, ]|[, Drugs & Biotechnology, ]|[, IT Software & Services, ]}","[]",,
"Name","0.5","Name-{dbpedia_3070+ft_id_482}","dbpedia_3070+ft_id_482","{Hyundai Mobis|Hyundai Mobis}","Hyundai Mobis",,
"CeoNames","1.0","CeoNames-{ft_id_628}","ft_id_628","{[, Donald R. Lindsay, ]}","[, Donald R. Lindsay, ]",,
"City","1.0","City-{ft_id_600}","ft_id_600","{Rosemead}","Rosemead",,
"City","0.0","City-{7.1m_1270+7.1m_1764+7.1m_2627+7.1m_3399+7.1m_3509+7.1m_5197+7.1m_5804+ft_id_705}","7.1m_1270+7.1m_1764+7.1m_2627+7.1m_3399+7.1m_3509+7.1m_5197+7.1m_5804+ft_id_705","{cambridge|jakarta|bangalore|edison|clichy|berlin|warsaw|Cambridge}","edison",,
"Name","1.0","Name-{7.1m_1758+ft_id_464}","7.1m_1758+ft_id_464","{emirates nbd|Emirates NBD}","emirates nbd",,
"Revenue","1.0","Revenue-{ft_id_953}","ft_id_953","{12063000000}","12063000000",,
"Name","0.6666666666666666","Name-{7.1m_654+7.1m_77+ft_id_62}","7.1m_654+7.1m_77+ft_id_62","{procter & gamble|procter & gamble|Procter & Gamble}","procter & gamble",,
"NumberOfEmployees","0.9166666666666666","NumberOfEmployees-{7.1m_1416+7.1m_3291+7.1m_3633+7.1m_3954+7.1m_5190+7.1m_5494+7.1m_624+7.1m_6290+7.1m_964+dbpedia_3480+ft_id_147+ft_id_926}","7.1m_1416+7.1m_3291+7.1m_3633+7.1m_3954+7.1m_5190+7.1m_5494+7.1m_624+7.1m_6290+7.1m_964+dbpedia_3480+ft_id_147+ft_id_926","{31092|3272|6668|5981|3354|5832|21681|3844|15869|38000|21500|37000}","38000",,
"NumberOfEmployees","0.5","NumberOfEmployees-{dbpedia_901+ft_id_1312}","dbpedia_901+ft_id_1312","{2600|2993}","2600",,
"Revenue","0.14285714285714285","Revenue-{dbpedia_2202+dbpedia_4656+dbpedia_5964+dbpedia_6562+dbpedia_905+dbpedia_906+ft_id_255}","dbpedia_2202+dbpedia_4656+dbpedia_5964+dbpedia_6562+dbpedia_905+dbpedia_906+ft_id_255","{16730000000|16730000000|19200000000|19200000000|16730000000|19200000000|23737000000}","19200000000",,
"Name","0.1","Name-{7.1m_1144+7.1m_2454+7.1m_4346+7.1m_5568+7.1m_6928+7.1m_6983+7.1m_940+dbpedia_2905+ft_id_456+ft_id_918}","7.1m_1144+7.1m_2454+7.1m_4346+7.1m_5568+7.1m_6928+7.1m_6983+7.1m_940+dbpedia_2905+ft_id_456+ft_id_918","{consultant|corpoelec|copel|coats|colpatria|coutts|covidien|Corteva|Corteva|Covestro}","coats",,
"Country","1.0","Country-{ft_id_362}","ft_id_362","{United States}","United States",,
"City","0.0","City-{7.1m_5042+ft_id_1165}","7.1m_5042+ft_id_1165","{tokyo|Singapore}","tokyo",,
"Name","1.0","Name-{7.1m_4611+ft_id_1235}","7.1m_4611+ft_id_1235","{bluescope steel|Bluescope Steel}","bluescope steel",,
"CeoNames","1.0","CeoNames-{ft_id_1601}","ft_id_1601","{[, Richard Chen, ]}","[, Richard Chen, ]",,
"Revenue","1.0","Revenue-{dbpedia_5822+ft_id_1008}","dbpedia_5822+ft_id_1008","{10800000000|10898000000}","10800000000",,
"CeoNames","1.0","CeoNames-{ft_id_627}","ft_id_627","{[, Uday Kotak, ]}","[, Uday Kotak, ]",,
"City","1.0","City-{ft_id_1515}","ft_id_1515","{Boston}","Boston",,
"Revenue","0.3333333333333333","Revenue-{dbpedia_100+dbpedia_2058+ft_id_7}","dbpedia_100+dbpedia_2058+ft_id_7","{602560000000|153900000000|181420000000}","602560000000",,
"Industries","0.6666666666666666","Industries-{7.1m_6261+dbpedia_12+ft_id_1561}","7.1m_6261+dbpedia_12+ft_id_1561","{[, pharmaceuticals, ]|[, Medical device
				Pharmaceutical industry, ]|[, Drugs & Biotechnology, ]}","[]",,
"Name","1.0","Name-{7.1m_1374+ft_id_455}","7.1m_1374+ft_id_455","{xcel energy|Xcel Energy}","xcel energy",,
"Country","1.0","Country-{ft_id_1652}","ft_id_1652","{Brazil}","Brazil",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_4044+7.1m_5674+ft_id_1154}","7.1m_4044+7.1m_5674+ft_id_1154","{4968|9018|69000}","69000",,
"City","0.0","City-{7.1m_2326+7.1m_3217+ft_id_135}","7.1m_2326+7.1m_3217+ft_id_135","{madrid|bilbao|Bilbao}","Bilbao",,
"Revenue","0.3333333333333333","Revenue-{dbpedia_2283+dbpedia_2923+ft_id_548}","dbpedia_2283+dbpedia_2923+ft_id_548","{1508|14700000000|19994000000}","14700000000",,
"Country","0.0","Country-{7.1m_393+ft_id_266}","7.1m_393+ft_id_266","{united states|United States}","United States",,
"Revenue","0.5","Revenue-{dbpedia_2366+ft_id_1668}","dbpedia_2366+ft_id_1668","{6067000000|2076000000}","6067000000",,
"CeoNames","1.0","CeoNames-{ft_id_1735}","ft_id_1735","{[, Udit Batra, ]}","[, Udit Batra, ]",,
"Country","1.0","Country-{ft_id_363}","ft_id_363","{Japan}","Japan",,
"Name","0.15384615384615385","Name-{7.1m_104+7.1m_1541+7.1m_1550+7.1m_2476+7.1m_4077+7.1m_434+7.1m_541+7.1m_5707+7.1m_6100+7.1m_825+ft_id_1756+ft_id_25+ft_id_94}","7.1m_104+7.1m_1541+7.1m_1550+7.1m_2476+7.1m_4077+7.1m_434+7.1m_541+7.1m_5707+7.1m_6100+7.1m_825+ft_id_1756+ft_id_25+ft_id_94","{chevron|chili's|chick-fil-a|chs|chep|chubb|chase|christie's|church|chanel|Chewy|Chevron|Chubb}","chs",,
"CeoNames","1.0","CeoNames-{ft_id_1868}","ft_id_1868","{[, Lino A. Saputo, ]}","[, Lino A. Saputo, ]",,
"Industries","1.0","Industries-{dbpedia_2698+ft_id_1205}","dbpedia_2698+ft_id_1205","{[, Manufacturing, ]|[, Chemicals, ]}","[]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1142+7.1m_2321+7.1m_2323+7.1m_2960+7.1m_4874+7.1m_728+ft_id_1478+ft_id_775}","7.1m_1142+7.1m_2321+7.1m_2323+7.1m_2960+7.1m_4874+7.1m_728+ft_id_1478+ft_id_775","{29639|11170|18141|11071|4358|17075|16600|39000}","39000",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_911+dbpedia_6456}","7.1m_911+dbpedia_6456","{12919|37670}","37670",,
"FoundingYear","1.0","FoundingYear-{ft_id_213}","ft_id_213","{1781}","1781",,
"Country","0.0","Country-{7.1m_4845+ft_id_161}","7.1m_4845+ft_id_161","{sweden|United States}","sweden",,
"Name","0.18181818181818182","Name-{7.1m_1711+7.1m_2826+7.1m_439+7.1m_4915+7.1m_88+dbpedia_3107+dbpedia_6220+ft_id_1328+ft_id_385+ft_id_43+ft_id_55}","7.1m_1711+7.1m_2826+7.1m_439+7.1m_4915+7.1m_88+dbpedia_3107+dbpedia_6220+ft_id_1328+ft_id_385+ft_id_43+ft_id_55","{sobeys|softserve|sony|soriana|sodexo|Sony|Sony|Sofina|Sompo|Softbank|Sony}","Sony",,
"Country","0.0","Country-{7.1m_1969+ft_id_789}","7.1m_1969+ft_id_789","{united states|United States}","United States",,
"Industries","1.0","Industries-{7.1m_1821+ft_id_1462}","7.1m_1821+ft_id_1462","{[, public policy, ]|[, Oil & Gas Operations, ]}","[]",,
"Country","0.0","Country-{7.1m_4346+7.1m_6983+ft_id_456}","7.1m_4346+7.1m_6983+ft_id_456","{brazil|united kingdom|United States}","brazil",,
"CeoNames","0.5","CeoNames-{dbpedia_4601+ft_id_249}","dbpedia_4601+ft_id_249","{[, , ]|[, Phebe N. Novakovic, ]}","[, Phebe N. Novakovic, ]",,
"Name","0.0","Name-{7.1m_1391+ft_id_95}","7.1m_1391+ft_id_95","{cic|CITIC}","cic",,
"City","0.0","City-{7.1m_1326+7.1m_1612+7.1m_531+7.1m_722+ft_id_1064}","7.1m_1326+7.1m_1612+7.1m_531+7.1m_722+ft_id_1064","{brussels|aurora|los angeles|san francisco|Brussels}","aurora","false","Brussels"
"Revenue","0.5","Revenue-{dbpedia_1009+ft_id_1634}","dbpedia_1009+ft_id_1634","{4677|7066000000}","4677",,
"City","0.0","City-{7.1m_2873+ft_id_1701}","7.1m_2873+ft_id_1701","{westborough|Westborough}","Westborough",,
"Country","0.0","Country-{7.1m_56+ft_id_171}","7.1m_56+ft_id_171","{united states|United States}","united states",,
"Industries","1.0","Industries-{7.1m_3063+ft_id_1580}","7.1m_3063+ft_id_1580","{[, automotive, ]|[, Chemicals, ]}","[]",,
"Revenue","1.0","Revenue-{ft_id_1761}","ft_id_1761","{9521000000}","9521000000",,
"Name","0.0","Name-{dbpedia_952+ft_id_1381}","dbpedia_952+ft_id_1381","{Cadence Design Systems|Cadence Design}","Cadence Design",,
"CeoNames","0.5","CeoNames-{dbpedia_4373+ft_id_479}","dbpedia_4373+ft_id_479","{[, , ]|[, Nicholas Jonathan Read, ]}","[, Nicholas Jonathan Read, ]",,
"Industries","0.6666666666666666","Industries-{7.1m_3141+dbpedia_5620+ft_id_1585}","7.1m_3141+dbpedia_5620+ft_id_1585","{[, computer & network security, ]|[, Cloud computing
				Computer security
				Network security, ]|[, Technology Hardware & Equipment, ]}","[]",,
"CeoNames","1.0","CeoNames-{ft_id_504}","ft_id_504","{[, Timothy M. Archer, ]}","[, Timothy M. Archer, ]",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_843+ft_id_120}","7.1m_843+ft_id_120","{29711|77795}","77795",,
"NumberOfEmployees","1.0","NumberOfEmployees-{7.1m_1960+ft_id_1440}","7.1m_1960+ft_id_1440","{9597|39602}","39602",,
"Revenue","0.3333333333333333","Revenue-{dbpedia_3559+dbpedia_4772+ft_id_292}","dbpedia_3559+dbpedia_4772+ft_id_292","{291490000000|43360000000|50914000000}","291490000000",,
"City","1.0","City-{ft_id_863}","ft_id_863","{Tokyo}","Tokyo",,
"Name","0.0","Name-{7.1m_1107+7.1m_1867+7.1m_4041+7.1m_4494+7.1m_476+7.1m_5414+ft_id_165}","7.1m_1107+7.1m_1867+7.1m_4041+7.1m_4494+7.1m_476+7.1m_5414+ft_id_165","{brookdale|broadridge|brd|brown-forman|brf|brocade|Broadcom}","brd",,
"FoundingYear","1.0","FoundingYear-{ft_id_212}","ft_id_212","{1902}","1902",,
"Industries","1.0","Industries-{7.1m_3248+ft_id_1604}","7.1m_3248+ft_id_1604","{[, computer & network security, ]|[, IT Software & Services, ]}","[]",,
"CeoNames","0.75","CeoNames-{dbpedia_241+ft_id_1044+ft_id_191+ft_id_1935}","dbpedia_241+ft_id_1044+ft_id_191+ft_id_1935","{[, , ]|[, Iván Arriagada Herrera, ]|[, Shayne Cary Elliott, ]|[, Ajei S. Gopal, ]}","[, Ajei S. Gopal, ]",,
"Name","0.5","Name-{dbpedia_4995+ft_id_194}","dbpedia_4995+ft_id_194","{HCA Healthcare|HCA Healthcare}","HCA Healthcare",,
"FoundingYear","1.0","FoundingYear-{7.1m_284+ft_id_472}","7.1m_284+ft_id_472","{1935|1935}","1935",,
"Country","0.4090909090909091","Country-{7.1m_1392+7.1m_2014+7.1m_2344+7.1m_2732+7.1m_2940+7.1m_296+7.1m_3804+7.1m_3921+7.1m_4142+7.1m_470+7.1m_4777+7.1m_4849+7.1m_4922+7.1m_4929+7.1m_5361+7.1m_5751+7.1m_814+ft_id_1535+ft_id_1699+ft_id_318+ft_id_643+ft_id_674}","7.1m_1392+7.1m_2014+7.1m_2344+7.1m_2732+7.1m_2940+7.1m_296+7.1m_3804+7.1m_3921+7.1m_4142+7.1m_470+7.1m_4777+7.1m_4849+7.1m_4922+7.1m_4929+7.1m_5361+7.1m_5751+7.1m_814+ft_id_1535+ft_id_1699+ft_id_318+ft_id_643+ft_id_674","{luxembourg|united states|united states|france|united kingdom|india|united states|united kingdom|united states|united states|united states|united states|india|united states|germany|united states|spain|France|United States|Spain|France|United Kingdom}","spain",,
"Name","1.0","Name-{7.1m_539+ft_id_92}","7.1m_539+ft_id_92","{anheuser-busch inbev|Anheuser-Busch InBev}","Anheuser-Busch InBev",,
"Name","0.6666666666666666","Name-{7.1m_645+dbpedia_6693+ft_id_141}","7.1m_645+dbpedia_6693+ft_id_141","{charles schwab|Charles Schwab Corporation|Charles Schwab}","charles schwab",,
"CeoNames","0.5","CeoNames-{dbpedia_6243+ft_id_22}","dbpedia_6243+ft_id_22","{[, , ]|[, C. Douglas McMillon, ]}","[, C. Douglas McMillon, ]",,
"City","0.0","City-{7.1m_5919+ft_id_1278}","7.1m_5919+ft_id_1278","{france|Paris}","Paris",,
"CeoNames","0.75","CeoNames-{dbpedia_1319+dbpedia_6329+dbpedia_649+ft_id_1522+ft_id_1911+ft_id_372+ft_id_708+ft_id_849}","dbpedia_1319+dbpedia_6329+dbpedia_649+ft_id_1522+ft_id_1911+ft_id_372+ft_id_708+ft_id_849","{[, , ]|[, , ]|[, , ]|[, Andrew King, ]|[, Dev C. Ittycheria, ]|[, Stéphane Bancel, ]|[, James Calvin O'Rourke, ]|[, Robert Scott Fauber, ]}","[, , ]",,
"CeoNames","0.6666666666666666","CeoNames-{dbpedia_6672+ft_id_1571+ft_id_596}","dbpedia_6672+ft_id_1571+ft_id_596","{[, , ]|[, Jay Farner, ]|[, Anthony Staffieri, ]}","[, Anthony Staffieri, ]",,
"FoundingYear","1.0","FoundingYear-{7.1m_5714+ft_id_706}","7.1m_5714+ft_id_706","{1926|1926}","1926",,
"Name","0.0","Name-{dbpedia_4270+ft_id_798}","dbpedia_4270+ft_id_798","{Siemens Energy AG|Siemens Energy}","Siemens Energy",,
