"RecordIDS","AverageConsistency","Name-Consistency","Name-Values","Country-Consistency","Country-Values","NumberOfEmployees-Consistency","NumberOfEmployees-Values","Revenue-Consistency","Revenue-Values","FoundingYear-Consistency","FoundingYear-Values","Industries-Consistency","Industries-Values","City-Consistency","City-Values","Website-Consistency","Website-Values","CeoNames-Consistency","CeoNames-Values"
"7.1m_24306+dbpedia_2914","1.0","1.0","{cubesmart|CubeSmart}","1.0","{united states}","1.0","{925|3011}","1.0","{643000000}","1.0","{2004}","1.0","{[, real estate, ]|[, Real estate investment trust, ]}","1.0","{malvern}",,,"1.0","{[, , ]}"
"7.1m_39489+dbpedia_2879","1.0","1.0","{brixmor property group|Brixmor Property Group}","1.0","{united states}","1.0","{674|477}","1.0","{1168000000}",,,"1.0","{[, commercial real estate, ]|[, Real estate investment trust, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"7.1m_3761+dbpedia_2471","1.0","1.0","{dow corning|Dow Corning}","1.0","{united states}","1.0","{8000|12000}","1.0","{6120000000}","1.0","{1943}","1.0","{[, chemicals, ]|[, Manufacturing, ]}","1.0","{midland}",,,"1.0","{[, , ]}"
"7.1m_41564+dbpedia_959","1.0","1.0","{camden national bank|Camden National Bank}","1.0","{united states}","1.0","{513|631}","1.0","{153000000}","1.0","{1875}","1.0","{[, banking, ]|[, Bank, ]}","1.0","{camden}",,,"1.0","{[, , ]}"
"7.1m_13097+dbpedia_3005","0.875","0.0","{naes corporation|Nass Corporation}","1.0","{united states}","1.0","{1657|4000}","1.0","{182000000}","1.0","{1980}","1.0","{[, utilities, ]|[, Asphalt
				Concrete
				Construction
				Dredging
				Engineering
				Equipment
				Food industry
				Ice
				Landscaping
				Sand
				Scaffolding
				Water, ]}","1.0","{issaquah}",,,"1.0","{[, , ]}"
"7.1m_158207+dbpedia_3986","1.0","1.0","{galenika a.d.|Galenika a.d.}",,,"1.0","{114|887}","1.0","{55210000}",,,"1.0","{[, information technology and services, ]|[, Pharmaceutical industry, ]}",,,,,"1.0","{[, , ]}"
"7.1m_446+dbpedia_1982+ft_id_263","0.5555555555555556","0.6666666666666666","{air liquide|Air Liquide|Air Liquide}","0.0","{france|France}","0.6666666666666666","{29479|66000|66436}","0.5","{23330000000|27581000000}","1.0","{1902|1902}","0.6666666666666666","{[, utilities, ]|[, Chemical industry
				Engineering
				Health care, ]|[, Chemicals, ]}","0.0","{paris|Paris}","1.0","{http://www.airliquide.com/fr}","0.5","{[, , ]|[, Benoît Potier, ]}"
"7.1m_2552+7.1m_72123+dbpedia_3739","0.875","0.6666666666666666","{glencore|glencore|Glencore}","1.0","{switzerland}","0.6666666666666666","{7764|217|135000}","1.0","{203751000000}","1.0","{1974}","0.6666666666666666","{[, mining & metals, ]|[, mining & metals, ]|[, Commodity
				Metal
				Mining, ]}","1.0","{baar}",,,"1.0","{[, , ]}"
"7.1m_16921+dbpedia_2004","1.0","1.0","{avista|Avista}","1.0","{united states}","1.0","{1080|1982}","1.0","{1473000000}",,,"1.0","{[, utilities, ]|[, Energy
				Public utility, ]}","1.0","{spokane}",,,"1.0","{[, , ]}"
"7.1m_47049+dbpedia_264","1.0","1.0","{nerdwallet|NerdWallet}","1.0","{united states}","1.0","{536|384}","1.0","{100000000}","1.0","{2009}","1.0","{[, internet, ]|[, Financial technology
				Personal finance, ]}","1.0","{san francisco}",,,"1.0","{[, , ]}"
"7.1m_93195+dbpedia_3998","1.0","1.0","{hesburger|Hesburger}",,,"1.0","{752|6700}","1.0","{325000000}","1.0","{1966}","1.0","{[, restaurants, ]|[, Restaurant, ]}",,,,,"1.0","{[, , ]}"
"7.1m_59953+dbpedia_4394","1.0","1.0","{impinj|Impinj}","1.0","{united states}","1.0","{418|310}","1.0","{138900000}","1.0","{2000}","1.0","{[, information technology and services, ]|[, Radio-frequency identification, ]}","1.0","{seattle}",,,"1.0","{[, , ]}"
"7.1m_58978+dbpedia_3845","1.0","1.0","{air seychelles|Air Seychelles}",,,"1.0","{381|650}","1.0","{106900000}",,,"1.0","{[, airlines/aviation, ]|[, Airline, ]}",,,,,"1.0","{[, , ]}"
"7.1m_122488+dbpedia_5300","1.0","1.0","{telelogic|Telelogic}","1.0","{sweden}","1.0","{942|1237}","1.0","{1524}","1.0","{1983}","1.0","{[, computer software, ]|[, Information technology, ]}","1.0","{malmö}",,,"1.0","{[, , ]}"
"7.1m_32655+dbpedia_4264","1.0","1.0","{jbg smith|JBG Smith}","1.0","{united states}","1.0","{780|1050}","1.0","{602000000}","1.0","{1960}","1.0","{[, real estate, ]|[, Real estate investment trust, ]}","1.0","{chevy chase}",,,"1.0","{[, , ]}"
"7.1m_19942+dbpedia_286+ft_id_1502","0.8518518518518519","0.6666666666666666","{unibail-rodamco-westfield|Unibail-Rodamco-Westfield|Unibail-Rodamco}","1.0","{France}","1.0","{598|3100}","1.0","{5400000000|2978000000}","0.0","{2018|2007}","1.0","{[, commercial real estate, ]|[, Commercial property, ]|[, Construction, ]}","1.0","{Paris}","1.0","{http://www.urw.com}","1.0","{[, , ]|[, Jean-Marie Tritant, ]}"
"7.1m_1447+dbpedia_3713","1.0","1.0","{smith & nephew|Smith & Nephew}","1.0","{united kingdom}","1.0","{13526|17500}","1.0","{5212}","1.0","{1856}","1.0","{[, medical devices, ]|[, Medical device, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_37973+dbpedia_3105","1.0","1.0","{helibras|Helibras}","1.0","{brazil}","1.0","{787|500}","1.0","{703000000}","1.0","{1978}","1.0","{[, aviation & aerospace, ]|[, Aerospace
				Arms industry, ]}","1.0","{itajuba}",,,"1.0","{[, , ]}"
"7.1m_57736+dbpedia_630","1.0","1.0","{karafarin bank|Karafarin Bank}",,,"1.0","{332|1850}","1.0","{800000000}",,,"1.0","{[, banking, ]|[, Bank, ]}",,,,,"1.0","{[, , ]}"
"7.1m_44513+dbpedia_3463","1.0","1.0","{newk's eatery|Newk's Eatery}","1.0","{united states}","1.0","{791|5000}","1.0","{141000000}","1.0","{2004}","1.0","{[, food & beverages, ]|[, Restaurant, ]}","1.0","{jackson}",,,"1.0","{[, , ]}"
"7.1m_7074+dbpedia_4935","1.0","1.0","{nova chemicals|Nova Chemicals}","1.0","{canada}","1.0","{3382|2800}","1.0","{3512000000}",,,"1.0","{[, chemicals, ]|[, Petrochemical industry, ]}","1.0","{calgary}",,,"1.0","{[, , ]}"
"7.1m_12036+dbpedia_2322+dbpedia_5440+dbpedia_5441","0.6458333333333333","0.5","{ams ag|Ams AG|Ams AG|Ams AG}","1.0","{austria}","0.5","{1480|9000|9000|9000}","0.3333333333333333","{1100000000|1400000000|1900000000}","1.0","{1981}","0.5","{[, semiconductors, ]|[, Semiconductor, ]|[, Semiconductor, ]|[, Semiconductor, ]}","1.0","{unterpremstaetten}",,,"0.3333333333333333","{[, , ]|[, , ]|[, , ]}"
"7.1m_122985+7.1m_37877+dbpedia_2133","0.7083333333333334","0.6666666666666666","{hill international|hillel international|Hill International}","0.0","{austria|united states}","1.0","{273|1757|2664}","1.0","{429000000}","1.0","{1975}","1.0","{[, human resources, ]|[, non-profit organization management, ]|[, Professional services, ]}","0.0","{vienna|washington}",,,"1.0","{[, , ]}"
"7.1m_73400+dbpedia_2176","0.875","0.0","{zix corporation|Zi Corporation}","1.0","{united states}","1.0","{403|77}","1.0","{13323492}","1.0","{1998}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{dallas}",,,"1.0","{[, , ]}"
"7.1m_11902+dbpedia_3484+ft_id_1474","0.5555555555555556","0.6666666666666666","{verisk analytics|Verisk Analytics|Verisk Analytics}","0.0","{united states|United States}","0.6666666666666666","{1661|9300|9367}","0.5","{2100000000|2999000000}","1.0","{1971|1971}","0.6666666666666666","{[, information services, ]|[, Analytics
				Risk assessment, ]|[, Insurance, ]}","0.0","{jersey city|Jersey City}","1.0","{http://www.verisk.com}","0.5","{[, , ]|[, Scott G. Stephenson, ]}"
"7.1m_69818+dbpedia_6124","1.0","1.0","{trident microsystems|Trident Microsystems}","1.0","{united states}","1.0","{1099|565}","1.0","{271000000}","1.0","{1987}","1.0","{[, semiconductors, ]|[, Fabless manufacturing, ]}","1.0","{sunnyvale}",,,"1.0","{[, , ]}"
"7.1m_15377+dbpedia_5177","1.0","1.0","{affinion group|Affinion Group}","1.0","{united states}","1.0","{2675|3369}","1.0","{1169800000}","1.0","{2005}","1.0","{[, marketing and advertising, ]|[, Identity theft
				Insurance
				Loyalty marketing, ]}","1.0","{stamford}",,,"1.0","{[, , ]}"
"7.1m_5340+dbpedia_4628+ft_id_864","0.5555555555555556","0.6666666666666666","{rakuten|Rakuten|Rakuten}","0.0","{japan|Japan}","0.6666666666666666","{3976|18364|28261}","0.5","{1263|15306000000}","1.0","{1997|1997}","0.6666666666666666","{[, internet, ]|[, E-commerce
				Financial technology, ]|[, Business Services & Supplies, ]}","0.0","{tokyo|Tokyo}","1.0","{http://corp.rakuten.co.jp}","0.5","{[, , ]|[, Hiroshi Mikitani, ]}"
"7.1m_71126+dbpedia_1681","1.0","1.0","{knight capital group|Knight Capital Group}",,,"1.0","{826|1418}","1.0","{1404000000}",,,"1.0","{[, financial services, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_4828+dbpedia_6091+ft_id_369","0.5555555555555556","0.6666666666666666","{fortescue metals group|Fortescue Metals Group|Fortescue Metals Group}","0.0","{australia|Australia}","0.6666666666666666","{4453|11000|10164}","0.5","{17620000000|20935000000}","1.0","{2003|2003}","0.6666666666666666","{[, mining & metals, ]|[, Metal
				Mining, ]|[, Materials, ]}","0.0","{east perth|East Perth}","1.0","{http://www.fmgl.com.au}","0.5","{[, , ]|[, Elizabeth Anne Gaines, ]}"
"7.1m_10075+dbpedia_5837+dbpedia_6437","0.7083333333333333","0.3333333333333333","{eletrobrás|Eletrobras|Eletrobras}","1.0","{brazil}","0.6666666666666666","{2712|700|25809}","0.5","{11400000000|11400000000}","1.0","{1962}","0.6666666666666666","{[, oil & energy, ]|[, Electricity, ]|[, Electricity, ]}","1.0","{rio de janeiro}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_3395+dbpedia_2124","1.0","1.0","{bradesco seguros|Bradesco Seguros}","1.0","{brazil}","1.0","{6675|7000}","1.0","{22400000000}","1.0","{1936}","1.0","{[, insurance, ]|[, Financial services, ]}","1.0","{barueri}",,,"1.0","{[, , ]}"
"7.1m_67358+dbpedia_5918","1.0","1.0","{nelvana|Nelvana}","1.0","{canada}","1.0","{768|200}","1.0","{600000000}","1.0","{1971}","1.0","{[, animation, ]|[, Animation, ]}","1.0","{toronto}",,,"1.0","{[, , ]}"
"7.1m_3665+dbpedia_6473","1.0","1.0","{nexans|Nexans}","1.0","{france}","1.0","{6152|26000}","1.0","{6400000000}","1.0","{2000}","1.0","{[, oil & energy, ]|[, Manufacturing
				Technology, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"7.1m_10053+dbpedia_975","1.0","1.0","{claas|Claas}","1.0","{germany}","1.0","{2600|11448}","1.0","{3}","1.0","{1913}","1.0","{[, machinery, ]|[, Agricultural machinery, ]}","1.0","{harsewinkel}",,,"1.0","{[, , ]}"
"dbpedia_3435+ft_id_377","0.8888888888888888","0.0","{State Street Corporation|State Street}","1.0","{United States}","1.0","{39439|38784}","1.0","{11700000000|11545000000}","1.0","{1792}","1.0","{[, Financial services, ]|[, Diversified Financials, ]}","1.0","{Boston}","1.0","{http://www.statestreet.com}","1.0","{[, , ]|[, Ronald Philip O'Hanley III, ]}"
"7.1m_33167+dbpedia_1286","1.0","1.0","{meridian energy|Meridian Energy}","1.0","{new zealand}","1.0","{1140|959}","1.0","{2319}","1.0","{1999}","1.0","{[, utilities, ]|[, Electricity generation
				Electricity retailing, ]}","1.0","{pleasanton}",,,"1.0","{[, , ]}"
"7.1m_7874+dbpedia_5974","1.0","1.0","{vanke|Vanke}","1.0","{china}","1.0","{2289|131505}","1.0","{53253000000}","1.0","{1984}","1.0","{[, real estate, ]|[, Real estate, ]}","1.0","{shenzhen}",,,"1.0","{[, , ]}"
"7.1m_21426+dbpedia_201","1.0","1.0","{rafael advanced defense systems|Rafael Advanced Defense Systems}","1.0","{israel}","1.0","{1822|7000}","1.0","{2700000000}","1.0","{1948}","1.0","{[, defense & space, ]|[, Aerospace
				Arms industry, ]}","1.0","{haifa}",,,"1.0","{[, , ]}"
"7.1m_7366+dbpedia_5675+dbpedia_5676+ft_id_720","0.35185185185185186","0.5","{mitsubishi heavy industries|Mitsubishi Heavy Industries|Mitsubishi Heavy Industries|Mitsubishi Heavy Industries}","0.0","{japan|Japan}","0.5","{3701|94527|-99|79974}","0.3333333333333333","{4041300000000|4041300000000|34057000000}","0.0","{1884|1934}","0.5","{[, machinery, ]|[, Aerospace
				Arms industry
				Electrical device
				Electronics
				Engineering, ]|[, Aerospace
				Arms industry
				Electrical device
				Electronics
				Engineering, ]|[, Capital Goods, ]}","0.0","{yokohama|Tokyo}","1.0","{http://www.mhi.co.jp}","0.3333333333333333","{[, , ]|[, , ]|[, Seiji Izumisawa, ]}"
"7.1m_12895+dbpedia_1526","1.0","1.0","{spansion|Spansion}","1.0","{united states}","1.0","{2770|3700}","1.0","{1300000000}","1.0","{2003}","1.0","{[, semiconductors, ]|[, Semiconductor, ]}","1.0","{sunnyvale}",,,"1.0","{[, , ]}"
"7.1m_159565+dbpedia_6682","1.0","1.0","{altana|Altana}","1.0","{france}","1.0","{195|6529}","1.0","{2180000000}","1.0","{2009}","1.0","{[, legal services, ]|[, Chemical industry, ]}","1.0","{paris}",,,"1.0","{[, , ]}"
"7.1m_4796+dbpedia_4509","1.0","1.0","{axtel|Axtel}","1.0","{mexico}","1.0","{5129|6500}","1.0","{797400000}","1.0","{1994}","1.0","{[, telecommunications, ]|[, Telecommunications, ]}","1.0","{san pedro garza garcía}",,,"1.0","{[, , ]}"
"7.1m_82361+dbpedia_2232","1.0","1.0","{cyren|CYREN}","1.0","{united states}","1.0","{265|219}","1.0","{35900000}","1.0","{1991}","1.0","{[, information technology and services, ]|[, Computer security
				Information technology
				Software, ]}","1.0","{mclean}",,,"1.0","{[, , ]}"
"7.1m_41827+dbpedia_2452","1.0","1.0","{novavax|Novavax}","1.0","{united states}","1.0","{698|791}","1.0","{475200000}","1.0","{1987}","1.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}","1.0","{gaithersburg}",,,"1.0","{[, , ]}"
"7.1m_3372+dbpedia_4021+ft_id_1714","0.5555555555555556","0.6666666666666666","{ramsay health care|Ramsay Health Care|Ramsay Health Care}","0.0","{spain|Australia}","0.6666666666666666","{4676|80000|80000}","0.5","{12396000000|9750000000}","1.0","{1964|1964}","0.6666666666666666","{[, hospital & health care, ]|[, Healthcare industry, ]|[, Health Care Equipment & Services, ]}","0.0","{madrid|Sydney}","1.0","{http://www.ramsayhealth.com}","0.5","{[, , ]|[, Craig Ralph McNally, ]}"
"dbpedia_5434+ft_id_1925","1.0","1.0","{Rothschild & Co|Rothschild & Co.}","1.0","{France}","1.0","{3589|3816}","1.0","{1799000000|3404000000}","1.0","{1956}","1.0","{[, Financial services, ]|[, Diversified Financials, ]}","1.0","{Paris}","1.0","{http://www.rothschildandco.com}","1.0","{[, , ]|[, Alexandre de Rothschild, ]}"
"7.1m_131515+dbpedia_449","1.0","1.0","{toursbylocals|ToursByLocals}","1.0","{canada}","1.0","{118|190}","1.0","{45000000}","1.0","{2008}","1.0","{[, leisure, travel & tourism, ]|[, Tourism, ]}","1.0","{vancouver}",,,"1.0","{[, , ]}"
"7.1m_46646+dbpedia_4895","1.0","1.0","{federal realty investment trust|Federal Realty Investment Trust}","1.0","{united states}","1.0","{642|313}","1.0","{935000000}","1.0","{1962}","1.0","{[, real estate, ]|[, Real estate investment trust, ]}","1.0","{rockville}",,,"1.0","{[, , ]}"
"7.1m_35007+dbpedia_1107","0.875","0.0","{countryside|Countrywide}","1.0","{united kingdom}","1.0","{569|8500}","1.0","{498100000}","1.0","{1958}","1.0","{[, real estate, ]|[, Estate agent, ]}","1.0","{essex}",,,"1.0","{[, , ]}"
"7.1m_11534+dbpedia_2330+ft_id_178","0.5925925925925926","0.6666666666666666","{américa móvil|América Móvil|América Móvil}","0.0","{mexico|Mexico}","1.0","{1713|189448}","0.5","{1016000000000|48368000000}","1.0","{2000|2000}","0.6666666666666666","{[, telecommunications, ]|[, Telecommunications, ]|[, Telecommunications Services, ]}","0.0","{new york|Mexico City}","1.0","{http://www.americamovil.com}","0.5","{[, , ]|[, Daniel Hajj Aboumrad, ]}"
"7.1m_5389+dbpedia_3278","1.0","1.0","{quiktrip|QuikTrip}","1.0","{united states}","1.0","{4505|24034}","1.0","{9160000000}","1.0","{1958}","1.0","{[, retail, ]|[, Retail, ]}","1.0","{norcross}",,,"1.0","{[, , ]}"
"7.1m_36937+dbpedia_642","1.0","1.0","{modcloth|ModCloth}","1.0","{united states}","1.0","{1015|350}","1.0","{150000000}","1.0","{2002}","1.0","{[, retail, ]|[, Clothing
				E-commerce
				Retail, ]}","1.0","{san francisco}",,,"1.0","{[, , ]}"
"7.1m_2199+dbpedia_4702","1.0","1.0","{cablevision|Cablevision}","1.0","{united states}","1.0","{11865|13656}","1.0","{6461000000}","1.0","{1973}","1.0","{[, telecommunications, ]|[, Mass media
				Telecommunications, ]}","1.0","{bethpage}",,,"1.0","{[, , ]}"
"7.1m_24608+dbpedia_1693+dbpedia_6681","0.75","0.6666666666666666","{allied telesis|Allied Telesis|Allied Telesis}","1.0","{united states}","0.6666666666666666","{1631|1621|1621}","0.5","{28390000000|262000000}","1.0","{1987}","0.6666666666666666","{[, computer networking, ]|[, Networking hardware, ]|[, Networking hardware, ]}","1.0","{tokyo}",,,"0.5","{[, , ]|[, , ]}"
"7.1m_47838+dbpedia_4861","1.0","1.0","{banco real|Banco Real}",,,"1.0","{3293|24750}","1.0","{14700000000}",,,"1.0","{[, banking, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_19872+dbpedia_195","1.0","1.0","{petit bateau|Petit Bateau}","1.0","{france}","1.0","{2175|4000}","1.0","{265000000}","1.0","{1893}","1.0","{[, textiles, ]|[, Textile industry, ]}","1.0","{troyes}",,,"1.0","{[, , ]}"
"dbpedia_496+ft_id_1199","0.7222222222222222","0.5","{Expedia Group|Expedia Group}","1.0","{United States}","0.5","{24500|14800}","0.5","{4240000000|8598000000}","1.0","{1996}","0.5","{[, Travel technology, ]|[, Business Services & Supplies, ]}","1.0","{Seattle}","1.0","{http://www.expediainc.com}","0.5","{[, , ]|[, Peter M. Kern, ]}"
"7.1m_25893+dbpedia_2527","1.0","1.0","{mega brands|Mega Brands}","1.0","{canada}","1.0","{1615|1700}","1.0","{1080000000}",,,"1.0","{[, consumer goods, ]|[, Toy, ]}","1.0","{livingston}",,,"1.0","{[, , ]}"
"7.1m_2452+dbpedia_1714","1.0","1.0","{gea group|GEA Group}","1.0","{united states}","1.0","{7518|18642}","1.0","{4828}","1.0","{1881}","1.0","{[, mechanical or industrial engineering, ]|[, Food industry, ]}","1.0","{jefferson}",,,"1.0","{[, , ]}"
"7.1m_63397+dbpedia_5231","1.0","1.0","{synergy group|Synergy Group}","1.0","{united kingdom}","1.0","{500|40000}","1.0","{10000000000}","1.0","{1989}","1.0","{[, staffing and recruiting, ]|[, Conglomerate (company), ]}","1.0","{london}",,,"1.0","{[, , ]}"
"dbpedia_4725+ft_id_876","0.7222222222222222","0.5","{Commerzbank|Commerzbank}","1.0","{Germany}","0.5","{49174|46218}","0.5","{8570000000|14836000000}","1.0","{1870}","0.5","{[, Financial services, ]|[, Banking, ]}","1.0","{Frankfurt}","1.0","{http://www.commerzbank.de}","0.5","{[, , ]|[, Manfred Knof PhD, ]}"
"7.1m_5721+dbpedia_1239","1.0","1.0","{bg group|BG Group}","1.0","{united kingdom}","1.0","{9001|5200}","1.0","{19289000000}","1.0","{1997}","1.0","{[, oil & energy, ]|[, List of oil exploration and production companies, ]}","1.0","{reading}",,,"1.0","{[, , ]}"
"7.1m_11374+7.1m_123147+7.1m_361+dbpedia_4821","0.6458333333333333","0.5","{fresenius medical care|fresinius medical care|fresenius medical care|Fresenius Medical Care}","0.6666666666666666","{germany|united states|united states}","0.75","{1432|179|26649|120659}","1.0","{17480000000}","0.5","{1996|1996}","0.75","{[, medical devices, ]|[, information technology and services, ]|[, hospital & health care, ]|[, Health care, ]}","0.0","{frankfurt|huntsville|waltham}",,,"1.0","{[, , ]}"
"7.1m_17923+dbpedia_1820","1.0","1.0","{irobot|IRobot}","1.0","{united states}","1.0","{1941|920}","1.0","{1214000000}","1.0","{1990}","1.0","{[, consumer electronics, ]|[, Robotics, ]}","1.0","{bedford}",,,"1.0","{[, , ]}"
"7.1m_20701+dbpedia_753","1.0","1.0","{qualys|Qualys}","1.0","{united states}","1.0","{1124|1500}","1.0","{363000000}","1.0","{1999}","1.0","{[, computer & network security, ]|[, Computer security
				Information security
				Network security, ]}","1.0","{redwood city}",,,"1.0","{[, , ]}"
"7.1m_59458+dbpedia_578","1.0","1.0","{virgin galactic|Virgin Galactic}","1.0","{united states}","1.0","{420|823}","1.0","{238000}","1.0","{2004}","1.0","{[, aviation & aerospace, ]|[, Airline, ]}","1.0","{mojave}",,,"1.0","{[, , ]}"
"7.1m_14137+dbpedia_1580","1.0","1.0","{unity bank plc|Unity Bank plc}","1.0","{nigeria}","1.0","{1250|2072}","1.0","{38700000}","1.0","{2006}","1.0","{[, banking, ]|[, Financial services, ]}","1.0","{lagos}",,,"1.0","{[, , ]}"
"7.1m_9465+dbpedia_2287","1.0","1.0","{lamprell|Lamprell}",,,"1.0","{2282|5000}","1.0","{338600000}","1.0","{1974}","1.0","{[, oil & energy, ]|[, Energy, ]}",,,,,"1.0","{[, , ]}"
"7.1m_8539+dbpedia_39","1.0","1.0","{avianca brasil|Avianca Brasil}",,,"1.0","{2093|1687}","1.0","{720000000}","1.0","{2002}","1.0","{[, airlines/aviation, ]|[, Airline, ]}",,,,,"1.0","{[, , ]}"
"7.1m_92710+dbpedia_1221","1.0","1.0","{vons|Vons}","1.0","{united states}","1.0","{278|44000}","1.0","{2600000000}",,,"1.0","{[, retail, ]|[, Grocery store
				Retail, ]}","1.0","{ventura}",,,"1.0","{[, , ]}"
"7.1m_368+dbpedia_6383","1.0","1.0","{saipem|Saipem}","1.0","{italy}","1.0","{33895|32000}","1.0","{8526000000}","1.0","{1957}","1.0","{[, oil & energy, ]|[, List of oilfield service companies, ]}","1.0","{san donato milanese}",,,"1.0","{[, , ]}"
"7.1m_41793+dbpedia_3347","1.0","1.0","{liberty property trust|Liberty Property Trust}","1.0","{united states}","1.0","{688|295}","1.0","{719000}","1.0","{1972}","1.0","{[, real estate, ]|[, Real estate investment trust, ]}","1.0","{malvern}",,,"1.0","{[, , ]}"
"7.1m_5215+dbpedia_3930","0.875","0.0","{aerolineas argentinas|Aerolíneas Argentinas}","1.0","{argentina}","1.0","{3221|10657}","1.0","{1330000000}","1.0","{1950}","1.0","{[, airlines/aviation, ]|[, Airline, ]}","1.0","{buenos aires}",,,"1.0","{[, , ]}"
"7.1m_30113+dbpedia_2520","1.0","1.0","{schuler group|Schuler Group}","1.0","{united states}","1.0","{823|6617}","1.0","{1212100000}","1.0","{1839}","1.0","{[, machinery, ]|[, Mechanical engineering, ]}","1.0","{canton}",,,"1.0","{[, , ]}"
"7.1m_10770+dbpedia_5010","1.0","1.0","{iress|Iress}","1.0","{australia}","1.0","{2002|2250}","1.0","{542}","1.0","{1993}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{melbourne}",,,"1.0","{[, , ]}"
"7.1m_9499+dbpedia_829","1.0","1.0","{blue cross and blue shield of alabama|Blue Cross and Blue Shield of Alabama}","1.0","{united states}","1.0","{1935|5000}","1.0","{4100000000}","1.0","{1936}","1.0","{[, insurance, ]|[, Insurance, ]}","1.0","{east birmingham}",,,"1.0","{[, , ]}"
"7.1m_163097+dbpedia_510","1.0","1.0","{fabasoft|Fabasoft}","1.0","{austria}","1.0","{240|312}","1.0","{51100000}","1.0","{1988}","1.0","{[, information technology and services, ]|[, Software, ]}","1.0","{linz}",,,"1.0","{[, , ]}"
"7.1m_33099+dbpedia_4233","1.0","1.0","{tod's|Tod's}",,,"1.0","{1065|3100}","1.0","{963280000}",,,"1.0","{[, luxury goods & jewelry, ]|[, Manufacturing
				Textile, ]}",,,,,"1.0","{[, , ]}"
"7.1m_7887+dbpedia_1920+ft_id_1864","0.5925925925925926","0.6666666666666666","{inventec|Inventec|Inventec}","0.0","{taiwan|Taiwan}","1.0","{3362|23000}","0.5","{7200000000|18607000000}","1.0","{1975}","0.6666666666666666","{[, computer hardware, ]|[, Computer hardware, ]|[, Technology Hardware & Equipment, ]}","0.0","{panchiao|Taipei}","1.0","{http://www.inventec.com}","0.5","{[, , ]|[, Yung Tsai Wu, ]}"
"7.1m_146+dbpedia_5109+ft_id_132","0.5555555555555556","0.6666666666666666","{basf|BASF|BASF}","0.0","{germany|Germany}","0.6666666666666666","{64209|117628|111047}","0.5","{59316000000|92901000000}","1.0","{1865|1865}","0.6666666666666666","{[, chemicals, ]|[, Chemical industry, ]|[, Chemicals, ]}","0.0","{ludwigshafen|Ludwigshafen am Rhein}","1.0","{http://www.basf.com}","0.5","{[, , ]|[, Martin Brudermüller, ]}"
"7.1m_8289+dbpedia_2300+ft_id_360","0.5555555555555556","0.6666666666666666","{wilmar international|Wilmar International|Wilmar International}","0.0","{singapore|Singapore}","0.6666666666666666","{2393|100000|100000}","0.5","{50530000000|65839000000}","1.0","{1991|1991}","0.6666666666666666","{[, international trade and development, ]|[, Food processing, ]|[, Food, Drink & Tobacco, ]}","0.0","{stockton|Singapore}","1.0","{http://www.wilmar-international.com}","0.5","{[, , ]|[, Khoon Hong Kuok, ]}"
"7.1m_2230+dbpedia_1277","1.0","1.0","{mentor graphics|Mentor Graphics}","1.0","{united states}","1.0","{9604|5968}","1.0","{1}","1.0","{1981}","1.0","{[, computer software, ]|[, Electronic design automation
				Embedded software, ]}","1.0","{wilsonville}",,,"1.0","{[, , ]}"
"dbpedia_1220+ft_id_1527","0.8888888888888888","0.0","{Virgin Money UK plc|Virgin Money UK}","1.0","{United Kingdom}","1.0","{7415|7857}","1.0","{1489000000|2822000000}","1.0","{2015}","1.0","{[, Bank
				Financial services, ]|[, Banking, ]}","1.0","{Glasgow}","1.0","{http://cybg.com}","1.0","{[, , ]|[, David Joseph Duffy, ]}"
"7.1m_2998+dbpedia_3878","1.0","1.0","{publicis|Publicis}","1.0","{united states}","1.0","{14716|75588}","1.0","{10788000000}","1.0","{1926}","1.0","{[, marketing and advertising, ]|[, Advertising agency
				Public relations, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
"dbpedia_2430+ft_id_1991","0.7222222222222222","0.5","{Match Group|Match Group}","1.0","{United States}","0.5","{1880|2540}","0.5","{2391000000|2983000000}","1.0","{2009}","0.5","{[, Online dating service, ]|[, IT Software & Services, ]}","1.0","{Dallas}","1.0","{http://www.matchgroupinc.com}","0.5","{[, , ]|[, Sharmistha Dubey, ]}"
"7.1m_3242+dbpedia_6293","1.0","1.0","{pegasystems|Pegasystems}","1.0","{united states}","1.0","{5494|6133}","1.0","{1212000000}","1.0","{1983}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{cambridge}",,,"1.0","{[, , ]}"
"dbpedia_6311+ft_id_213","0.8888888888888888","0.0","{Takeda Pharmaceutical Company|Takeda Pharmaceutical}","1.0","{Japan}","1.0","{49578|47099}","1.0","{1770531|31545000000}","1.0","{1781}","1.0","{[, Pharmaceutical industry, ]|[, Drugs & Biotechnology, ]}","1.0","{Osaka}","1.0","{http://www.takeda.us}","1.0","{[, , ]|[, Christophe Weber, ]}"
