"RecordIDS","AverageConsistency","Name-Consistency","Name-Values","Country-Consistency","Country-Values","NumberOfEmployees-Consistency","NumberOfEmployees-Values","Revenue-Consistency","Revenue-Values","FoundingYear-Consistency","FoundingYear-Values","Industries-Consistency","Industries-Values","City-Consistency","City-Values","Website-Consistency","Website-Values","CeoNames-Consistency","CeoNames-Values"
"7.1m_1373+7.1m_559+dbpedia_5217+ft_id_451","0.5","0.5","{henkel|henkel|Henkel|Henkel}","0.0","{germany|Germany}","0.5","{14649|30279|52450|52450}","0.5","{20066000000|23718000000}","1.0","{1876|1876}","0.5","{[, consumer goods, ]|[, consumer goods, ]|[, Fast-moving consumer goods, ]|[, Household & Personal Products, ]}","0.0","{dusseldorf|Dusseldorf}","1.0","{http://www.henkel.de}","0.5","{[, , ]|[, Carsten Knobel, ]}"
"7.1m_19342+dbpedia_1130","1.0","1.0","{finca international|FINCA International}","1.0","{united states}","1.0","{1893|10000}","1.0","{339617464}","1.0","{1984}","1.0","{[, financial services, ]|[, Microfinance
				Research
				Social enterprise, ]}","1.0","{washington}",,,"1.0","{[, , ]}"
"dbpedia_1021+ft_id_677","0.7222222222222222","0.5","{Ross Stores|Ross Stores}","1.0","{United States}","0.5","{88100|100000}","0.5","{11940000000|18916000000}","1.0","{1982}","0.5","{[, Retail, ]|[, Retailing, ]}","1.0","{Dublin}","1.0","{http://www.rossstores.com}","0.5","{[, , ]|[, Barbara Rentler, ]}"
"7.1m_2229+dbpedia_2112","1.0","1.0","{molex|Molex}","1.0","{united states}","1.0","{8024|45000}","1.0","{3}","1.0","{1938}","1.0","{[, electrical/electronic manufacturing, ]|[, Electronics, ]}","1.0","{lisle}",,,"1.0","{[, , ]}"
"7.1m_36458+dbpedia_2434","1.0","1.0","{home properties|Home Properties}","1.0","{united states}","1.0","{933|1200}","1.0","{671000000}","1.0","{1994}","1.0","{[, real estate, ]|[, Apartment, ]}","1.0","{rochester}",,,"1.0","{[, , ]}"
"7.1m_2669+dbpedia_2895","1.0","1.0","{collabera|Collabera}","1.0","{united states}","1.0","{9600|16000}","1.0","{856000000}","1.0","{1991}","1.0","{[, information technology and services, ]|[, Information technology
				Staffing, ]}","1.0","{morristown}",,,"1.0","{[, , ]}"
"7.1m_20731+dbpedia_2437","1.0","1.0","{icims|ICIMS}","1.0","{united states}","1.0","{1077|1000}","1.0","{251300000}","1.0","{2000}","1.0","{[, computer software, ]|[, Software, ]}","1.0","{matawan}",,,"1.0","{[, , ]}"
"7.1m_131625+dbpedia_5748","1.0","1.0","{aircastle|Aircastle}","1.0","{united states}","1.0","{129|100}","1.0","{796000000}","1.0","{2005}","1.0","{[, financial services, ]|[, Aircraft lease, ]}","1.0","{stamford}",,,"1.0","{[, , ]}"
"7.1m_29888+dbpedia_4804","1.0","1.0","{amylin pharmaceuticals|Amylin Pharmaceuticals}","1.0","{united states}","1.0","{2437|1300}","1.0","{651000000}","1.0","{1987}","1.0","{[, pharmaceuticals, ]|[, Biotechnology, ]}","1.0","{san diego}",,,"1.0","{[, , ]}"
"7.1m_25501+dbpedia_6289","1.0","1.0","{metavante|Metavante}",,,"1.0","{2597|5900}","1.0","{1707000000}","1.0","{1964}","1.0","{[, financial services, ]|[, Finance, ]}",,,,,"1.0","{[, , ]}"
"dbpedia_3715+ft_id_1285","0.7222222222222222","0.5","{Sojitz|Sojitz}","1.0","{Japan}","0.5","{14330|19463}","0.5","{4006|18125000000}","1.0","{2003}","0.5","{[, Conglomerate (company), ]|[, Trading Companies, ]}","1.0","{Tokyo}","1.0","{http://www.sojitz.com}","0.5","{[, , ]|[, Masayoshi Fujimoto, ]}"
"7.1m_11992+dbpedia_1061","1.0","1.0","{fulton financial corporation|Fulton Financial Corporation}","1.0","{united states}","1.0","{1738|3500}","1.0","{793280000}","1.0","{1882}","1.0","{[, banking, ]|[, Finance, ]}","1.0","{lancaster}",,,"1.0","{[, , ]}"
"7.1m_119713+dbpedia_1171+ft_id_756","0.7407407407407407","0.3333333333333333","{omnico group|Omnicom Group|Omnicom Group}","1.0","{United States}","0.6666666666666666","{236|64100|71700}","0.5","{13171000000|14273000000}","1.0","{1986}","0.6666666666666666","{[, information technology and services, ]|[, Advertising agency
				Public relations, ]|[, Media, ]}","1.0","{New York}","1.0","{http://www.omnicomgroup.com}","0.5","{[, , ]|[, John D. Wren, ]}"
"7.1m_123175+dbpedia_2909","1.0","1.0","{corficolombiana|Corficolombiana}","1.0","{colombia}","1.0","{307|274}","1.0","{330000000}","1.0","{1959}","1.0","{[, financial services, ]|[, Financial services, ]}","1.0","{bogota}",,,"1.0","{[, , ]}"
"7.1m_2217+dbpedia_1152","1.0","1.0","{icf international|ICF International}","1.0","{united states}","1.0","{9443|7000}","1.0","{1480000000}","1.0","{1969}","1.0","{[, management consulting, ]|[, Professional services, ]}","1.0","{fairfax}",,,"1.0","{[, , ]}"
"dbpedia_3498+ft_id_507","0.6428571428571429","0.5","{Carrier Global|Carrier Global}","1.0","{United States}","0.5","{56000|58000}","0.5","{17460000000|20613000000}",,,"0.5","{[, Home appliance, ]|[, Capital Goods, ]}","1.0","{Palm Beach Gardens}",,,"0.5","{[, , ]|[, David L. Gitlin, ]}"
"7.1m_152265+dbpedia_6691","1.0","1.0","{bell pottinger|Bell Pottinger}","1.0","{united kingdom}","1.0","{1110|278}","1.0","{27000000}","1.0","{1987}","1.0","{[, public relations and communications, ]|[, Reputation management, ]}","1.0","{london}",,,"1.0","{[, , ]}"
"7.1m_146576+dbpedia_22+dbpedia_3843+ft_id_1186","0.4629629629629629","0.5","{evergy|Evergy|Evergy|Evergy}","0.0","{united states|United States}","0.5","{75|5000|5000|4930}","0.3333333333333333","{5148000000|4276000000|5587000000}","1.0","{1909}","0.5","{[, utilities, ]|[, Electric utility, ]|[, Electric utility, ]|[, Utilities, ]}","0.0","{kansas city|Kansas City}","1.0","{http://www.evergyinc.com}","0.3333333333333333","{[, , ]|[, , ]|[, David A. Campbell, ]}"
"7.1m_34525+dbpedia_5637","1.0","1.0","{gyldendal|Gyldendal}","1.0","{australia}","1.0","{965|448}","1.0","{863000000}",,,"1.0","{[, publishing, ]|[, Publishing, ]}","1.0","{denmark}",,,"1.0","{[, , ]}"
"7.1m_4890+dbpedia_6778","1.0","1.0","{fpt software|FPT Software}","1.0","{vietnam}","1.0","{4662|20000}","1.0","{513600000}","1.0","{1999}","1.0","{[, outsourcing/offshoring, ]|[, Information technology, ]}","1.0","{hanoi}",,,"1.0","{[, , ]}"
"7.1m_19431+dbpedia_6229","1.0","1.0","{outsystems|OutSystems}","1.0","{united states}","1.0","{897|1228}","1.0","{100000000}","1.0","{2001}","1.0","{[, computer software, ]|[, Digital transformation
				Enterprise software
				Platform as a service, ]}","1.0","{atlanta}",,,"1.0","{[, , ]}"
"7.1m_23071+dbpedia_4652","1.0","1.0","{first data|First Data}",,,"1.0","{1252|22000}","1.0","{12050000000}",,,"1.0","{[, financial services, ]|[, Financial services, ]}",,,,,"1.0","{[, , ]}"
"7.1m_78249+dbpedia_5030","1.0","1.0","{pathao|Pathao}","1.0","{bangladesh}","1.0","{163|1200}","1.0","{14000000}","1.0","{2015}","1.0","{[, information technology and services, ]|[, Delivery (commerce)
				Food delivery
				Transport, ]}","1.0","{dhaka}",,,"1.0","{[, , ]}"
"7.1m_141723+dbpedia_6685","1.0","1.0","{bestway|Bestway}","1.0","{china}","1.0","{99|33600}","1.0","{3400000000}",,,"1.0","{[, human resources, ]|[, Bank
				Cement
				Pharmacy
				Wholesaling, ]}","1.0","{shanghai}",,,"1.0","{[, , ]}"
"7.1m_13995+dbpedia_6761","1.0","1.0","{sigdo koppers|Sigdo Koppers}","1.0","{chile}","1.0","{2212|10783}","1.0","{2700000000}","1.0","{1960}","1.0","{[, civil engineering, ]|[, Conglomerate (company), ]}","1.0","{santiago}",,,"1.0","{[, , ]}"
"7.1m_62050+dbpedia_5955","1.0","1.0","{artnet|Artnet}","1.0","{united states}","1.0","{752|122}","1.0","{21878000}","1.0","{1989}","1.0","{[, fine art, ]|[, Art market, ]}","1.0","{new york}",,,"1.0","{[, , ]}"
